Gene = Marc1
index = 661
Annotated 5SS: [  352  4183  7270  9296 15766 15964]
Annotated 3SS: [ 4008  7106  9154 15703 15891 23355]
SMsplice 5SS: [  352  4183  7270  9296 15766]
SMsplice 3SS: [ 4008  7106  9154 15703 15891]
top_k =  500
Partition function (log Z): 0.13965797929816226

Sorted 5' Splice Sites (High to Low Probability):
Position 9296: 0.9983827833429563
Position 15766: 0.9907194006551888
Position 7270: 0.970381329804501
Position 4183: 0.9509369165121688
Position 15964: 0.5243597752074391
Position 352: 0.5081070918248438
Position 296: 0.45670686357418017
Position 7672: 0.29215147670990665
Position 7486: 0.24489532369999178
Position 3313: 0.22694102024205262
Position 2665: 0.20873509303179688
Position 6271: 0.19596571813025723
Position 21656: 0.16098342632160026
Position 2604: 0.14744939117813463
Position 2418: 0.14071851015977785
Position 14831: 0.09818215893745823
Position 14003: 0.09050525343871679
Position 12222: 0.08392196137305166
Position 11885: 0.0797538751823406
Position 2055: 0.07105465249948081
Position 13820: 0.06138427210026032
Position 986: 0.0495144899500421
Position 7780: 0.048578642747160436
Position 2019: 0.04503962900205922
Position 16106: 0.04354720654632679
Position 15449: 0.035655576955073785
Position 7742: 0.030809172120660977
Position 3477: 0.028517833039159127
Position 1470: 0.023122723667401576
Position 827: 0.023089632623360144
Position 18527: 0.02070299913728039
Position 5286: 0.020107747911929534
Position 407: 0.01826761886429385
Position 10940: 0.01776544523604252
Position 5267: 0.01570591737576028
Position 13875: 0.015253784546379514
Position 5914: 0.014034309780948547
Position 3368: 0.01131226296705152
Position 6701: 0.010335196773267613
Position 16032: 0.010250575953945533
Position 13778: 0.010186665965437412
Position 2292: 0.0071797759720717514
Position 16189: 0.006721846370883317
Position 7858: 0.0054468823314336185
Position 239: 0.005153849218669276
Position 17557: 0.004680187327489597
Position 2660: 0.004649631269488673
Position 3809: 0.004571561382652122
Position 3444: 0.003685855569077856
Position 16211: 0.0034855793889675695
Position 15790: 0.0030053425379488797
Position 13912: 0.0029784549223854048
Position 7925: 0.0020948329033133053
Position 15996: 0.0020500599239229107
Position 7940: 0.0018262456787300914
Position 1246: 0.0018185286297426266
Position 2801: 0.0018018468871942794
Position 1027: 0.0017521182186351204
Position 15749: 0.0015675371232838822
Position 10068: 0.0014150265442148314
Position 10171: 0.0014084906497130235
Position 15983: 0.001307461766494661
Position 7955: 0.0012933715066950162
Position 10091: 0.0012703608625540682
Position 277: 0.0012332002683022938
Position 7522: 0.0012269845254722362
Position 473: 0.001052921413566399
Position 15802: 0.0009618681228697396
