Gene = Carf
index = 200
Annotated 5SS: [   84  2857  4106 19568 20691 22730 26690 31041 34000 36225 38813 40829
 42137 42859]
Annotated 3SS: [ 2738  3877 19506 20575 22644 26499 30919 33855 35990 38649 40764 42023
 42488 45236]
SMsplice 5SS: [   91  2857  4106 10561 19568 20691 22730 26690 31041 34000 36225 40829
 42137 42296 42859]
SMsplice 3SS: [ 2738  3982 10441 19446 20575 22644 26499 30919 33921 35990 40764 42023
 42205 42708 43050]
top_k =  500
Partition function (log Z): 3.6145595589174513

Sorted 5' Splice Sites (High to Low Probability):
Position 20691: 0.9999999999999953
Position 42137: 0.9796981208367076
Position 4106: 0.9431396246471779
Position 26690: 0.940055921598379
Position 31041: 0.9287485166984268
Position 22730: 0.9286994768202854
Position 34000: 0.9177312297119
Position 40829: 0.8287192362312297
Position 91: 0.7357353463278377
Position 10561: 0.7180419511194441
Position 42859: 0.6685474099753826
Position 42296: 0.6389984874864
Position 2857: 0.6381589328922022
Position 36225: 0.5437817500668517
Position 38813: 0.47320182288937523
Position 40004: 0.30467381350536155
Position 36125: 0.2913135767759418
Position 10536: 0.2819580488805513
Position 84: 0.25343767398926176
Position 2822: 0.23237035478485027
Position 7017: 0.22596512671133143
Position 807: 0.1581464932299034
Position 41549: 0.14866916913444345
Position 39648: 0.12274147950492986
Position 35740: 0.12044785224134598
Position 9253: 0.12016544367368936
Position 25708: 0.11790964537661248
Position 42751: 0.10632789521444175
Position 4949: 0.10630870533260325
Position 4332: 0.1049919679659701
Position 41337: 0.10424659372912165
Position 4802: 0.09739483881328068
Position 12887: 0.08653234253027808
Position 38753: 0.08271499383415942
Position 27971: 0.08182193141010456
Position 24632: 0.07507713802353731
Position 7092: 0.07503127052790501
Position 3033: 0.07119906631040135
Position 7871: 0.05780554032644962
Position 42540: 0.05707830221606962
Position 948: 0.056741756921259656
Position 1326: 0.05551548950125264
Position 31001: 0.054932713939276664
Position 4793: 0.053321918718186354
Position 8356: 0.05183038827309106
Position 42287: 0.04872352792655807
Position 7246: 0.04655979620794404
Position 1412: 0.04599565622288139
Position 940: 0.04282139486342888
Position 31500: 0.039896122040774716
Position 8908: 0.03451836092384691
Position 36208: 0.03239054362799823
Position 39965: 0.03187904192491569
Position 4614: 0.030332754641775116
Position 34597: 0.02864563201667627
Position 7074: 0.02698900224057322
Position 43832: 0.026382557159989373
Position 38359: 0.026105980966404617
Position 9492: 0.024546352709557785
Position 39186: 0.020997940109803905
Position 7890: 0.02089655056215095
Position 5035: 0.020638681981617113
Position 39632: 0.01989990990789538
Position 8726: 0.015311232106388118
Position 36917: 0.014302734969309325
Position 34224: 0.013389889035446263
Position 36154: 0.013197065068557688
Position 2346: 0.011046196459900112
Position 8716: 0.010821911329352124
Position 44653: 0.010329406184557794
Position 42141: 0.009059625185356478
Position 752: 0.007070590322823215
Position 995: 0.006159008085454909
Position 2291: 0.005759978640600447
Position 1271: 0.003971687545217227
Position 44257: 0.003192614649045208
Position 41748: 0.002626042977314746
Position 34538: 0.002623897527387326
Position 4789: 0.0024748810934609265
Position 43168: 0.0024610356019037034
Position 2351: 0.0023797164386732284
Position 36140: 0.002009047654046252
Position 2360: 0.0019576007618558994
Position 32606: 0.0014762048031598334
Position 43402: 0.0012961150351957038
Position 323: 0.0012952052346920043
Position 42789: 0.0011055905366669282
Position 42546: 0.000787027918887472
Position 1991: 0.0007194895738036422
Position 566: 0.0006251429893198257
Position 43188: 0.000450954286861015
Position 36201: 0.00036600957111770346
Position 4393: 0.0002536029854437096
Position 9113: 0.00022460868042046956
Position 4797: 0.000216169611897549
Position 4713: 0.000214495509400814
Position 4674: 0.00020657770245196237
Position 4628: 0.00015086246079317947
Position 4586: 0.00013306832554338264
Position 2354: 0.00013163832369822862
Position 4783: 0.00012360005993229296
Position 4770: 0.00012341974981849613
Position 4130: 8.40278824261885e-05
Position 42591: 6.680725983908739e-05
Position 303: 5.5109230958165757e-05
Position 4649: 5.398427913863608e-05
Position 1127: 4.792487371624425e-05
Position 655: 4.530086297880665e-05
Position 3443: 4.03502303318585e-05
Position 4659: 3.466826852277335e-05
Position 2829: 2.732666547893213e-05
Position 131: 2.4660671890299912e-05
Position 3128: 2.2454379283620687e-05
Position 326: 2.104624502590637e-05
Position 95: 1.9691673104630246e-05
Position 62: 1.607850355825934e-05
Position 502: 1.4592634134248853e-05
Position 169: 1.3212024739024499e-05
Position 262: 1.1642538963480146e-05
Position 88: 7.588767523700016e-06
Position 52: 7.514129672505561e-06
Position 526: 5.168532753571847e-06
Position 495: 4.158993498063621e-06
Position 535: 3.609470058922604e-06
Position 367: 2.4306436472751723e-06
Position 42813: 2.2675063423233542e-06
Position 702: 1.9647513918458617e-06
Position 3101: 1.852596749354384e-06
Position 357: 1.4413152951354287e-06
Position 272: 1.3084569638461538e-06
Position 516: 1.059679338324321e-06
Position 453: 9.166506635921907e-07
Position 891: 7.480352293442062e-07
Position 334: 2.7493780362716265e-07
Position 42497: 2.2980057090066735e-07
Position 650: 1.579826899088952e-07
Position 307: 6.80069515648526e-08
Position 195: 4.4378357473703004e-08
Position 224: 4.2789194424747744e-08
Position 41: 3.541108706264414e-08
Position 332: 2.1649363299793806e-08
Position 510: 1.860961606386924e-08
Position 339: 1.4141911782713877e-09
Position 28: 1.1951912192405669e-09
