Gene = Hyls1
index = 552
Annotated 5SS: [ 522 1944 6336]
Annotated 3SS: [1892 6220 8293]
SMsplice 5SS: [ 522 5798 6118 6336]
SMsplice 3SS: [5577 5996 6220 8293]
top_k =  500
Partition function (log Z): -6.188587461989439

Sorted 5' Splice Sites (High to Low Probability):
Position 6336: 0.9247206885862403
Position 6118: 0.661542321085937
Position 5798: 0.5842722010538753
Position 522: 0.4456100082013599
Position 353: 0.34697837529527675
Position 5645: 0.2669210655304964
Position 397: 0.2543538667090858
Position 95: 0.2335438547383822
Position 731: 0.15329812489907027
Position 636: 0.11556084062870321
Position 6616: 0.07864769217717554
Position 8613: 0.0636301200421937
Position 150: 0.05935132673253232
Position 3994: 0.059141324315794754
Position 6133: 0.05424036912080636
Position 9459: 0.05052618601339215
Position 594: 0.044711944499390824
Position 3842: 0.04448762101731348
Position 778: 0.04311791579157643
Position 8425: 0.04287276838207502
Position 8749: 0.02952742828139673
Position 1944: 0.02895374348507581
Position 9152: 0.027630119767385247
Position 5640: 0.02478069764036472
Position 233: 0.017152909229611355
Position 4659: 0.01703810843615334
Position 1021: 0.013700320535003415
Position 6482: 0.013459627256675915
Position 602: 0.012687721797303748
Position 9360: 0.012197781107639005
Position 1541: 0.011681115144357877
Position 8381: 0.01034795217595606
Position 6456: 0.00707296175249819
Position 9159: 0.006772915454181862
Position 8462: 0.006043896443171551
Position 6598: 0.0055837235923028505
Position 314: 0.005089121634157714
Position 7438: 0.0037482329056223425
Position 9098: 0.0030160103470771465
Position 8476: 0.0026636865891152
Position 7269: 0.002537295659309482
Position 5001: 0.002430224594669813
Position 7306: 0.0023054766796522072
Position 5666: 0.0022671255366742823
Position 9157: 0.002084244930338361
Position 8015: 0.0015262702869901354
Position 8487: 0.0011802871729815951
Position 6093: 0.0009995982756642449
Position 8674: 0.0008078681411902966
Position 441: 0.0007624956606090968
Position 8692: 0.0007233675899965758
Position 289: 0.0006555012656696683
Position 319: 0.0005745277617280019
Position 420: 0.0005699139884494885
Position 104: 0.0004969433083920699
Position 308: 0.00038127298841301923
Position 9013: 0.0003773139396858774
Position 333: 0.00032918110860675126
Position 607: 0.0002192247017355812
Position 173: 0.0001928661071046129
Position 251: 0.00015696461427097986
Position 7025: 0.0001107943039977282
Position 688: 9.510293022590008e-05
Position 184: 8.58467434071328e-05
Position 768: 7.824343257879307e-05
Position 316: 7.093493865608844e-05
Position 195: 6.57100228738383e-05
Position 507: 6.309354544478049e-05
Position 700: 6.127086301749941e-05
Position 1219: 3.767001591811654e-05
Position 345: 2.822361287577489e-05
Position 204: 2.668015166364054e-05
Position 1778: 2.609186110678683e-05
Position 189: 2.581096574314772e-05
Position 740: 1.6830646444924056e-05
Position 1339: 1.4278577125572868e-05
Position 39: 5.697711024644565e-06
Position 1795: 4.634567140174508e-06
Position 1168: 9.71408285535554e-07
Position 490: 5.276398142966063e-09
Position 480: 4.6662543203829035e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6220: 0.9669495178557802
Position 506: 0.6036213703504754
Position 5577: 0.5946570287019723
