Gene = Sap25
index = 942
Annotated 5SS: [ 380  577  798 1002]
Annotated 3SS: [ 472  658  903 1085]
SMsplice 5SS: [ 120  380  577  798 1002]
SMsplice 3SS: [ 284  472  658  903 1085]
top_k =  500
Partition function (log Z): 5.974971307161106

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9891630092557746
Position 380: 0.9392836410128113
Position 1002: 0.8657396420635506
Position 577: 0.8343185523565985
Position 798: 0.8316167544112213
Position 609: 0.07494225581245464
Position 779: 0.06492151084853826
Position 391: 0.045709951253333936
Position 589: 0.027753300673673105
Position 912: 0.011011954234804578
Position 402: 0.003554699206320188
Position 1008: 0.0031344781959339093
Position 1309: 0.0022968915971524144
Position 203: 0.00222390303127706
Position 724: 0.0020048804539675785
Position 232: 0.0019794330342708015
Position 251: 0.0019110538757526783
Position 574: 0.001776893397997049
Position 472: 0.001773309405966398
Position 1207: 0.001444327192366268
Position 131: 0.001344486806794001
Position 823: 0.0005051039813890167
Position 1318: 0.0004580031011809729
Position 680: 0.00038429591742270193
Position 502: 0.0002760130023079854
Position 630: 0.00023834508647257256
Position 210: 0.00022195751042689138
Position 593: 0.00022029410488582694
Position 601: 0.00021648480920800724
Position 831: 0.00015498438500012165
Position 1127: 0.0001252362286915375
Position 618: 0.0001145275295283567
Position 490: 0.00010722724998855523
Position 782: 9.653670377193191e-05
Position 1145: 7.639032832273841e-05
Position 214: 7.63539937074306e-05
Position 150: 5.233839415575791e-05
Position 958: 5.230901255502383e-05
Position 519: 5.1397854415380585e-05
Position 1358: 3.695493808316261e-05
Position 784: 3.5824604125950974e-05
Position 1137: 3.061554718122793e-05
Position 599: 2.2073539482946905e-05
Position 435: 1.8071243359716812e-05
Position 405: 1.372083539381352e-05
Position 53: 1.3134539765797227e-05
Position 826: 1.2196057240380878e-05
Position 1293: 1.1781018189259546e-05
Position 109: 8.129574245493863e-06
Position 1315: 8.083678401897096e-06
Position 1287: 6.4295427451181174e-06
Position 153: 6.220456912345877e-06
Position 1330: 6.163274637668355e-06
Position 906: 5.718115908288821e-06
Position 1248: 2.2617642662854165e-06
Position 445: 2.231409223304176e-06
Position 410: 1.2772880597436346e-06
Position 456: 4.890725829570669e-07
Position 669: 8.131609392205036e-08
Position 255: 1.495495113046577e-08
Position 969: 5.4474010326405275e-09
Position 967: 3.951921854318009e-09
Position 465: 4.157990150202929e-10
Position 476: 2.0664779586427654e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 284: 0.9671519610296735
Position 1085: 0.9547368776491577
Position 472: 0.8124095335106151
Position 903: 0.7836701453636699
Position 658: 0.6541008388350319
Position 696: 0.30513883231228833
Position 501: 0.12615838973643187
Position 818: 0.022312514452217765
Position 1157: 0.013027864342934016
Position 1217: 0.012355581076360419
Position 291: 0.008699725099002199
Position 1049: 0.006258537597875347
Position 344: 0.005635631014402824
Position 1429: 0.005512284480112809
Position 867: 0.003600440286176348
Position 661: 0.0035195759780582894
Position 297: 0.0027110714348427584
Position 873: 0.0027080529780425487
Position 1273: 0.0026751571289349374
Position 927: 0.002645234043615185
Position 231: 0.0021263107976547072
Position 1302: 0.0020013735016186237
Position 319: 0.001676778663073618
Position 305: 0.001257209805221003
Position 1180: 0.0012320231214789572
Position 515: 0.0011455801308242937
Position 889: 0.000981429700234514
Position 1099: 0.0007722087066773521
Position 965: 0.000714527898442267
Position 608: 0.0006882498220194233
Position 989: 0.0005642963906058355
Position 741: 0.0004192646886262549
Position 886: 0.0003722655012923874
Position 758: 0.00029059171250273393
Position 916: 0.00028681094730212176
Position 677: 0.0002665515938774668
Position 1452: 0.00024408776084766965
Position 666: 0.0002286112013449698
Position 545: 0.00016040859361760712
Position 998: 0.0001549043895621375
Position 1001: 9.496748359404271e-05
Position 863: 9.492330826544933e-05
Position 1308: 7.700042994914397e-05
Position 882: 7.133394348939131e-05
Position 767: 6.917400537510653e-05
Position 424: 6.307979011319008e-05
Position 1375: 5.365612403631984e-05
Position 823: 5.051267875485161e-05
Position 1056: 4.6463503783400195e-05
Position 242: 4.066102710535923e-05
Position 744: 2.8441233887226885e-05
Position 323: 2.277856870850311e-05
Position 797: 1.9527912161181845e-05
Position 1255: 1.8601850592897593e-05
Position 236: 1.592549150692572e-05
Position 838: 1.4716182521074463e-05
Position 330: 1.4000582291965566e-05
Position 370: 1.2372145440788102e-05
Position 1103: 1.1977784461041289e-05
Position 1184: 1.156824114166503e-05
Position 843: 1.1239773416964442e-05
Position 1062: 1.1186589064597369e-05
Position 778: 8.886936813347253e-06
Position 327: 8.066347592920286e-06
Position 612: 7.79419294968662e-06
Position 552: 7.780656018539677e-06
Position 379: 7.397279998369246e-06
Position 315: 6.522042906384605e-06
Position 1222: 6.259040225145232e-06
Position 1190: 6.004824559772927e-06
Position 184: 5.473018870209739e-06
Position 773: 4.935756760388748e-06
Position 255: 4.932724215403405e-06
Position 1358: 4.572043632915351e-06
Position 1226: 3.8130002505748186e-06
Position 1382: 3.756425326081454e-06
Position 1281: 3.6670265518913527e-06
Position 1188: 3.0352263366218602e-06
Position 431: 2.824502436060194e-06
Position 775: 2.82042293816715e-06
Position 562: 1.990062027589169e-06
Position 250: 1.931229913800043e-06
Position 360: 1.3080070887238802e-06
Position 263: 1.2790640734342441e-06
Position 373: 1.1332005219763233e-06
Position 615: 7.329253882225656e-07
Position 401: 3.956643695465507e-07
Position 769: 3.566660770041193e-07
Position 790: 1.9638509758609924e-07
Position 246: 1.9181240422298228e-07
Position 390: 8.77170751662732e-08
Position 383: 6.28636464313635e-08
Position 144: 4.8615569834264205e-08
Position 119: 4.705818167622217e-08
Position 581: 3.9041571085641455e-08
Position 435: 2.5832683129112516e-08
Position 147: 5.5672897564571e-10
Position 124: 8.790218255385066e-12
Position 433: 1.0894736820617767e-12
