Gene = 1810046K07Rik
index = 24
Annotated 5SS: [  117 10644 33968 37378]
Annotated 3SS: [10533 33924 37078 38475]
SMsplice 5SS: [  117 13813 26879 29538 33968]
SMsplice 3SS: [13640 26784 29448 33924 34040]
top_k =  500
Partition function (log Z): -21.318543501464887

Sorted 5' Splice Sites (High to Low Probability):
Position 117: 0.9988792014204776
Position 1289: 0.15621555748063667
Position 13813: 0.1269565512960833
Position 4971: 0.057938421012188025
Position 10644: 0.05331068060169738
Position 6747: 0.035935134764442676
Position 8352: 0.02622618883635748
Position 630: 0.018772555572046934
Position 1479: 0.018275645467734927
Position 6751: 0.009016263272906293
Position 2275: 0.008198221022450745
Position 3880: 0.006653803628618559
Position 2071: 0.0056046290484883
Position 7182: 0.0027744647980585038
Position 2635: 0.0020517233697436533
Position 6935: 0.0017213684506724662
Position 6017: 0.001537247734680648
Position 1579: 0.0011166229300478274
Position 1698: 0.0010969724847469005
Position 3709: 0.0008436664876924608
Position 1605: 0.0004721715551505339
Position 4533: 0.0004198729276752542
Position 1251: 0.0002708951182785694
Position 2849: 0.00025147196208742786
Position 2162: 0.0002482580829084438
Position 1830: 0.0002215786412798137
Position 353: 0.00017665969660389394
Position 591: 0.00015432359220603813
Position 2282: 0.00015412151541709118
Position 1233: 0.00014120819250456297
Position 252: 0.00010804772287114474
Position 1929: 9.809731725609689e-05
Position 319: 8.197554411075493e-05
Position 1219: 7.594423783968315e-05
Position 990: 7.195291851625096e-05
Position 884: 5.821635493179856e-05
Position 323: 4.389394481040634e-05
Position 412: 4.125585755296097e-05
Position 521: 2.8509107172682e-05
Position 474: 2.404515216262773e-05
Position 1053: 2.170985048782452e-05
Position 6645: 1.976870049989698e-05
Position 601: 1.4678768768327721e-05
Position 939: 1.3634948585319274e-05
Position 693: 1.1911156411126464e-05
Position 248: 1.1563125277686471e-05
Position 472: 9.647258980578925e-06
Position 1007: 9.211609364118076e-06
Position 418: 8.637502903038214e-06
Position 1122: 8.572336817934812e-06
Position 750: 7.236140056765159e-06
Position 1062: 5.822222986932546e-06
Position 636: 5.75585589536225e-06
Position 1305: 5.152689257703302e-06
Position 4138: 4.107580700666372e-06
Position 888: 3.7622567739639097e-06
Position 121: 3.5505364237843807e-06
Position 1125: 3.4141849946700486e-06
Position 1195: 3.100666493369846e-06
Position 1433: 2.291856701100375e-06
Position 1517: 1.791276951080712e-06
Position 1453: 1.3496834776166695e-06
Position 1362: 1.043499702166984e-06
Position 985: 7.213890450643738e-07
Position 1474: 6.929758984128628e-07
Position 572: 2.946041952939564e-07
Position 1407: 2.8109161868857413e-07
Position 272: 2.7301742578288753e-07
Position 280: 2.6328885571950324e-07
Position 642: 2.4986865998932565e-07
Position 48: 1.497147930773938e-07
Position 289: 1.262445230693697e-07
Position 282: 9.660134236698568e-08
Position 1784: 8.642954635397923e-08
Position 1689: 4.429709879292205e-08
Position 2268: 4.279954517755312e-08
Position 257: 3.794195762889332e-08
Position 2575: 3.357528417747825e-08
Position 179: 3.02193429690853e-08
Position 185: 1.3762098132596171e-08
Position 92: 5.041956619920273e-09
Position 329: 2.6551188175599813e-09
Position 187: 7.921202390203736e-10
Position 1077: 2.548619948239156e-10
Position 786: 7.511575094175956e-11
Position 584: 7.277982573044934e-11
Position 409: 6.892567344089161e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13640: 0.2829867866566206
Position 2743: 0.12048993503188361
Position 1161: 0.09539532821801461
Position 6352: 0.06981370279569121
Position 15165: 0.06758076219075557
Position 15589: 0.06747854345312918
Position 4914: 0.0572030479763486
Position 10478: 0.05641810894657462
Position 15495: 0.05561176408551825
Position 6821: 0.05268012161825132
Position 10823: 0.04725249058082326
Position 6644: 0.04485646234552989
Position 7610: 0.04090091039027786
Position 2977: 0.04041701116163701
Position 1034: 0.038704890406680396
Position 1077: 0.0358997837951321
Position 8093: 0.025298738995127416
Position 1604: 0.024609632231352874
Position 8240: 0.02439599204804201
Position 1382: 0.020943243078150726
Position 11218: 0.02008226214606819
Position 394: 0.017327078167466755
Position 3223: 0.015140562456653666
Position 2769: 0.015123144735772151
Position 2130: 0.012427748848889681
Position 8846: 0.010909751111581467
Position 1251: 0.010610826530190728
Position 3776: 0.009439700488335366
Position 292: 0.008257406910366544
Position 8208: 0.006660198559003295
Position 6661: 0.006221842901313758
Position 2348: 0.005977785699209406
Position 6788: 0.005740229931234558
Position 7697: 0.005243632697648636
Position 1982: 0.004312526403935657
Position 1362: 0.004207090613511517
Position 5830: 0.004119751736011088
Position 4647: 0.004026150615088313
Position 9771: 0.0038877740733149896
Position 7729: 0.0037665490612208996
Position 1539: 0.0037119211079507386
Position 8370: 0.0036586760606699595
Position 5898: 0.0034350151156218906
Position 4631: 0.003369247279666563
Position 2523: 0.003289724090661938
Position 5062: 0.003249124270950651
Position 4240: 0.003177475913687716
Position 7103: 0.002832769039580692
Position 6108: 0.002797081994440956
Position 6925: 0.002762031244956036
Position 7634: 0.0027336458752221984
Position 1141: 0.0026546736818875254
Position 4416: 0.0024221933351709826
