Gene = I830077J02Rik
index = 553
Annotated 5SS: [ 107 3931 4700 5518 5797]
Annotated 3SS: [3882 4641 5422 5746 6065]
SMsplice 5SS: [ 107 1438]
SMsplice 3SS: [1361 4641]
top_k =  500
Partition function (log Z): -4.943160870440368

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9714659648845992
Position 1438: 0.7091106223579196
Position 4700: 0.3738414167836173
Position 793: 0.35450413814655524
Position 5797: 0.3370762556635189
Position 753: 0.21915316739853966
Position 1448: 0.16278746385060094
Position 4806: 0.12381110640330371
Position 3931: 0.10683685135406074
Position 5136: 0.06374178907711399
Position 3170: 0.05998682067868206
Position 2593: 0.05782631489660785
Position 5518: 0.05677033928268991
Position 5962: 0.05491202559563071
Position 2808: 0.039025297987153644
Position 3970: 0.03833962844206698
Position 1300: 0.029718001636035284
Position 478: 0.027041082640836385
Position 2495: 0.02327447242967285
Position 2222: 0.023115576297522398
Position 5257: 0.022327700185160792
Position 4721: 0.019657347305133216
Position 5679: 0.018741312290740168
Position 254: 0.01801201179479495
Position 5552: 0.016407764308533863
Position 3258: 0.016249821026944642
Position 828: 0.01454962745447899
Position 2745: 0.009341405811409596
Position 5747: 0.0057420673421963025
Position 4551: 0.005195337360684069
Position 2655: 0.003663189639220412
Position 3214: 0.0034918659980651863
Position 4147: 0.003191307556465018
Position 2216: 0.0030794061102704775
Position 8007: 0.003049223493478705
Position 5850: 0.0029526844627535517
Position 651: 0.0027167957619164134
Position 3699: 0.002502421421388714
Position 360: 0.0020525916196852466
Position 977: 0.0016289844017281627
Position 2274: 0.0007090054836956326
Position 959: 0.0006795285682246343
Position 523: 0.0004959098075439564
Position 2694: 0.00046291337682402355
Position 82: 0.0004369084644047223
Position 2409: 0.0002614145146550039
Position 3752: 0.00020652677029606642
Position 362: 0.00020629967245332524
Position 3005: 0.00018066917899511086
Position 1236: 0.00017478882333169028
Position 700: 0.00014694375406743747
Position 245: 0.00011664081670138832
Position 1255: 0.000106790218573808
Position 198: 5.069532704328067e-05
Position 364: 3.6622215830026956e-05
Position 366: 3.228049347742624e-05
Position 368: 3.085972449490882e-05
Position 370: 2.3461374392596462e-05
Position 372: 1.8167442418742003e-05
Position 258: 1.4695481978605836e-05
Position 374: 1.4564173809534815e-05
Position 166: 1.3783075561332185e-05
Position 482: 1.1418676729853055e-05
Position 376: 1.132772995888019e-05
Position 470: 1.1277585743570105e-05
Position 93: 1.1010610075418936e-05
Position 378: 8.909269740582464e-06
Position 1334: 8.318847795421386e-06
Position 6: 6.417197310577754e-06
Position 336: 5.962920033558483e-06
Position 292: 5.383999748553153e-06
Position 1344: 4.6997298377992135e-06
Position 171: 3.54103626608661e-06
Position 66: 3.524896377134515e-06
Position 186: 2.1275566080546725e-06
Position 982: 1.924853676415105e-06
Position 54: 1.8569738188731845e-06
Position 637: 1.045077125642138e-06
Position 392: 8.003807728735093e-07
Position 252: 4.1207899965628694e-07
Position 473: 2.435841300560931e-07
Position 416: 2.3005389363339584e-07
Position 1052: 1.719140527711184e-07
Position 209: 1.5867879334669882e-07
Position 515: 1.1663829709862282e-07
Position 568: 9.26040600115598e-08
Position 380: 9.190603756319715e-08
Position 832: 5.4549470665652943e-08
Position 15: 1.5304474851753725e-08
Position 189: 4.758102984771069e-09
Position 382: 1.8059812523976171e-09
Position 387: 1.1543946980693098e-09
Position 385: 9.290002064582525e-10
Position 228: 1.6779106135166623e-10
Position 226: 1.2795054775320395e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4641: 0.7762384624670463
Position 1361: 0.6354297571407167
Position 6065: 0.35162134140371964
Position 5746: 0.30945357744795726
Position 556: 0.2519193446758273
Position 5601: 0.23391259032618716
Position 552: 0.17358212751144733
Position 692: 0.13695638117185413
Position 1413: 0.12133638116388915
Position 3882: 0.11285827567551528
Position 3056: 0.07288398883914435
Position 5422: 0.07058275325124302
Position 7907: 0.05483438980561843
Position 5108: 0.04776668217561677
Position 1157: 0.04459375073388757
Position 2526: 0.041559604169420714
Position 1391: 0.040671136068825844
Position 2326: 0.03939704002990935
Position 7767: 0.038623996135882376
Position 7669: 0.03336662855635774
Position 1212: 0.03014977485475452
Position 5105: 0.027429500432310634
Position 7642: 0.025742424410400984
Position 2485: 0.022889760884331523
Position 3791: 0.022219604928180876
Position 2563: 0.0209269173076067
Position 6188: 0.02051964935504402
Position 1366: 0.01604819675719317
Position 7373: 0.015044171060255615
Position 2021: 0.013170534901448478
Position 3751: 0.01311167964198353
Position 4934: 0.012957387041848293
Position 4904: 0.012653751223804249
Position 171: 0.010314273384540934
Position 2441: 0.009665910163321528
Position 236: 0.009489635998152961
Position 2158: 0.00794866224617751
Position 2060: 0.007920189723780773
Position 6493: 0.007445716584428936
Position 708: 0.007443129756244373
Position 8135: 0.006796732709837491
Position 6083: 0.006300139019142675
Position 4414: 0.005995110042219329
Position 593: 0.00587050522219043
Position 6617: 0.005690497532262183
Position 7823: 0.0055133418440764526
Position 668: 0.005231463184359966
Position 271: 0.00518180568526424
Position 8028: 0.004717807946639454
Position 1236: 0.004652049744400073
Position 5870: 0.003994865840325483
Position 4771: 0.003637345112632443
Position 2896: 0.0034058554316435687
Position 3843: 0.0033699596845937372
Position 1419: 0.0029281813743147265
Position 3599: 0.002708948191684782
Position 1136: 0.002682763314983529
Position 2993: 0.0026689363567488074
Position 1289: 0.002644765638138008
Position 2494: 0.0024811144898037913
Position 2359: 0.0022778132897997728
Position 1174: 0.0020594258988193997
Position 3157: 0.001672106291086859
Position 2652: 0.0016400597182503237
Position 451: 0.0014858114601811838
Position 207: 0.0014196532262756253
Position 8277: 0.0012330261871080234
Position 4574: 0.0009537264092057827
Position 646: 0.0009364528064128418
Position 6379: 0.0009244332252376127
Position 4521: 0.0009125244526542852
Position 744: 0.000873543602879897
Position 1040: 0.0007107774748104097
Position 823: 0.0006637587304313171
Position 936: 0.0006442234631363882
Position 1188: 0.0006278095614869843
Position 1299: 0.0005599429286553714
Position 416: 0.0005342792500749834
Position 612: 0.0005036529748586254
Position 3652: 0.0004277113736734489
Position 1750: 0.0003815888215032822
Position 713: 0.00037606830853764744
Position 2744: 0.00035371236156024025
Position 1860: 0.0003393261453296921
Position 1532: 0.00033275661423995265
Position 360: 0.00029883230751866197
Position 614: 0.00017056948296720922
Position 792: 0.00016416139193635044
Position 877: 0.00015924828744542235
Position 252: 0.0001379188782480732
Position 648: 0.00012308923598092146
Position 1553: 0.00011077996862424467
Position 867: 7.163232151211971e-05
Position 753: 4.909767686559783e-05
Position 880: 4.366103001074421e-05
Position 258: 3.8952948974732755e-05
Position 776: 1.0924131720645099e-05
Position 2964: 8.440934588408371e-06
Position 920: 7.637352014856673e-06
Position 1251: 7.488944078630767e-06
Position 1194: 4.1132915234004525e-06
Position 285: 2.800764186137973e-06
Position 468: 2.5373370964641145e-06
Position 2395: 1.4110166557056323e-06
Position 2246: 1.3540691854992063e-06
Position 460: 1.058565683334198e-06
Position 287: 2.752162539837278e-07
Position 890: 2.035558139688826e-07
Position 956: 7.715589272027836e-08
Position 147: 6.700927734597314e-08
Position 499: 9.072721193442863e-09
Position 470: 9.049463111990072e-09
Position 127: 3.894665776649742e-09
Position 106: 3.3627254563055666e-09
Position 74: 2.274641649186539e-09
Position 149: 5.024560283101267e-10
Position 112: 8.377002644013798e-13
Position 93: 7.462723561049373e-13
