Gene = AB124611
index = 82
Annotated 5SS: [  107  2883 12914 13685 14423]
Annotated 3SS: [ 2561 12885 13640 14384 18475]
SMsplice 5SS: [  107  2883  9797 12914 13728 14423]
SMsplice 3SS: [ 2561  9706 12885 13640 14384 17279]
top_k =  500
Partition function (log Z): -4.132424288095692

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9912560792786206
Position 14423: 0.8187751296843309
Position 9797: 0.6956933440519135
Position 12914: 0.608925774320989
Position 13728: 0.5551191248951529
Position 2883: 0.5343160207271863
Position 2778: 0.40360524808219894
Position 15969: 0.393206089450503
Position 7549: 0.23983675680749214
Position 2356: 0.18720974482604943
Position 9787: 0.14508362182205667
Position 13723: 0.1285246450769797
Position 13685: 0.1220455738588033
Position 409: 0.11024457634164156
Position 14465: 0.08468135826264021
Position 14232: 0.07522111343545289
Position 2335: 0.049534955488019686
Position 13197: 0.04059414217767617
Position 14067: 0.03724639899952011
Position 1457: 0.03615850995602033
Position 14936: 0.03125677309270666
Position 14189: 0.028766431914680663
Position 16970: 0.023058134178092316
Position 16966: 0.022889257253821082
Position 14584: 0.02285506859800302
Position 14120: 0.02259549526490629
Position 2699: 0.021930294983965197
Position 13523: 0.021155459232172366
Position 2472: 0.017366787121791245
Position 13004: 0.016753430553677437
Position 2823: 0.015278601068111734
Position 14048: 0.01492535958972333
Position 17156: 0.014548178813840447
Position 3130: 0.013413262496576166
Position 663: 0.009882736044830935
Position 14331: 0.009215639136151582
Position 7580: 0.007527791463478395
Position 444: 0.006937605302516882
Position 7735: 0.004290020468392225
Position 2086: 0.003844005947612385
Position 478: 0.003290027773949893
Position 296: 0.0012082587791350159
Position 16988: 0.0011607011521037281
Position 1823: 0.0011326414185321438
Position 16555: 0.0010375777804279202
Position 9824: 0.0010162212424028238
Position 2303: 0.000775029601087093
Position 1862: 0.0006111270887707203
Position 1879: 0.0005250142018245693
Position 2411: 0.00025606855523175784
Position 14944: 0.00024949798947098426
Position 15083: 0.00019769395930419286
Position 2864: 0.0001823668509934311
Position 1986: 0.00017278373839631103
Position 2098: 0.0001560846435272035
Position 14594: 0.00015538740516365674
Position 1976: 0.00015225977323508335
Position 184: 0.000143230421801465
Position 1961: 0.00012850567225668568
Position 1273: 0.00012093816256422268
