Gene = Tollip
index = 1131
Annotated 5SS: [  212  9748 10504 11786 12981]
Annotated 3SS: [ 9597 10320 11632 12889 17905]
SMsplice 5SS: [  212  4924  9748 10504 11786 12147 12981]
SMsplice 3SS: [ 4826  9597 10320 11632 12059 12889 17905]
top_k =  500
Partition function (log Z): 5.468681525723772

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.9999542650875448
Position 12981: 0.9488044213426439
Position 9748: 0.9312745656129362
Position 10504: 0.9237595997890392
Position 11786: 0.8955589060804064
Position 4924: 0.6712904390516764
Position 12147: 0.5836208022137706
Position 3793: 0.4401281928964859
Position 7384: 0.40162770602772374
Position 10122: 0.389849788466042
Position 5791: 0.38636089857695854
Position 8039: 0.26454203632379114
Position 8018: 0.24197375882159222
Position 17027: 0.18700842298924744
Position 11523: 0.18158167518609908
Position 13990: 0.1556623944493387
Position 17000: 0.13655692034915812
Position 13715: 0.11024426101114769
Position 10239: 0.09927843943061543
Position 17051: 0.09547258701670241
Position 15238: 0.07409942036017549
Position 11545: 0.06597231915926702
Position 11719: 0.06517295573990149
Position 7939: 0.06255300455026143
Position 8420: 0.05833969558872391
Position 10469: 0.04568220847297443
Position 15966: 0.03615825770490034
Position 12999: 0.0354725978219725
Position 17687: 0.031012020448252364
Position 18037: 0.026552124845710658
Position 16995: 0.025673052052186972
Position 10198: 0.024994859642699752
Position 9718: 0.022549414715416983
Position 12181: 0.02185134780587988
Position 9742: 0.01675456365159383
Position 9713: 0.016341803755180885
Position 14219: 0.014277644084813053
Position 704: 0.014242246807615443
Position 4786: 0.013521830646974136
Position 672: 0.013264026887749586
Position 12060: 0.01282789440606672
Position 798: 0.012677703410339795
Position 10181: 0.012635425964287888
Position 2898: 0.011578438678490491
Position 11065: 0.009949974627744197
Position 13184: 0.007808392607671846
Position 9982: 0.007469416722333439
Position 7076: 0.0067178160545918585
Position 12429: 0.006709242171713174
Position 13706: 0.0060845539181374276
Position 8237: 0.005803865630476956
Position 12629: 0.005585035372627564
Position 3325: 0.005419232001876629
Position 2612: 0.005344229873121386
Position 17071: 0.005294762832826783
Position 7406: 0.004992935969973658
Position 4905: 0.004812296834494762
Position 10091: 0.004684477840639618
Position 1659: 0.004039212272599112
Position 15857: 0.003978365392656135
Position 7689: 0.003937025433508045
Position 10112: 0.0038066114906376183
Position 11142: 0.0037100999150215387
Position 3443: 0.0036914594522079133
Position 12720: 0.0031836782227905947
Position 5585: 0.0029077939868739334
Position 10800: 0.002540192609110603
Position 4045: 0.0025133627863507626
Position 11427: 0.0024790034763567995
Position 873: 0.002398789096184922
Position 2656: 0.002192262470728259
Position 11822: 0.0020540038632633952
Position 11705: 0.0019270311932459224
Position 11421: 0.0013518189168992883
Position 2049: 0.001305488124758007
Position 1735: 0.0012329902951730375
Position 10816: 0.0011630936900046548
Position 3349: 0.0011547175772722992
Position 3833: 0.001119159783901968
Position 1899: 0.0010741789170228147
Position 11440: 0.0009449204389592467
Position 1280: 0.0009141312999305436
Position 3066: 0.0008781563862721922
Position 11292: 0.0007779750307844557
Position 2993: 0.000777687994132131
Position 13019: 0.0007683241425899969
Position 3489: 0.0006985787002924841
Position 777: 0.000580994193374549
Position 5518: 0.0005804999396745968
Position 13179: 0.0004899026808128428
Position 11716: 0.00046115388893127116
Position 3844: 0.00036595740089337566
Position 11202: 0.00035788813859669114
Position 11183: 0.00030536597382476035
Position 3115: 0.00022737573526197412
Position 3329: 0.00020952632976437713
Position 2322: 0.00019705709766932935
Position 13070: 0.0001909700789993411
Position 1233: 0.00016834636136765202
Position 1637: 0.0001630880114700299
Position 3030: 0.0001617871402593936
Position 13323: 0.00015988459825719373
Position 2973: 0.00015696365451573177
Position 4039: 0.00015241741133635594
Position 10941: 0.0001254335690357094
Position 10559: 9.226402160044602e-05
Position 14574: 7.398655921458128e-05
Position 12985: 6.12643492305081e-05
Position 17126: 4.10317373569483e-05
Position 334: 1.67900318504008e-05
Position 257: 8.245921752828564e-06
Position 10444: 6.186817046102459e-06
Position 92: 5.280308281550158e-06
Position 138: 3.853343869836454e-06
Position 191: 2.5951541792096657e-06
Position 111: 1.84792766899159e-06
Position 216: 1.3854416898376146e-06
Position 377: 9.893495091905127e-07
Position 321: 7.442448669699547e-07
Position 32: 6.439334430938135e-07
Position 478: 4.192523077247889e-07
Position 304: 3.637502524849252e-07
Position 293: 3.0799155679236854e-07
Position 496: 2.733456096457328e-07
Position 468: 2.685377783610093e-07
Position 400: 2.389027758868829e-07
Position 465: 1.7082010904489906e-07
Position 144: 1.5981971389454477e-07
Position 245: 4.146936232271457e-08
Position 270: 3.250060815672425e-08
Position 53: 2.5003843420302238e-08
