Gene = Sass6
index = 944
Annotated 5SS: [  171  8515 10269 10762 12487 13442 15376 19090 23443 23642 23896 24325
 25184 26501 32160 33605]
Annotated 3SS: [ 8453 10188 10656 12314 13375 15255 18897 23247 23551 23715 24242 25049
 26374 32064 33509 33699]
SMsplice 5SS: [  171  4294  7356  8515 10269 10762 12487 15376 23642 24325 26501 32160
 33605]
SMsplice 3SS: [ 4181  7280  8453 10188 10656 12314 15255 23548 24242 26374 32064 33446
 33699]
top_k =  500
Partition function (log Z): 8.947125511763062

Sorted 5' Splice Sites (High to Low Probability):
Position 15376: 0.9982895010170727
Position 32160: 0.9932752574033421
Position 23642: 0.9762091844094426
Position 24325: 0.965909968946541
Position 171: 0.9642325762560735
Position 10762: 0.9054457903392438
Position 33605: 0.8872558994487243
Position 12487: 0.8545018222900264
Position 26501: 0.7735961074020055
Position 8515: 0.7695651597581359
Position 10269: 0.7122823542467844
Position 7356: 0.628684897595948
Position 4294: 0.5842185865177197
Position 19467: 0.5673788112175929
Position 26677: 0.3564947503728245
Position 33354: 0.32814375600688783
Position 6263: 0.32473885942572245
Position 9340: 0.29235143518530243
Position 19090: 0.253224227314091
Position 23443: 0.25148930745738746
Position 25184: 0.21412422596877573
Position 25335: 0.15894654803511643
Position 12813: 0.14986890228983757
Position 15752: 0.11746928369857747
Position 19281: 0.09358475544202882
Position 5520: 0.08651002897209335
Position 33413: 0.0848868199330283
Position 10378: 0.07645547826192767
Position 3298: 0.06712340764820794
Position 32347: 0.06565432426641392
Position 23896: 0.05727191589565484
Position 20984: 0.05632470931171818
Position 8275: 0.05286618494505632
Position 5310: 0.044377805030948576
Position 2681: 0.03584595978441662
Position 3671: 0.030634012671252445
Position 33625: 0.030567124099635537
Position 6977: 0.028157910349155282
Position 24044: 0.023922984154099537
Position 5543: 0.023449427060727026
Position 20089: 0.02259435935382911
Position 2368: 0.022355064984857027
Position 2689: 0.02173433476796678
Position 8754: 0.01986646336208636
Position 1319: 0.019801110914882798
Position 8650: 0.019190439753073996
Position 248: 0.01880578994977189
Position 7537: 0.01604289224425567
Position 2672: 0.015724187045615085
Position 25848: 0.015206127709882583
Position 1050: 0.014395430055067554
Position 5597: 0.013808635642035088
Position 8539: 0.011673071710634614
Position 24824: 0.010788839450363118
Position 4333: 0.009855911047582138
Position 7547: 0.009619211963126697
Position 33799: 0.009034978044405012
Position 3376: 0.008421716050680953
Position 99: 0.00840726265123041
Position 25201: 0.007925129019582589
Position 5533: 0.007523072375593825
Position 24574: 0.005394676237982315
Position 33848: 0.0052069065653670915
Position 1749: 0.00504908768702219
Position 4382: 0.004518267595862878
Position 252: 0.004192438610711429
Position 4445: 0.004169148419192763
Position 25995: 0.0034199122102356767
Position 394: 0.003347858502873678
Position 634: 0.0027587415228128936
Position 24243: 0.002588135317573568
Position 12043: 0.0023226485942087257
Position 1135: 0.0021435524582875845
Position 8790: 0.0021392502039391244
Position 25611: 0.0020735664222869088
Position 25091: 0.00206060438878599
Position 487: 0.0017499034500211702
Position 32335: 0.0016374946381592487
Position 11585: 0.0015271094339520215
Position 1997: 0.0015105114953354703
Position 1415: 0.0013410229638459333
Position 2234: 0.0012641329685400633
Position 25381: 0.0011914318645358515
Position 521: 0.0011739816930665923
Position 33802: 0.0009397316269244852
Position 9738: 0.0008193960907617926
Position 33834: 0.0007151111128001138
Position 19782: 0.0006953445289993381
Position 24295: 0.0004067276849766084
Position 33791: 0.00030699618611544464
Position 4131: 0.0002707217825284593
Position 769: 0.00022319735905473924
Position 115: 0.00015948361257299212
Position 32612: 0.00015782941362831103
Position 33901: 9.169083410839024e-05
Position 941: 4.657153678614713e-05
Position 198: 3.455652410014442e-05
Position 2321: 3.247827938858741e-05
Position 566: 2.8272524481534032e-05
Position 1249: 1.2354021493865677e-05
Position 2291: 1.2020971343260178e-05
Position 2550: 9.964273801325133e-06
Position 192: 9.237739139230168e-06
Position 87: 9.15401857696597e-06
Position 969: 8.553618033462031e-06
Position 1139: 5.537432552641234e-06
Position 1069: 5.332718008346586e-06
Position 260: 3.4730754613117772e-06
Position 604: 2.7233369865543534e-06
Position 204: 2.667753143349398e-06
Position 856: 2.610547322559866e-06
Position 110: 2.4973746370750575e-06
Position 238: 2.3982767330307826e-06
Position 1955: 2.1474399799941006e-06
Position 233: 1.8221521562806836e-06
Position 1021: 1.7122097979103198e-06
Position 400: 1.2968905096157995e-06
Position 1092: 1.2598186423849192e-06
Position 1366: 1.1339856655911643e-06
Position 2745: 1.0842474798398475e-06
Position 30430: 9.647233854214373e-07
Position 1039: 7.924961601273703e-07
Position 1121: 6.112907493085666e-07
Position 2566: 5.987779908668134e-07
Position 323: 5.057534398564197e-07
Position 319: 2.1072507750700024e-07
Position 262: 1.3307123650258395e-07
Position 120: 1.2937397014339805e-07
Position 338: 1.2078339952667407e-07
Position 145: 1.1067411282921614e-07
Position 398: 8.777657519318922e-08
Position 432: 7.97089423779095e-08
Position 443: 5.074215958849462e-08
Position 133: 4.097449890232145e-08
Position 464: 1.2443786305678924e-08
Position 270: 6.239238135355188e-09
Position 622: 2.906852739232576e-10
Position 503: 1.5111602971778136e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 32064: 0.9937678272605073
Position 33699: 0.9936830181282418
Position 15255: 0.9574409174153454
Position 26374: 0.9555781489442327
Position 24242: 0.903169847435442
Position 10656: 0.8221174286828294
Position 12314: 0.7974254940463604
Position 10188: 0.7820055805284333
Position 8453: 0.7339117378718087
Position 23548: 0.6371619436116621
Position 7280: 0.6273980953587706
Position 33446: 0.5865798414191448
Position 4181: 0.5522713967067484
Position 23551: 0.338970476535413
Position 33301: 0.33253085054335185
Position 33509: 0.30484671331516594
Position 9256: 0.2923499584534551
Position 19355: 0.27328183404690165
Position 23247: 0.251566071719755
Position 18897: 0.22671971937292654
Position 25049: 0.1992202927242237
Position 19371: 0.18920623101940912
Position 6140: 0.17912413657705553
Position 19200: 0.17719130927162657
Position 5940: 0.14561472284866697
Position 5417: 0.13103105333871895
Position 25267: 0.13101916631803706
Position 15664: 0.11720551887472737
Position 12711: 0.08786308232942658
Position 33274: 0.08239056406017398
Position 32259: 0.06152034319417298
Position 23715: 0.05920099166092899
Position 8377: 0.057431107239368076
Position 26609: 0.05715304184120281
Position 2591: 0.0542206731766222
Position 26599: 0.051574481810114016
Position 20910: 0.04924072958271591
Position 3186: 0.04822510069554804
Position 10669: 0.04015189823001571
Position 24161: 0.03759908013434175
Position 26440: 0.034015800693236176
Position 10694: 0.03003362413915589
Position 12631: 0.029970027628980517
Position 8600: 0.029677036594868304
Position 25140: 0.029535565464543556
Position 24125: 0.02813369694857058
Position 12607: 0.026915637485671964
Position 8136: 0.026745103427443427
Position 33313: 0.026039994074974274
Position 18918: 0.026003849526307972
Position 12207: 0.025896376635727976
Position 15197: 0.02421940987567675
Position 4066: 0.023497218343541938
Position 8213: 0.02303711358740792
Position 19858: 0.022594359353829117
Position 26583: 0.022509977971509006
Position 6836: 0.02043320753476604
Position 3272: 0.01978548623131042
Position 25756: 0.01862603992011826
Position 12379: 0.018596729365380368
Position 23917: 0.01854026071899218
Position 5209: 0.01796354054828212
Position 4242: 0.016361947498918464
Position 19183: 0.014926546974465552
Position 15316: 0.014393046426481607
Position 3647: 0.014286573483710357
Position 2102: 0.01419599311823365
Position 3520: 0.013459759853219096
Position 1176: 0.012619147642582363
Position 10705: 0.012419084980870234
Position 7304: 0.011575145401774307
Position 7475: 0.011520902919575401
Position 5068: 0.010153792726887
Position 4213: 0.010041060866230583
Position 12340: 0.00983802791551611
Position 33900: 0.009326313891340882
Position 26622: 0.009261884849213087
Position 24495: 0.009071529835698585
Position 935: 0.009016637978523551
Position 2314: 0.007796992518193856
Position 25295: 0.007724049718945864
Position 1238: 0.007414795165909231
Position 25087: 0.007364810505041837
Position 33944: 0.007195916644848864
Position 20710: 0.007083979729002295
Position 2625: 0.0065695830419415235
Position 19217: 0.006357645347218813
Position 5039: 0.00618110390244766
Position 6886: 0.005945595401138081
Position 25292: 0.005266187303915872
Position 12742: 0.005120154845758557
Position 32276: 0.005071829933487771
Position 2431: 0.00450340245652519
Position 2555: 0.004095148006147301
Position 24601: 0.004086530216149013
Position 5250: 0.003934618132233383
Position 2461: 0.003923484433559245
Position 25272: 0.003617936903317745
Position 10025: 0.0034226102033817676
Position 912: 0.0032425489686886255
Position 5142: 0.0031737204025860544
Position 7962: 0.0031055991701986634
Position 413: 0.003043929029672095
