Gene = 4933407L21Rik
index = 67
Annotated 5SS: [ 610 2054]
Annotated 3SS: [1987 2801]
SMsplice 5SS: [ 283 2054]
SMsplice 3SS: [1987 2801]
top_k =  500
Partition function (log Z): -8.806990707282779

Sorted 5' Splice Sites (High to Low Probability):
Position 283: 0.6603564133619155
Position 2054: 0.44657663097004174
Position 1159: 0.3465016990083675
Position 610: 0.29537703033363116
Position 2231: 0.16724482269381555
Position 1463: 0.13785857926945522
Position 245: 0.09077205262345953
Position 97: 0.04788552416776297
Position 1346: 0.029295124998838074
Position 1178: 0.016325320438140098
Position 531: 0.014582890311940563
Position 987: 0.011428326527231936
Position 1305: 0.008550367367103403
Position 1475: 0.005798346993114508
Position 751: 0.005164291610159644
Position 1498: 0.004815295863799633
Position 1130: 0.003698336452629521
Position 1879: 0.0033974874619191386
Position 2377: 0.0028830010684867823
Position 1154: 0.0024369173430172594
Position 614: 0.0021258343659376617
Position 3102: 0.0020823043398733162
Position 805: 0.0019883687914921226
Position 329: 0.0019455297411123907
Position 193: 0.0016365488091892955
Position 758: 0.00142644152393847
Position 2953: 0.001307568287479242
Position 1708: 0.00102643888883205
Position 1362: 0.0009685406375844899
Position 1278: 0.0009272455762560447
Position 1638: 0.000839125620137997
Position 592: 0.0004773538213822915
Position 307: 0.0004259567705112251
Position 1917: 0.0003279541207344326
Position 899: 0.00025762284135316216
Position 29: 0.00010534607745947012
Position 103: 8.052547394976704e-05
Position 410: 6.210101921678919e-05
Position 1016: 6.0301637485454626e-05
Position 951: 5.78824099871754e-05
Position 400: 4.618405469892128e-05
Position 943: 3.200315147187414e-05
Position 293: 1.6422756775625008e-05
Position 274: 1.4985960169923472e-05
Position 151: 1.3555401592106445e-05
Position 92: 1.065747283284569e-05
Position 27: 9.501586468712335e-06
Position 234: 7.287821435422578e-06
Position 125: 7.166473797252194e-06
Position 123: 6.7201175875524465e-06
Position 90: 5.104334300528591e-06
Position 166: 3.3104925411765143e-06
Position 335: 2.4474802516270546e-06
Position 451: 1.2845028624072195e-06
Position 405: 1.2643239922384047e-06
Position 453: 8.249890627329146e-07
Position 253: 7.86650221156427e-07
Position 423: 7.255204822731733e-07
Position 594: 2.500565368787682e-07
Position 963: 1.4633764667045798e-07
Position 464: 9.14583830761507e-08
Position 394: 6.276323101794281e-08
Position 342: 4.10255157760296e-09
Position 360: 6.275415173873888e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1987: 0.6637249181096782
Position 2801: 0.4393583305395403
Position 1072: 0.29899714273143374
Position 1345: 0.1578578907471519
Position 400: 0.08080355305306271
Position 1034: 0.0591136507818142
Position 2169: 0.0505899015151369
Position 1983: 0.04733395194807185
Position 1956: 0.039370932810706236
Position 2403: 0.039179580984078054
Position 674: 0.03885207327003822
Position 2037: 0.0345212056629124
Position 423: 0.03090977750785901
Position 1527: 0.026779834805684157
Position 2751: 0.021937702888346754
Position 1281: 0.019642269384757435
Position 369: 0.018683150863052472
Position 956: 0.015565055560106195
Position 3027: 0.015033108346913616
Position 3172: 0.01466821436936839
Position 1588: 0.013321038369758337
Position 1769: 0.013056661595059228
Position 2556: 0.01225995748293727
Position 1911: 0.01224634149509672
Position 1359: 0.01122458996669039
Position 2480: 0.011065327035497648
Position 2840: 0.010348683260938279
Position 372: 0.009625559777636449
Position 2866: 0.00922024576883422
Position 2672: 0.009042320690873821
Position 1216: 0.007614274044034318
Position 1199: 0.007476465690315853
Position 802: 0.006161927756294258
Position 2216: 0.006103135155862267
Position 2349: 0.006102254941379736
Position 2014: 0.005625928579543092
Position 3099: 0.005489899476824364
Position 1222: 0.005292174534854268
Position 3193: 0.0051320394365880475
Position 2600: 0.004804526032401007
Position 2315: 0.0045559732087711085
Position 1248: 0.0029540452132093553
Position 2844: 0.002688958285662941
Position 2376: 0.0021497787731723115
Position 2230: 0.0017921886102109734
Position 2880: 0.0016763625194851927
Position 1808: 0.0014540887974795553
Position 451: 0.0014087674405884676
Position 1417: 0.0013815487344387585
Position 2138: 0.0013413272303662348
Position 750: 0.0011707369642839829
Position 3055: 0.0010654610208602774
Position 1446: 0.0010209752275499872
Position 2512: 0.0009198897580835914
Position 856: 0.0008724034214497779
Position 1004: 0.0007555848381470692
Position 3247: 0.0007152626550342491
Position 176: 0.0006820563430420056
Position 379: 0.0006261001187312851
Position 1290: 0.0005963762648777978
Position 980: 0.0005619147532055462
Position 491: 0.000541122048556
Position 507: 0.0004396440079570899
Position 805: 0.00043401200163573674
Position 1113: 0.0003978058869150509
Position 2174: 0.0003164382702427614
Position 531: 0.0002753034325626832
Position 541: 0.0002447606584018055
Position 676: 0.00021924441095801448
Position 428: 0.00018925361953186622
Position 600: 0.00017822415692843836
Position 217: 0.00017685805309690755
Position 1052: 0.00017079747728111164
Position 496: 0.00016395794608578564
Position 1009: 0.00015831106909622333
Position 160: 0.0001402479446348482
Position 1235: 0.0001329347936590001
Position 845: 6.622637307061544e-05
Position 777: 4.3902513168241876e-05
Position 1117: 3.644230110565883e-05
Position 560: 3.505235227562998e-05
Position 756: 3.2778406421710167e-05
Position 1086: 3.1814150371621795e-05
Position 872: 3.0030552759546443e-05
Position 608: 2.6992455570712338e-05
Position 328: 2.5207246900614145e-05
Position 707: 2.2990473808183936e-05
Position 703: 2.2260819104656884e-05
Position 514: 2.0557265366449233e-05
Position 573: 1.894927319730063e-05
Position 135: 1.6661131628040504e-05
Position 1148: 1.5529661915131294e-05
Position 1047: 1.4109958014013742e-05
Position 519: 1.3053412790149996e-05
Position 862: 1.147608773706834e-05
Position 877: 9.463435057092473e-06
Position 250: 8.970153816798729e-06
Position 535: 8.939449224425273e-06
Position 342: 8.01254937631296e-06
Position 589: 6.413524944924527e-06
Position 1420: 3.7231681114563435e-06
Position 335: 3.4202762071936164e-06
Position 591: 3.3819188307400773e-06
Position 567: 2.825632825526977e-06
Position 577: 2.798785494810155e-06
Position 571: 2.5510933967189186e-06
Position 549: 2.3620420120187486e-06
Position 544: 2.3397185738172256e-06
Position 1166: 2.2065097130973554e-06
Position 279: 2.163667715271753e-06
Position 586: 1.6714355150766895e-07
Position 316: 8.221803209349425e-08
Position 143: 1.9307442000345785e-08
Position 569: 1.3456636489621276e-08
Position 306: 1.2738565260703072e-08
Position 110: 8.018079606173449e-09
Position 139: 4.441848229027569e-09
Position 282: 4.089599584188078e-09
Position 137: 3.95075341968385e-09
Position 146: 1.1650567501399421e-09
Position 260: 1.0062159695362008e-09
Position 263: 3.8793604343065316e-10
Position 227: 1.7182122038784052e-10
Position 286: 2.0875528570487857e-11
Position 90: 1.0810230964980117e-11
Position 101: 6.5328346868307495e-12
Position 293: 3.469961593576301e-12
Position 299: 2.4346989642780347e-12
Position 297: 1.5135721737475532e-13
