Gene = Pcf11
index = 798
Annotated 5SS: [  506  4195  5968  6473  8976  9935 10137 12627 16785 20479 21009 21993
 23007 23505 23945]
Annotated 3SS: [ 4068  5778  6277  7857  9753 10045 11067 16684 20358 20902 21808 22850
 23411 23908 25156]
SMsplice 5SS: [  125  4195  5968  6473  8976  9935 10137 11242 12627 16785 20479 21009
 21993 23007 23505]
SMsplice 3SS: [ 4068  5778  6277  8774  9753 10045 11067 12517 16684 20358 20902 21808
 22850 23411 23908]
top_k =  500
Partition function (log Z): 8.552818159632588

Sorted 5' Splice Sites (High to Low Probability):
Position 23505: 0.994270733364352
Position 21009: 0.9631981662520747
Position 12627: 0.9627758885103936
Position 16785: 0.9506835471020751
Position 21993: 0.9348464330651965
Position 6473: 0.9201967969229881
Position 5968: 0.8883755943598756
Position 4195: 0.8715449166300364
Position 10137: 0.8567211302491142
Position 23007: 0.8325153506916386
Position 8976: 0.7076058846040822
Position 9935: 0.7005706071611318
Position 125: 0.6620505698073074
Position 11242: 0.6063978535658325
Position 20479: 0.5169497030722443
Position 23945: 0.3570569972070104
Position 17955: 0.3009351205533049
Position 506: 0.2525085851836374
Position 11407: 0.23711106792891049
Position 8147: 0.2326843429272417
Position 867: 0.20389790755907425
Position 23775: 0.12534897165203449
Position 7969: 0.11372030458517049
Position 21482: 0.07852749347639451
Position 8000: 0.06440527860126286
Position 10154: 0.0524560821629659
Position 8891: 0.050311950313061085
Position 2068: 0.041850438573574525
Position 3064: 0.03597299152485914
Position 8204: 0.034915416997821136
Position 11419: 0.0324864902402753
Position 10185: 0.03248617076791928
Position 958: 0.032427724907213185
Position 3706: 0.03158624384487407
Position 152: 0.03017554893457138
Position 10530: 0.027012325292154124
Position 2071: 0.019617048384237366
Position 2078: 0.016050071234568135
Position 1171: 0.014732309084098689
Position 23018: 0.014708823575209477
Position 6709: 0.014077269905050996
Position 8870: 0.013548039105610721
Position 6199: 0.01343801226063328
Position 17025: 0.013019543686726373
Position 5996: 0.013007706589458778
Position 187: 0.012949585449400143
Position 23164: 0.012682927277825067
Position 21013: 0.01169643207110605
Position 21064: 0.010453502745516204
Position 8684: 0.010348436350043748
Position 21691: 0.008872469494105563
Position 2801: 0.008534271200545061
Position 2422: 0.008079278658454342
Position 21977: 0.0076216211338609825
Position 7547: 0.007156917702003144
Position 20543: 0.006333261015812406
Position 24831: 0.005855067526499891
Position 23189: 0.005729961194843258
Position 3054: 0.00540721820224945
Position 138: 0.004662823709593872
Position 8996: 0.004410903416984847
Position 21973: 0.004339758064906171
Position 5920: 0.0037696175131664736
Position 9716: 0.003745294947762138
Position 574: 0.0036928833548295096
Position 929: 0.0036894613738651257
Position 8195: 0.0033489542356015386
Position 19163: 0.0033299673165548254
Position 23996: 0.003225684110126553
Position 2744: 0.003107719833900622
Position 23147: 0.0030387964539569734
Position 7673: 0.003031157747074244
Position 25069: 0.0027996204334593687
Position 3972: 0.0027583991917139823
Position 10265: 0.002662710786300706
Position 2529: 0.0026208720811211005
Position 19931: 0.002505897933502935
Position 10126: 0.0024960457462197528
Position 22237: 0.002344179486314466
Position 19467: 0.002338236581370919
Position 19850: 0.0022011829469273606
Position 6086: 0.0020734941532426824
Position 23965: 0.002064255376459755
Position 3622: 0.0020159331606227396
Position 2091: 0.0019865544693965453
Position 21040: 0.0018806724589897255
Position 21192: 0.0018624596563918438
Position 7746: 0.0018484874575729498
Position 9765: 0.0018474843539888226
Position 810: 0.001819307551872802
Position 5941: 0.001771797768028898
Position 22721: 0.0017244234374079665
Position 21948: 0.0017027535371715598
Position 1956: 0.001672570125262497
Position 17060: 0.0016402760733789327
Position 2058: 0.0015976401572755435
Position 23001: 0.001592297252876604
Position 476: 0.0014503684107428545
Position 1440: 0.0014209175891911497
Position 663: 0.0013516557143809726
Position 316: 0.0013394719274988196
Position 8894: 0.0012960122534894322
Position 833: 0.0012906117982967342
Position 5475: 0.001210350466552403
Position 3561: 0.0011809191404314398
Position 21699: 0.0011773552687353935
Position 198: 0.0011742200377441207
Position 4181: 0.0011476172296210753
Position 21018: 0.0010481270559129926
Position 6682: 0.0010241718303807715
Position 21260: 0.0010009491349125034
Position 22929: 0.000981071347680547
Position 21074: 0.0009393873337268999
Position 166: 0.0009281420445248268
Position 385: 0.0008902494931895203
Position 1253: 0.0008315395721774454
Position 10380: 0.000812081080414705
Position 21997: 0.000783082013750218
Position 2114: 0.0007633211341198204
Position 7552: 0.000707248519813757
Position 1202: 0.0006933102283556478
Position 1111: 0.0006299356547661303
Position 3033: 0.0006274037194125584
Position 7536: 0.0005596055639162511
Position 6903: 0.0005226402166535173
Position 2046: 0.0005029274231261648
Position 10353: 0.0004379017289641567
Position 7260: 0.00036009651836957216
Position 7540: 0.0003501886794803873
Position 22917: 0.00030662695221906716
