Gene = Nprl2
index = 763
Annotated 5SS: [ 228  848 1111 1390 2062 2252 2409 2615 2806 3162]
Annotated 3SS: [ 755  941 1280 1924 2153 2371 2520 2687 3018 3264]
SMsplice 5SS: [ 228  848 1134 1390 2062 2252 2615 2806 3191]
SMsplice 3SS: [ 755  941 1280 1924 2153 2520 2687 3018 3264]
top_k =  500
Partition function (log Z): 9.175253312264898

Sorted 5' Splice Sites (High to Low Probability):
Position 2615: 0.9733854356449056
Position 2062: 0.9533093534834466
Position 2806: 0.8409994303902394
Position 1390: 0.770849828636207
Position 228: 0.7666690582838009
Position 2252: 0.7218772597261988
Position 848: 0.5989888756730456
Position 3191: 0.3345221276259004
Position 1134: 0.28953249930952646
Position 3162: 0.2565549122577005
Position 1431: 0.19498163192479379
Position 540: 0.1913149652643764
Position 1146: 0.16985693054440354
Position 1138: 0.15381141180768226
Position 1167: 0.13852010327942058
Position 1111: 0.11269805833120082
Position 1142: 0.09970254556549803
Position 2328: 0.09915704156690672
Position 3186: 0.09910631514142151
Position 864: 0.09596226662387598
Position 2267: 0.07186656028878285
Position 2413: 0.05265335131905248
Position 2409: 0.03701787747201202
Position 341: 0.03213460868932648
Position 1739: 0.03209491764448953
Position 666: 0.02957837124773515
Position 2226: 0.026448755133251317
Position 565: 0.023289944942441798
Position 355: 0.019257969316417923
Position 846: 0.017061453600690637
Position 2316: 0.014187568773384658
Position 2834: 0.012794658249317362
Position 1488: 0.011479610272049438
Position 801: 0.011195551477930435
Position 175: 0.006990026091022694
Position 1843: 0.006311828324118276
Position 406: 0.005086133714860231
Position 996: 0.0047900019605002266
Position 1157: 0.004678685925891148
Position 81: 0.00409942275606514
Position 5: 0.003953113776193183
Position 824: 0.0036255959375855232
Position 2906: 0.0035438600016312874
Position 535: 0.0035261686331880134
Position 2745: 0.003357227945364293
Position 2372: 0.0028416640092187506
Position 1150: 0.002621364099682821
Position 191: 0.002166973510519018
Position 26: 0.001927969200028894
Position 1033: 0.0018838200564235894
Position 546: 0.0016888178261454242
Position 556: 0.001592839306256752
Position 467: 0.001521543206109361
Position 859: 0.001425357006521276
Position 3329: 0.0014004471565137227
Position 795: 0.0013737239589766746
Position 2900: 0.00120604221231206
Position 878: 0.001060641422272876
Position 2934: 0.0010229440426154613
Position 10: 0.0009091374148303796
Position 3085: 0.0009004359073775515
Position 686: 0.0008602232121357842
Position 2753: 0.0006561114711814691
Position 1440: 0.0006277206002499628
Position 1951: 0.000612527365024747
Position 1989: 0.0006075289788417969
Position 2256: 0.0005822337624164977
Position 2795: 0.0005676792534315573
Position 362: 0.0005244340847352232
Position 485: 0.0005025165968782585
Position 2040: 0.0002927890266430652
Position 1037: 0.0002778964536248011
Position 803: 0.0002707606861386757
Position 1996: 0.0002626719617538073
Position 634: 0.00025667922553018155
Position 3077: 0.0002518669305479273
Position 304: 0.00024474863258255766
Position 298: 0.00024087382334312028
Position 756: 0.00023794956911306437
Position 316: 0.00015414308730964956
Position 2288: 0.00014006423700130185
Position 3083: 0.0001390972384178169
Position 1154: 0.00013443465437883522
Position 456: 0.0001322957469632756
Position 1035: 0.00012201239309320383
