Gene = Cox5a
index = 292
Annotated 5SS: [  137  7794  9084 10514]
Annotated 3SS: [ 7676  8961 10389 11002]
SMsplice 5SS: [  137  7794  9084 10514]
SMsplice 3SS: [ 7676  8961 10389 11002]
top_k =  500
Partition function (log Z): 0.31091759089739157

Sorted 5' Splice Sites (High to Low Probability):
Position 7794: 0.998362946255512
Position 137: 0.9428205551769925
Position 9084: 0.895311835120517
Position 10514: 0.8200699498262317
Position 8879: 0.5959817451234979
Position 3301: 0.3412782728493583
Position 8696: 0.21506881169962003
Position 497: 0.20943740239509784
Position 8221: 0.20381269837265886
Position 10923: 0.12828771491538973
Position 8499: 0.10213505499074155
Position 4531: 0.06414492737090698
Position 360: 0.05848939543884085
Position 5517: 0.04162222019093488
Position 8273: 0.022297517159742077
Position 142: 0.021975495111272003
Position 8278: 0.021250787550286997
Position 635: 0.01950462988190611
Position 2888: 0.013269334718739862
Position 5697: 0.012919561403580254
Position 10314: 0.011368437543886056
Position 9038: 0.011059477789556288
Position 6829: 0.010933388625928908
Position 4570: 0.009628376987021242
Position 10898: 0.00845824560522114
Position 9075: 0.006325017045514703
Position 2664: 0.006312573932684304
Position 10666: 0.006260283397202986
Position 1038: 0.006102597711182074
Position 1074: 0.0056999248681012275
Position 8929: 0.005343142970666474
Position 534: 0.004885179838468441
Position 10889: 0.0038730141725204325
Position 10879: 0.0026116766702132398
Position 8764: 0.0021927248062110385
Position 6415: 0.0018352668134467688
Position 8080: 0.0007924515726952081
Position 9122: 0.0007595293013486857
Position 9698: 0.0006052293892343265
Position 9947: 0.0005601265789155856
Position 10536: 0.00045462154878119615
Position 1585: 0.000453188772966504
Position 1749: 0.0004525952055163135
Position 719: 0.0004466669759348002
Position 8687: 0.00042232570066447423
Position 1405: 0.00041556358873338385
Position 10864: 0.00041432904822369507
Position 8423: 0.0003890342718607616
Position 2635: 0.0003575675532462487
Position 10847: 0.0003494245877228014
Position 10334: 0.00031288133931655726
Position 2713: 0.0003120918527053033
Position 10560: 0.0003107751829356502
Position 9320: 0.0003081149110377714
Position 9107: 0.0002908861038025251
Position 297: 0.000259148160395346
Position 271: 0.00024990243469939034
Position 1651: 0.00023838563387698703
Position 8269: 0.00020784085539201648
Position 7951: 0.00014821683155255398
Position 9953: 0.00014265339074840931
Position 10500: 0.00014183491320616758
Position 7788: 0.0001411411287337852
Position 7811: 0.0001406432377318504
Position 262: 0.00012715472469988713
Position 8523: 0.0001151469435659943
Position 8512: 8.578782388162958e-05
Position 3061: 6.115255664575812e-05
Position 4064: 4.162277367613322e-05
Position 4137: 3.1555117084592325e-05
Position 355: 2.4738837715479185e-05
Position 1007: 2.1307691477683338e-05
Position 10105: 1.1233172028180447e-05
Position 74: 1.0790255129545084e-05
Position 170: 1.0016686115201084e-05
Position 275: 7.515271029954033e-06
Position 292: 5.297861860380076e-06
Position 30: 2.724456456608417e-06
Position 181: 2.7188320180869645e-06
Position 780: 2.6386645167236836e-06
Position 378: 1.5538080139244401e-06
Position 1846: 1.397406504136347e-06
Position 172: 8.992432514994892e-07
Position 562: 8.464127767360378e-07
Position 68: 7.002663036036817e-07
Position 362: 6.463928032651389e-07
Position 364: 6.040888448209757e-07
Position 656: 5.038409705087733e-07
Position 4307: 2.9975853770820993e-07
Position 40: 2.402799249119311e-07
Position 46: 2.3728861267344649e-07
Position 16: 1.9396676691895126e-07
Position 285: 1.9196626841315515e-07
Position 700: 8.027494120373655e-08
Position 421: 4.565457906625907e-08
Position 8292: 3.5950962587224196e-08
Position 410: 2.5471528414986504e-08
Position 37: 1.890160695694011e-08
Position 463: 1.1510051563037623e-08
Position 295: 2.3788512016137945e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7676: 0.9987183488517392
Position 8961: 0.9026115815225012
Position 11002: 0.8181756093570892
Position 10389: 0.5072249745503846
Position 8805: 0.37732938611844874
Position 10787: 0.22233819496484147
Position 3043: 0.2163580894836683
Position 8607: 0.19763848425105884
Position 448: 0.16597586717333523
Position 10369: 0.16399378518563307
Position 10256: 0.12205768224203718
Position 8041: 0.11190769328498969
Position 8778: 0.10904411889420465
Position 8156: 0.08056600340783823
Position 8629: 0.07424312023000776
Position 10434: 0.059792342450041204
Position 8382: 0.058863426569188214
Position 4226: 0.04576600053851631
Position 8021: 0.03960658395256146
Position 410: 0.03889957197952144
Position 8356: 0.03777640458223963
Position 8687: 0.028839743283464912
Position 10588: 0.026483203952469312
Position 5430: 0.02533947316025212
Position 4377: 0.02505903768416236
Position 8732: 0.021198341030715714
Position 213: 0.016240062389217352
Position 5267: 0.015141478105255436
Position 10757: 0.0142423722861804
Position 3236: 0.0142110962250917
Position 8129: 0.01416513665054425
Position 3212: 0.012900199202077647
Position 3266: 0.01257333771845543
Position 2795: 0.01224168361835978
Position 3087: 0.011931176624760743
Position 3128: 0.01177555477869105
Position 3185: 0.011615091760714681
Position 920: 0.011371364398887017
Position 6562: 0.010933388625928906
Position 3152: 0.010424902662490926
Position 271: 0.010265747958451976
Position 5591: 0.00943213724959058
Position 10646: 0.009237354814794083
Position 2553: 0.008229706649395053
Position 230: 0.00736187546890517
Position 8411: 0.007298988918221455
Position 245: 0.007263999421739747
Position 3134: 0.0065435143764401614
Position 2932: 0.006186858821380994
Position 8790: 0.005323576317222656
Position 10952: 0.005271672889421558
Position 355: 0.005145616966821055
Position 3233: 0.005031883290193585
Position 10665: 0.004863409119552734
Position 9651: 0.004409530623732237
Position 3215: 0.004311302296259564
Position 8490: 0.004094479539611933
Position 9827: 0.00408198835846389
Position 8306: 0.0040296779062764495
Position 10353: 0.0039917435127365414
Position 3167: 0.0038681394667432673
Position 3239: 0.0038387857363187563
Position 8651: 0.00362722410160516
Position 5542: 0.003487424153989675
Position 3242: 0.003294600799730307
Position 8132: 0.002856426535396056
Position 10623: 0.0023658735823322385
Position 359: 0.0020597095393191816
Position 8457: 0.0019609157031391378
Position 3219: 0.001922606367847759
Position 6291: 0.0018352668134467688
Position 8824: 0.001764451651572046
Position 8436: 0.0017353982265428142
Position 4355: 0.001639892522472144
Position 3230: 0.0016249424800348754
Position 10682: 0.0016019040349114953
Position 542: 0.0014033347053667438
Position 386: 0.0013606101075100882
Position 4525: 0.0012511397333468586
Position 10310: 0.0012373139466694697
Position 10477: 0.0012037397434346046
Position 8849: 0.0011176271979885426
Position 1476: 0.001110243436639391
Position 5435: 0.0011012089193055867
Position 9596: 0.001072467697910149
Position 11127: 0.0010624185673711913
Position 9398: 0.0010467852527019119
Position 208: 0.0010118905692170872
Position 2615: 0.0008144434629598548
Position 8812: 0.0006894711687681402
