Gene = Polr3gl
index = 835
Annotated 5SS: [   98 12094 12538 13347 13732 14166 14384]
Annotated 3SS: [11925 12407 13277 13674 14091 14269 15592]
SMsplice 5SS: [   98  5390 13347 13732 14166 14384 15509]
SMsplice 3SS: [ 5259 13277 13674 14091 14269 15311 15592]
top_k =  500
Partition function (log Z): 0.9714933155625078

Sorted 5' Splice Sites (High to Low Probability):
Position 98: 0.9713184073040434
Position 13347: 0.9663989095456784
Position 5390: 0.9072235548806
Position 14384: 0.9052745151471009
Position 13732: 0.8984733025878882
Position 14166: 0.645312721269863
Position 12094: 0.4044603992340597
Position 15509: 0.38033277124588755
Position 13177: 0.3579875906970361
Position 12538: 0.3299809757738473
Position 15484: 0.23150647105198519
Position 11695: 0.17099828772248557
Position 14717: 0.12362558962847879
Position 11474: 0.09171132245822503
Position 1463: 0.059826949423590375
Position 9292: 0.052061325412453216
Position 7347: 0.04933927032098906
Position 6479: 0.04164561393799688
Position 3321: 0.037927851726335955
Position 1360: 0.03749746264849074
Position 13397: 0.030521648925827354
Position 3326: 0.028864339388789743
Position 138: 0.01925953101298635
Position 4070: 0.01747677484319861
Position 572: 0.012789809949159174
Position 6682: 0.01012793533266034
Position 12047: 0.010040691378774953
Position 9744: 0.007395662249976885
Position 14719: 0.007285043375294342
Position 15490: 0.007052445991946007
Position 13770: 0.006154394423580085
Position 13693: 0.005899582339792215
Position 4526: 0.005691431562621032
Position 9781: 0.005573567407733879
Position 2109: 0.005362962671071381
Position 15359: 0.0051489854609652365
Position 824: 0.004792039539057075
Position 15423: 0.004251857149976826
Position 865: 0.003982210099421131
Position 2743: 0.003658551514223841
Position 14233: 0.003441522821407146
Position 351: 0.0033426572214796148
Position 15515: 0.0027552186254335503
Position 6856: 0.002501641956413715
Position 15069: 0.002403879076311301
Position 15406: 0.002186998669342272
Position 10627: 0.0021506708266225793
Position 6702: 0.0019187628223913452
Position 4203: 0.001915378259372437
Position 3121: 0.0019003838579925365
Position 5803: 0.0018759697544269368
Position 14237: 0.0016793369847148134
Position 13719: 0.0015156285080014937
Position 14632: 0.0013954058587532592
Position 13868: 0.0008606893559975437
Position 15474: 0.000593784460280113
Position 13710: 0.0004039119834646146
Position 321: 0.00037982441903474024
Position 262: 0.00037523328871430316
Position 13351: 0.00031583044011713134
Position 175: 0.00031133766421919285
Position 128: 0.00027336010720807597
Position 13974: 0.00021679980527107004
Position 5728: 0.00015778262966894
Position 505: 0.00010995653958586438
Position 602: 0.00010124797093113885
Position 13976: 9.773118653385519e-05
Position 133: 9.540664111180168e-05
Position 14590: 8.983539802495337e-05
Position 14659: 8.879360380562562e-05
Position 844: 8.496761748332103e-05
Position 473: 5.459333158444113e-05
Position 656: 3.840493082159259e-05
Position 378: 3.0484555308152856e-05
Position 57: 2.9984773145551818e-05
Position 191: 2.7461415288725937e-05
Position 69: 2.475206770000629e-05
Position 331: 1.5804322553668592e-05
Position 114: 1.5459931216742093e-05
Position 765: 1.0395527239946808e-05
Position 1209: 7.810101975229345e-06
Position 1898: 7.292841688653146e-06
Position 2121: 5.436478386490445e-06
Position 199: 4.188628604633349e-06
Position 1652: 3.7573679351471606e-06
Position 2691: 2.8532451558539147e-06
Position 557: 1.9772928386899826e-06
Position 871: 1.8186906419045544e-06
Position 283: 8.263313980492416e-07
Position 80: 4.916703660273556e-07
Position 153: 1.609419176504897e-07
Position 253: 1.344431479783879e-08
Position 394: 9.358937244791002e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 13277: 0.9949142922448221
Position 5259: 0.8833941782751057
Position 15592: 0.8640947831807296
Position 14091: 0.7696902393047816
Position 15311: 0.7175176018258864
Position 13674: 0.6185492768933326
Position 14269: 0.41104186941200055
