Gene = C130074G19Rik
index = 193
Annotated 5SS: [533]
Annotated 3SS: [8790]
SMsplice 5SS: [ 533 3561 7401]
SMsplice 3SS: [ 3456  7289 10285]
top_k =  500
Partition function (log Z): -9.231640879135433

Sorted 5' Splice Sites (High to Low Probability):
Position 533: 0.9359042825491651
Position 3561: 0.6262630369278951
Position 7401: 0.48797398842925155
Position 8929: 0.18380600748040135
Position 2707: 0.12939587308126949
Position 4250: 0.1268184865614557
Position 2675: 0.10044499836538681
Position 4162: 0.10042153685611721
Position 502: 0.03703076204143909
Position 1300: 0.02765416398357307
Position 1741: 0.01906488955050476
Position 4280: 0.01700302937787054
Position 9137: 0.015745157980941015
Position 3592: 0.013744350729011088
Position 523: 0.012544977491248374
Position 378: 0.012519223839080315
Position 2753: 0.010564981699100274
Position 2671: 0.008796747792800961
Position 3138: 0.0076429916049902975
Position 1608: 0.006093671253670277
Position 1151: 0.005763143437282701
Position 1285: 0.004300059594519933
Position 1790: 0.0036951179913607816
Position 3115: 0.003127355291567929
Position 145: 0.002649299230506939
Position 3813: 0.002631531095240736
Position 2087: 0.002372621804384211
Position 1414: 0.002337886379697821
Position 1336: 0.0019154196631552592
Position 1632: 0.0016477552419375467
Position 8711: 0.001611761759682931
Position 8410: 0.0015211072018886456
Position 1319: 0.001500980837577248
Position 2345: 0.0014604903904967793
Position 233: 0.0013063018551059623
Position 3901: 0.0004702297594856054
Position 3876: 0.00046638941227036064
Position 638: 0.00046619528102888276
Position 309: 0.00041371684376757416
Position 711: 0.00036683813000245696
Position 706: 0.0003646285492436304
Position 3416: 0.00018806327641563605
Position 101: 0.00018412089411778276
Position 1348: 0.00017006374424492995
Position 2183: 9.500056085599383e-05
Position 184: 9.141204881548194e-05
Position 77: 7.491694410998416e-05
Position 689: 7.225454037641397e-05
Position 811: 4.7002161329166756e-05
Position 1037: 1.8410092210474934e-05
Position 7559: 1.625642721390653e-05
Position 1280: 1.6211009014246612e-05
Position 6117: 1.5792410784977794e-05
Position 5669: 1.2339747888287363e-05
Position 4304: 1.206096739375061e-05
Position 2722: 1.0513384345805098e-05
Position 1002: 9.573869903256375e-06
Position 962: 7.86161196062388e-06
Position 1376: 4.582360549589351e-06
Position 537: 4.542949752376752e-06
Position 1193: 4.2057789897326695e-06
Position 2726: 3.4610437498587035e-06
Position 32: 3.433360227768223e-06
Position 46: 3.249067977245586e-06
Position 118: 2.8792428049650794e-06
Position 578: 2.461459525979425e-06
Position 3579: 2.2091992947455683e-06
Position 103: 2.138359856733023e-06
Position 1161: 1.760228545544634e-06
Position 272: 1.5326383938010661e-06
Position 1344: 1.4466424285043084e-06
Position 173: 1.2714897988259355e-06
Position 428: 1.176707668397148e-06
Position 67: 1.1512603755818746e-06
Position 757: 1.0013392467009773e-06
Position 588: 9.378436593050938e-07
Position 332: 5.751579088268185e-07
Position 593: 5.419007813490276e-08
Position 1029: 3.7264777001479394e-11
Position 642: 3.3910057008040114e-11
Position 1007: 5.795088856561791e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3456: 0.5543791741563867
Position 7289: 0.49309486920032547
Position 10285: 0.4465842525000089
Position 8790: 0.2871269104349216
Position 4048: 0.20664866160274495
Position 2606: 0.18057548092293382
Position 8276: 0.16174512619463002
Position 4153: 0.059786970879727515
Position 3707: 0.045253140069282695
Position 1150: 0.03522872892254971
Position 3490: 0.03162696269285718
Position 4003: 0.02951804354220396
Position 3461: 0.02662377134565581
Position 3054: 0.025841437836213905
Position 2536: 0.024311555526837583
Position 3326: 0.024010350343267584
Position 7669: 0.023323152417752416
Position 9508: 0.020562345068215266
Position 1498: 0.01771307165627001
Position 9360: 0.01491341068406463
Position 3671: 0.013991644968775262
Position 2609: 0.013626712955519902
Position 10710: 0.013279961916258746
Position 6698: 0.01313462664590514
Position 2581: 0.01191888334317535
Position 7293: 0.010316644157712966
Position 8953: 0.009807387922652594
Position 8557: 0.009735595906352394
Position 2588: 0.008706850978044401
Position 5398: 0.008702795292787224
Position 10083: 0.008667493246083133
Position 1501: 0.007969950972871063
Position 1204: 0.006867412163456008
Position 2449: 0.006588082483633472
Position 1454: 0.005493640956869453
Position 3374: 0.004672257149806302
Position 9687: 0.004388742187970595
Position 2628: 0.0032382503076066288
Position 1036: 0.0029555712410482553
Position 3648: 0.0029525807493821677
Position 4012: 0.0029447017770695616
Position 5365: 0.002775446340586665
Position 5240: 0.0027420251753422116
Position 1121: 0.0027260833552029246
Position 8982: 0.0022342976802418447
Position 2290: 0.002071919845862361
Position 2657: 0.001938819455626728
Position 1641: 0.0018610632293795258
Position 7702: 0.0017537476833635326
Position 933: 0.0016684006529231424
Position 8070: 0.0016617499585994534
Position 5643: 0.0013051005794823421
Position 2035: 0.0012788860140716801
Position 451: 0.001277467779857261
Position 5530: 0.001098354660576682
Position 3487: 0.0010513059709769026
Position 8676: 0.0009670884856826606
Position 4574: 0.000775491540736827
Position 3523: 0.0007660872477795135
Position 426: 0.0007413397263672618
Position 1857: 0.0006901649929971283
Position 1014: 0.000673793637237931
Position 1662: 0.0006705169661892552
Position 4786: 0.0006295946479774504
Position 1529: 0.0005593802229169546
Position 7528: 0.0005136724035071368
Position 2644: 0.00048641316828499455
Position 4220: 0.0004857891251487985
Position 2467: 0.0004751583919808023
Position 469: 0.000469904712949501
Position 472: 0.00046146764702179033
Position 3776: 0.00044718776124735333
Position 1581: 0.00040751171865413343
Position 212: 0.0003762436869035189
Position 1994: 0.00034953238889935527
Position 323: 0.0003449348041677263
Position 5312: 0.00025920214046410545
Position 5428: 0.000254067634548775
Position 5215: 0.00022251681633284097
Position 7137: 0.00020509218903390537
Position 5102: 0.00019027987297267997
Position 482: 0.00017892396079274904
Position 3613: 0.00014079138844107114
Position 3791: 0.0001405256997149803
Position 1963: 0.00012620096896025256
Position 1050: 0.00012527956451361443
Position 1154: 0.00012050075039117631
Position 1629: 0.00011820107100716437
Position 1185: 0.00010644051250787967
Position 633: 0.00010600081393143975
Position 2860: 0.00010328523256935438
Position 1054: 7.858951823490778e-05
Position 2007: 7.799257835748016e-05
Position 2701: 7.770321156458536e-05
Position 2133: 7.26749077146727e-05
Position 417: 6.730143229393093e-05
Position 256: 6.227691931699826e-05
Position 2051: 6.122254664253178e-05
Position 1460: 6.11215532080626e-05
Position 319: 6.0571002586161184e-05
Position 1509: 5.819484348472611e-05
Position 1255: 5.711682086211228e-05
Position 676: 3.7075317811551917e-05
Position 316: 3.584828265415792e-05
Position 2091: 3.493923858042218e-05
Position 6001: 1.5792410784977794e-05
Position 1252: 1.3629814114046823e-05
Position 1656: 1.348126196055752e-05
Position 1212: 1.313025544647702e-05
Position 3206: 8.920455474846388e-06
Position 2013: 7.362950282343698e-06
Position 2186: 6.3608307313061795e-06
Position 1861: 4.497610590747349e-06
Position 252: 3.816339586847542e-06
Position 1280: 3.7267929409386877e-06
Position 862: 3.588117283490773e-06
Position 282: 2.3420332424105605e-06
Position 682: 1.3047905200555744e-06
Position 1207: 9.205468384097636e-07
Position 1240: 7.514634033186296e-07
Position 1608: 7.410886829659341e-07
Position 1680: 5.361852959465449e-07
Position 661: 4.196487493597887e-07
Position 2297: 3.7357160699977965e-07
Position 1161: 3.6989325573666534e-07
Position 968: 2.6798883972122106e-07
Position 877: 2.4361249355014106e-07
Position 799: 2.288458413388409e-07
Position 737: 2.154971569417912e-07
