Gene = Pigyl
index = 821
Annotated 5SS: [68]
Annotated 3SS: [885]
SMsplice 5SS: [68]
SMsplice 3SS: [885]
top_k =  500
Partition function (log Z): -6.690220338594374

Sorted 5' Splice Sites (High to Low Probability):
Position 68: 0.9496939506095458
Position 805: 0.4022014313444848
Position 1033: 0.030854760943372472
Position 182: 0.028093937549343615
Position 941: 0.01306542051765728
Position 1307: 0.009274731787077679
Position 364: 0.008486159465774776
Position 193: 0.006464514493379074
Position 405: 0.0056763551381608665
Position 565: 0.0036231680104989823
Position 289: 0.0032353504112453252
Position 477: 0.00236284295763449
Position 922: 0.00230435031652162
Position 1010: 0.0020273358986576833
Position 169: 0.0014782113423574053
Position 799: 0.0009175299300657219
Position 769: 0.0007173319253595216
Position 1124: 0.00046108176259997114
Position 411: 0.00041237019404638666
Position 750: 0.0003669445026727457
Position 783: 0.0002723443434074487
Position 1293: 0.00022462017406564157
Position 1110: 0.00018013129585695218
Position 383: 0.00010690825283139701
Position 72: 0.00010066640714407719
Position 285: 0.0001003141684496392
Position 390: 8.522619504855845e-05
Position 598: 8.216712516255266e-05
Position 1044: 8.063580223964874e-05
Position 14: 7.153470038067274e-05
Position 203: 6.6939868571698e-05
Position 954: 5.6746354140514746e-05
Position 481: 4.715324003856791e-05
Position 519: 2.8343681536661243e-05
Position 212: 1.7550352355582025e-05
Position 186: 1.687159511364451e-05
Position 79: 1.5869846871157575e-05
Position 242: 1.4868252275262562e-05
Position 500: 1.1552714199494428e-05
Position 581: 1.1149797002568058e-05
Position 104: 1.082546435213297e-05
Position 323: 1.0696009105836267e-05
Position 368: 1.0211876151181145e-05
Position 527: 1.005292908766442e-05
Position 586: 2.3815937920715494e-06
Position 842: 2.2266435282208104e-06
Position 310: 2.166513670993666e-06
Position 173: 2.164854138643869e-06
Position 434: 2.0173631175276404e-06
Position 142: 2.009316298269795e-06
Position 357: 1.963596063564659e-06
Position 653: 1.1095541465954932e-06
Position 885: 1.0682440061497706e-06
Position 217: 7.660570811262394e-08
Position 277: 7.348713232517786e-09
Position 417: 4.0539591826565335e-09
Position 6: 3.34105260255751e-09
Position 20: 2.993674153595627e-09
Position 428: 2.7497114525778787e-09
Position 539: 2.634089302903263e-10
Position 456: 3.245035421350386e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 885: 0.6869527792258796
Position 693: 0.3287339259035334
Position 705: 0.17101435236700507
Position 1203: 0.11118491618320175
Position 921: 0.04968868851126339
Position 1435: 0.020794439253209923
Position 662: 0.01943610398124016
Position 934: 0.012684051942223863
Position 1124: 0.010939127999191823
Position 293: 0.009534335725572699
Position 1279: 0.008577951161715777
Position 1447: 0.006918442739882631
Position 500: 0.003906741779993888
Position 331: 0.0038782542420162276
Position 913: 0.003766515542966531
Position 404: 0.002940486952643901
Position 480: 0.0028527719569067882
Position 892: 0.002841303410861902
Position 424: 0.001913786893275899
Position 1233: 0.001884248617523043
Position 970: 0.001425162926174046
Position 737: 0.0012650447648122362
Position 584: 0.0012570488088504523
Position 799: 0.0011190048436731533
Position 135: 0.001068568023110805
Position 295: 0.0007731508624306365
Position 1229: 0.0007174278739443999
Position 964: 0.0006731359161105797
Position 1140: 0.0005802404560919644
Position 775: 0.0005307075004601811
Position 565: 0.00041013661174328647
Position 1137: 0.0004001286997536221
Position 1023: 0.000358725637307954
Position 606: 0.0002669637866236627
Position 593: 0.00024921452479469093
Position 439: 0.00019020058112529032
Position 302: 0.00016774222125339857
Position 1148: 0.00015794535401432674
Position 1144: 0.00015693376464534826
Position 1091: 0.0001475944014053472
Position 1485: 0.00014316730711125682
Position 428: 0.00013686178111651257
Position 761: 0.00012819544613567666
Position 346: 0.00010590905221492011
Position 666: 9.68454295476151e-05
Position 1374: 7.184877529621233e-05
Position 1255: 4.287474744535603e-05
Position 1120: 4.2324978110452987e-05
Position 453: 2.6645166131995093e-05
Position 1242: 2.611812960175432e-05
Position 519: 2.5718138609251593e-05
Position 1264: 2.46926373438663e-05
Position 1364: 2.389818922169393e-05
Position 727: 2.3792435983389106e-05
Position 674: 1.7815378484557305e-05
Position 1354: 1.7231291035295186e-05
Position 1346: 1.5898898307517404e-05
Position 1483: 1.2158901421807989e-05
Position 756: 1.0842309628725036e-05
Position 463: 8.572125548158094e-06
Position 740: 4.465583239749614e-06
Position 443: 4.131093423564592e-06
Position 98: 5.4810276250623544e-08
Position 101: 3.768896102152031e-11
Position 77: 1.796027918636587e-11
Position 93: 3.965494040011777e-12
