Gene = Mtfmt
index = 721
Annotated 5SS: [  226  1416  3871  4667  5907  8189 11521 12997]
Annotated 3SS: [ 1205  3747  4563  5830  8096 11441 12913 16222]
SMsplice 5SS: [  226  3871  4667  5907  8189 11521 12997]
SMsplice 3SS: [ 3747  4563  5830  8096 11441 12913 16222]
top_k =  500
Partition function (log Z): 11.296476217035261

Sorted 5' Splice Sites (High to Low Probability):
Position 12997: 0.9944185812990315
Position 11521: 0.9848594196000212
Position 226: 0.9674566763531671
Position 8189: 0.9546053064085785
Position 5907: 0.8452460188891389
Position 4667: 0.7496494365612891
Position 3871: 0.7391214929042202
Position 1416: 0.4477173546672508
Position 6018: 0.2692812486438467
Position 14642: 0.20299671539445036
Position 4882: 0.1945507775808477
Position 1360: 0.16872623166951733
Position 424: 0.16126322843039698
Position 5505: 0.11754375062677139
Position 13181: 0.1116786207004278
Position 1826: 0.11086601673487606
Position 6887: 0.08844483196311513
Position 3985: 0.06949551040880086
Position 6370: 0.06925991915667272
Position 1388: 0.06546062770666213
Position 13515: 0.060141675827547404
Position 4901: 0.05908917866391975
Position 12138: 0.057781247945555
Position 14775: 0.053611986010245916
Position 13745: 0.051850764896386785
Position 11347: 0.04992273127936182
Position 4754: 0.04703535654259882
Position 13899: 0.04587001205524324
Position 12539: 0.04305506667148172
Position 2671: 0.03908347749202431
Position 9108: 0.03763239935121315
Position 826: 0.03706823111260752
Position 14617: 0.034061099353246874
Position 3842: 0.03222931415794049
Position 452: 0.031406940328836834
Position 6908: 0.029760450168449918
Position 2599: 0.02603782070823763
Position 15992: 0.025935377377471598
Position 2695: 0.02389048619851631
Position 3535: 0.020094705008623738
Position 29: 0.017652884834346644
Position 12472: 0.017029875303153245
Position 14119: 0.016486545614029426
Position 378: 0.015434489836908828
Position 5563: 0.015101934246060104
Position 889: 0.014266195302034318
Position 9401: 0.01339207465756787
Position 1647: 0.01313023233917597
Position 1317: 0.012966025299419873
Position 5943: 0.011408524920588841
Position 6014: 0.01133442807765109
Position 15181: 0.010639794553367273
Position 5627: 0.010241603295422938
Position 15441: 0.009775695690564006
Position 10992: 0.009612904370951325
Position 7015: 0.009282498292747625
Position 7698: 0.008859672004515385
Position 3002: 0.008300413164511055
Position 6181: 0.0078037203764216925
Position 4684: 0.0075764152427474155
Position 4681: 0.007316798841283348
Position 8238: 0.006605182125351994
Position 13254: 0.006484131425985108
Position 2277: 0.006267632180688548
Position 12467: 0.005638157582303506
Position 11008: 0.005417622188986617
Position 57: 0.005309822380560388
Position 1315: 0.004662302510325988
Position 10925: 0.004438816910737642
Position 866: 0.0044081759611661565
Position 12992: 0.004400702864628953
Position 4916: 0.0041541057773237106
Position 3815: 0.0039937560025124
Position 14447: 0.003987736745222166
Position 797: 0.0037764398847520693
Position 15868: 0.003671350036113529
Position 6989: 0.0036393591421906464
Position 4872: 0.0034718031304281013
Position 5421: 0.003405646723755687
Position 3069: 0.0030394045554964113
Position 4760: 0.0030326406197498487
Position 164: 0.002974894091553453
Position 12269: 0.002858068997859555
Position 6961: 0.0027659038972016794
Position 8156: 0.0026522523798742812
Position 6932: 0.002430625225137116
Position 4674: 0.0024050646544142005
Position 9: 0.0022042555302331907
Position 16243: 0.0020917909264225906
Position 4797: 0.0019110592989253316
Position 4687: 0.001886643856292587
Position 399: 0.0018081772158902488
Position 482: 0.0017624886628413178
Position 4923: 0.0016250570530735695
Position 10378: 0.001553330583750712
Position 12311: 0.0015368998633590338
Position 8587: 0.0014433662483325045
Position 6307: 0.001036541130628356
Position 140: 0.0010003813804648069
Position 5621: 0.0009503331521492833
Position 109: 0.0008652136913756081
Position 132: 0.0007491551051809619
Position 5509: 0.0006744801512232805
Position 773: 0.0006653330732491804
Position 12262: 0.0006486852671324643
Position 14433: 0.0006324855334783929
Position 1333: 0.0006040511725145783
Position 4656: 0.0006002043991456023
Position 13313: 0.0005917262496326062
Position 14165: 0.0005524605006080304
Position 473: 0.0005167644407190679
Position 4131: 0.0004815921461842838
Position 13719: 0.00045006120262563093
Position 14300: 0.0004451956019217775
Position 279: 0.0003857519729670079
Position 14304: 0.0003566408146591
Position 469: 0.00034731695385885976
Position 13920: 0.0003382535446994443
Position 46: 0.0003246350994448712
Position 4139: 0.0003168514800625378
Position 13764: 0.00025291354703167913
Position 441: 0.00022315191282840002
Position 13729: 0.00020461920328172393
Position 13656: 0.00019370676383868076
Position 532: 0.0001391662814247658
Position 467: 0.00012981404571389403
Position 11803: 0.00011667736363448001
Position 11546: 0.00011158040561912866
Position 679: 0.00010401049778359862
Position 408: 8.784312947218186e-05
Position 456: 8.490931416728784e-05
Position 411: 8.299131413249538e-05
Position 61: 7.346269125354652e-05
Position 5937: 6.419327166822619e-05
Position 12985: 6.208330751962559e-05
Position 777: 5.48361155179594e-05
Position 508: 4.026836108186419e-05
Position 1354: 2.638485598617621e-05
Position 239: 2.6208512983595564e-05
Position 257: 2.6012499288575603e-05
Position 13484: 2.3762803288549773e-05
Position 13236: 1.7856827558261488e-05
Position 541: 1.145897693350558e-06
Position 169: 7.824344509044728e-07
Position 668: 6.39264739468464e-07
Position 93: 4.447097215901271e-07
Position 506: 3.751347760469524e-07
Position 87: 1.3376764632607997e-07
Position 302: 3.252463819345582e-08
Position 13128: 1.4198781596359016e-08
Position 297: 4.200772756097388e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12913: 0.997252437857056
Position 5830: 0.99279266715268
Position 11441: 0.9694955058766189
Position 4563: 0.8327098477658266
Position 3747: 0.7963903584636923
Position 8096: 0.7426652375874712
Position 16222: 0.6952871423781508
Position 1205: 0.47898578581475026
Position 14544: 0.43481408141878836
Position 8032: 0.19953030317412845
Position 1273: 0.1943941966065217
Position 335: 0.11381097160322945
Position 6007: 0.11050072181121268
Position 4745: 0.1044615806302332
Position 13070: 0.08986833942261953
Position 13796: 0.0885194884259486
Position 6755: 0.08166504603229349
Position 13553: 0.08111030583694968
Position 315: 0.0767555262215388
Position 5294: 0.06910678329255662
Position 4757: 0.06800312917354864
Position 1721: 0.06734447840737161
Position 5448: 0.0657897421862434
Position 13420: 0.05705215409925751
Position 5988: 0.046590329960880514
Position 15892: 0.036763423825248026
Position 12422: 0.03383501830918732
Position 6277: 0.03378232375023789
Position 12048: 0.03266095981609867
Position 15088: 0.03252786564214776
Position 9037: 0.032342051335427
Position 3771: 0.0310491268646918
Position 2566: 0.030743841352518005
Position 11274: 0.028506977612301587
Position 4780: 0.02848255995842262
Position 2521: 0.028215991103216938
Position 12202: 0.026813614100804288
Position 1646: 0.02609189788615662
Position 3464: 0.0220966114181523
Position 13898: 0.021483401307642522
Position 1542: 0.021429423137789904
Position 6720: 0.020147531490064652
Position 10791: 0.01946934347067558
Position 6212: 0.0187171534521274
Position 7980: 0.018257541911305297
Position 1207: 0.017611513991053398
Position 6829: 0.017369980466183668
Position 2475: 0.016926270429716558
Position 693: 0.016192067083865568
Position 13127: 0.015922856501752652
Position 626: 0.015463178763658957
Position 12079: 0.015269830542779108
Position 4574: 0.01517982252403163
Position 13075: 0.014518340760760216
Position 590: 0.013260283325236696
Position 2537: 0.012153575420352452
Position 11312: 0.0120883454467332
Position 11309: 0.011855034699348631
Position 2860: 0.011339817720007457
Position 4817: 0.011295322157009244
Position 3979: 0.010506518755295945
Position 16470: 0.01010932939578445
Position 6167: 0.009826606897511496
Position 659: 0.00962999429269253
Position 98: 0.009627709809049312
Position 14229: 0.009322610943353947
Position 6874: 0.009243503148892659
Position 7590: 0.008859672004515385
Position 15313: 0.008834011706957497
Position 9265: 0.008438027211280933
Position 4615: 0.008080002211898961
Position 121: 0.007711848205112678
Position 15737: 0.00756752024651567
Position 4836: 0.007127174354325304
Position 1546: 0.0068972344202821246
Position 11256: 0.006642784630757626
Position 13447: 0.006570619594171008
Position 1252: 0.006348211310567891
Position 6791: 0.006057435886938152
Position 11453: 0.006004235117805503
Position 5333: 0.005780797769456975
Position 13656: 0.005056579539652711
Position 12296: 0.005040343427044646
Position 9289: 0.004954047446286943
Position 13622: 0.004834320266629345
Position 5268: 0.004796281447278141
Position 4591: 0.004178025761774557
Position 3783: 0.003999274073970641
Position 9082: 0.003416398828988822
Position 2185: 0.0032980319612987904
Position 12386: 0.003095851084518751
Position 4796: 0.0028698562404324015
Position 11984: 0.0028648356240760426
Position 17141: 0.002815714818467056
Position 12860: 0.0024594360688765093
Position 15680: 0.0024073395380026902
Position 348: 0.0022305639017993805
Position 749: 0.0021809913356832765
Position 1740: 0.002180889976940588
Position 11900: 0.002072591730284982
Position 13444: 0.0020048240945848704
Position 13180: 0.0019074837763821376
Position 8047: 0.0018717145625372082
Position 2166: 0.0018623164436296234
Position 9041: 0.0018573050416383114
Position 6832: 0.00182919972042689
Position 5216: 0.001696004308131164
Position 11876: 0.0016029497603912788
Position 14680: 0.0015804455152169067
Position 1142: 0.0015576472005945294
Position 10322: 0.0015533305837507117
Position 8104: 0.0015379436783642764
Position 12053: 0.0014607235593843283
Position 15497: 0.001453196075330994
Position 8369: 0.0014433662483325045
Position 13640: 0.0013254314017779843
Position 6216: 0.0013013595930553776
Position 151: 0.0012906204548122824
Position 366: 0.0012643771030668412
Position 12225: 0.0012224295214059895
Position 14519: 0.0012197982216694476
Position 14075: 0.001195801046398042
Position 2051: 0.0011072837757601288
Position 14932: 0.0010679838599344832
Position 1302: 0.0010632985508548603
Position 6133: 0.001022122296411534
Position 11704: 0.0010147725711560013
Position 2328: 0.0009721060929742823
Position 13768: 0.0008546990017011117
Position 3565: 0.0008523483561109561
Position 3510: 0.0008389841764298903
Position 13166: 0.0007987705806668917
Position 5352: 0.0007702733809220599
Position 12390: 0.0007597620577088506
Position 15118: 0.0007514812297306655
Position 13379: 0.0007502079182454869
Position 4802: 0.0007362139482315426
Position 818: 0.0006769196782566671
Position 763: 0.0006126088389124529
Position 4784: 0.0005650217313550553
Position 4793: 0.0005355016490493479
Position 13253: 0.0005144787864137523
Position 317: 0.0004839180226887154
Position 14204: 0.00047971527869878017
Position 12122: 0.0004779680009903384
Position 11928: 0.00046458494710824544
Position 5626: 0.00041007581744407346
Position 269: 0.000383629082325571
Position 13590: 0.0003367656037787903
Position 11496: 0.00030084790143608016
Position 5862: 0.0002939028127103452
Position 793: 0.00027236496027012035
Position 131: 0.00021755216093107582
Position 13115: 0.00018124808958042832
Position 594: 0.0001782172894613675
