Gene = Rb1cc1
index = 885
Annotated 5SS: [  313 13405 15429 19443 19755 23820 25734 29631 30335 30700 30862 31015
 33165 33548 35523 46451 48298 48620 49946 50977 54112 56183 58127]
Annotated 3SS: [13294 15313 19315 19583 23616 25306 29459 30149 30512 30779 30952 33060
 33420 33630 46284 48188 48378 49896 50928 54052 56045 58055 59552]
SMsplice 5SS: [  313  6943 13405 15429 19443 29631 30335 30700 33165 42076 46205 46451
 47591 48298 48620 49946 58127]
SMsplice 3SS: [ 6783 13294 15313 19315 29459 30149 30512 33060 41941 46012 46284 47467
 48188 48378 49896 58007 59552]
top_k =  500
Partition function (log Z): -0.06135911727362675

Sorted 5' Splice Sites (High to Low Probability):
Position 46451: 0.9999975214388576
Position 15429: 0.999453221444691
Position 33165: 0.998312449422915
Position 13405: 0.9900861449658871
Position 313: 0.981946216566155
Position 42076: 0.9694097595759991
Position 30700: 0.9677845143549368
Position 48620: 0.9579932125992193
Position 19443: 0.9416797573559389
Position 48298: 0.9228470264057386
Position 29631: 0.8489663044606469
Position 50977: 0.801635876463902
Position 30335: 0.7595486980143966
Position 6943: 0.6648137170727131
Position 47591: 0.5856124873839995
Position 49946: 0.5822574467619995
Position 30862: 0.5765516947444538
Position 46205: 0.5477942799214184
Position 19755: 0.4863497306911393
Position 23820: 0.34549657362884717
Position 56183: 0.32543488665440506
Position 54112: 0.24252718393501663
Position 6729: 0.2215102535326374
Position 1363: 0.2201808227701288
Position 35523: 0.2006295739922534
Position 56174: 0.14216802336147547
Position 50432: 0.13820977327419645
Position 36368: 0.13744002558721197
Position 48447: 0.12774563955083898
Position 36376: 0.10153422455451594
Position 14872: 0.07099182972498526
Position 3693: 0.06937237648146254
Position 8634: 0.060551211256682655
Position 18128: 0.05236054468761878
Position 29604: 0.047197334427387785
Position 56201: 0.044834451771999025
Position 55771: 0.042276669510424
Position 31697: 0.041395632529186176
Position 3530: 0.035998560881652625
Position 31015: 0.02841345300166642
Position 13766: 0.022909352921890794
Position 13913: 0.019292989342803928
Position 50229: 0.015788184262317425
Position 48514: 0.015203621200153523
Position 608: 0.013662459206908634
Position 31707: 0.01277269032299464
Position 6433: 0.011956870507800095
Position 31767: 0.011474707213637593
Position 5766: 0.010916170623475574
Position 6197: 0.01072524954027088
Position 51131: 0.008882408833571465
Position 5543: 0.0077567516649670095
Position 49053: 0.007677092820128006
Position 47843: 0.006578961759473618
Position 13901: 0.004760366528868661
Position 52389: 0.004516513206420352
Position 165: 0.004353167114904305
Position 49172: 0.0038974286115620333
Position 49195: 0.0036775210978667646
Position 22350: 0.0035400051920562244
Position 14528: 0.0031349509516891854
Position 15073: 0.003095548062496119
Position 33791: 0.0027322578380281916
Position 260: 0.0025734098561543185
Position 33482: 0.002312349008586484
Position 33760: 0.0022142762424622706
Position 49101: 0.001996042875928411
Position 48841: 0.0015551902576304104
Position 13696: 0.001500235556816411
Position 13752: 0.0014572285623862414
Position 48624: 0.0013597295718851931
Position 940: 0.0013355213747769747
Position 31489: 0.0012508302830103579
Position 795: 0.001164099844503609
Position 33736: 0.0011636023782123433
Position 529: 0.0010467006057029442
Position 15591: 0.0007071872104444222
Position 17799: 0.0006582794324331398
Position 1118: 0.0004943906513604729
Position 198: 0.0004491859705529616
Position 1013: 0.00043829026681171176
Position 189: 0.00042458552232628303
Position 16564: 0.00034546292587603144
Position 515: 0.0003306141105204853
Position 565: 0.00026055337355126664
Position 34874: 0.00023728025554424793
Position 484: 0.000188057284007511
Position 1105: 0.00015883967166958066
Position 867: 0.00015140019245865122
Position 702: 0.0001454999758779979
Position 30912: 0.00012523059357799694
Position 375: 0.00010373856118706424
Position 731: 8.38858987793206e-05
Position 1984: 7.507954444485608e-05
Position 758: 6.894674034751485e-05
Position 194: 6.748891528069289e-05
Position 2211: 6.380860005285443e-05
Position 1430: 6.036962484417018e-05
Position 96: 4.406721353328213e-05
Position 1373: 4.0692180412262647e-05
Position 219: 3.476411129883824e-05
Position 541: 3.139940695051871e-05
Position 33556: 2.6134095963126078e-05
Position 2126: 2.1075919629136274e-05
Position 1453: 1.4689742074368835e-05
Position 5758: 1.4671303760915471e-05
Position 4367: 1.130469226728609e-05
Position 1289: 9.446818907271582e-06
Position 4828: 7.248299055949608e-06
Position 813: 6.681157983164515e-06
Position 33498: 4.228119272758046e-06
Position 4374: 3.6555579036668894e-06
Position 3914: 3.4253704662207364e-06
Position 4396: 3.3302491300124184e-06
Position 31223: 3.1071064072534614e-06
Position 956: 3.0365770257162026e-06
Position 5498: 2.712870685440505e-06
Position 808: 2.2151172974445264e-06
Position 762: 2.1187583496917603e-06
Position 4783: 1.8666359393965906e-06
Position 652: 1.4780662608931495e-06
Position 787: 1.4061499614019278e-06
Position 1122: 1.244819194275795e-06
Position 647: 1.130027397908866e-06
Position 645: 1.1176613240283017e-06
Position 848: 1.0796012505760045e-06
Position 2975: 9.818175904601277e-07
Position 753: 9.753443620599528e-07
Position 2106: 6.879921696589887e-07
Position 4816: 6.471157332499988e-07
Position 1974: 5.949111511143581e-07
Position 31717: 4.3634471915468613e-07
Position 410: 3.268182615240297e-07
Position 317: 2.051027504545499e-07
Position 74: 1.8701013190063328e-07
Position 422: 8.605896222144733e-08
Position 281: 8.4287964848176e-08
Position 21: 4.378826933086062e-08
Position 192: 3.942746077879525e-08
Position 583: 3.717624178317423e-08
Position 539: 1.476993492136035e-08
Position 279: 8.341005940155978e-09
Position 387: 4.306739876145731e-09
Position 619: 2.1748406465578605e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 46284: 0.9999975214388578
Position 15313: 0.9978771607916542
Position 13294: 0.9900861449658871
Position 41941: 0.969409759575999
Position 33060: 0.9671836692241104
Position 30512: 0.9187838416155597
Position 29459: 0.8961636388880345
Position 48378: 0.8758100836531957
Position 48188: 0.8205856907901932
Position 30149: 0.7595486980143967
Position 19315: 0.7450622446719708
Position 6783: 0.6473838888292336
Position 47467: 0.5856124873839995
Position 49896: 0.5770594613177789
Position 30779: 0.5578933373727135
Position 46012: 0.5477942799214184
Position 56080: 0.5347553146942523
Position 59552: 0.5228120934271847
Position 50928: 0.372517440958323
Position 50872: 0.34610209288801635
Position 19583: 0.26716578666605467
Position 23616: 0.2525257295710644
Position 1249: 0.18028444048114547
Position 54052: 0.16933562586921336
Position 6587: 0.15339325626334713
Position 36263: 0.1462872410913556
Position 35280: 0.14163824710578451
Position 48537: 0.11680896303764214
Position 48136: 0.10254994550380261
Position 19614: 0.10136559112210164
Position 56251: 0.1005713714440471
Position 23659: 0.09297084405778272
Position 53459: 0.08756172387535971
Position 56981: 0.08166786499189292
Position 3444: 0.08150433347574325
Position 53967: 0.08135330726456722
Position 50823: 0.06366947533351947
Position 19653: 0.06356600640695007
Position 36094: 0.06252458834075643
Position 8521: 0.060551211256682655
Position 19345: 0.06021980561865517
Position 30479: 0.05172770014960436
Position 19668: 0.051603326349186615
Position 31564: 0.050208587577859246
Position 18045: 0.04992094365220106
Position 19331: 0.04780978883215774
Position 50265: 0.03979914788900421
Position 19367: 0.0378639658927824
