Gene = Snorc
index = 997
Annotated 5SS: [ 141 4935]
Annotated 3SS: [4751 5057]
SMsplice 5SS: [ 141 4935]
SMsplice 3SS: [4751 5057]
top_k =  500
Partition function (log Z): -3.4520707320008404

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9560651901872039
Position 4935: 0.5400523992203368
Position 3680: 0.3341524542985147
Position 2512: 0.30562643359329816
Position 4981: 0.2847940783633885
Position 1819: 0.2437310335250339
Position 1235: 0.07776214629888867
Position 1689: 0.07614063765668973
Position 3689: 0.0725837544490707
Position 310: 0.030221873175825066
Position 249: 0.021265244623370056
Position 4364: 0.019410798075189736
Position 1396: 0.018561896864060963
Position 4220: 0.018143283616511515
Position 1442: 0.014557371121171465
Position 1700: 0.014067007923801304
Position 2503: 0.009924284762396728
Position 2532: 0.006784488441121265
Position 4037: 0.0055893118388777065
Position 4572: 0.0048754266865174865
Position 2751: 0.00486128571279296
Position 4818: 0.0035720452406555353
Position 320: 0.0033632207951119803
Position 4812: 0.002512248270307114
Position 4080: 0.002138152761434253
Position 1140: 0.0015753622004763543
Position 403: 0.0005953394220744379
Position 1407: 0.0005279092808793705
Position 3306: 0.0004264878220547419
Position 571: 0.0003867790436518872
Position 1029: 0.00038140767493220334
Position 229: 0.0003681065422716085
Position 1651: 0.0003625033884345223
Position 375: 0.0002999968094925538
Position 1471: 0.0002624360102379189
Position 1467: 0.00023564674934259768
Position 2112: 0.00023335667019338255
Position 1836: 0.00023067300488218396
Position 913: 0.00019488497234386752
Position 922: 0.0001564386895670105
Position 267: 0.0001549686322089938
Position 1402: 0.00013678547013073846
Position 362: 0.00013068397901719734
Position 299: 0.00010917999812282558
Position 3937: 0.00010515537122040657
Position 1390: 8.428379545954453e-05
Position 1337: 8.414528577078457e-05
Position 2491: 6.145127913995425e-05
Position 1240: 5.4923850625717395e-05
Position 1693: 5.438524691967993e-05
Position 131: 5.2179123640303395e-05
Position 1767: 4.517463799109934e-05
Position 1381: 1.4864836459214798e-05
Position 919: 1.0474931175198606e-05
Position 1250: 5.081383921978972e-06
Position 218: 2.585172222419707e-06
Position 116: 1.5050384374108493e-06
Position 370: 1.2428572820389648e-06
Position 1149: 1.360976233952217e-07
Position 619: 7.497260176618474e-08
Position 644: 7.100121099814137e-08
Position 36: 6.521158880937151e-08
Position 92: 3.898822984312798e-08
Position 324: 3.2176594766946274e-08
Position 29: 2.6319643327481574e-08
Position 340: 1.011539482887815e-08
Position 38: 9.948440330679777e-09
Position 78: 2.2047799553427524e-09
Position 264: 7.100375002596332e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5057: 0.9714087872377298
Position 4751: 0.5479076654371968
Position 3605: 0.30291489432784613
Position 2382: 0.27289991757008536
Position 4714: 0.23536748786103437
Position 1562: 0.18566680068333255
Position 1729: 0.10149997680526637
Position 3464: 0.08452635485368952
Position 1491: 0.03640916147026741
Position 1058: 0.03607418085381589
Position 1300: 0.0298764721762831
Position 2324: 0.02891432638075027
Position 4817: 0.026352132046433028
Position 3920: 0.024170212939296463
Position 4754: 0.02295079441320387
Position 1092: 0.017552292574148563
Position 4211: 0.014768844795111466
Position 3414: 0.014650440487755264
Position 4889: 0.012384427670159532
Position 209: 0.010635333146149867
Position 957: 0.008475537591360686
Position 1025: 0.007720667173144598
Position 4061: 0.007037788997580557
Position 1337: 0.0059241908538132425
Position 2665: 0.0054100620329153816
Position 4457: 0.005140495566316898
Position 908: 0.004755094230228755
Position 2111: 0.004741636847492083
Position 1797: 0.004537122302615968
Position 2278: 0.0043558236351716245
Position 2052: 0.0038360136886168624
Position 2211: 0.003156641920621115
Position 2262: 0.0028226402848670236
Position 3526: 0.0023419258198782585
Position 1678: 0.002333103101215948
Position 3340: 0.0020773238151185177
Position 1494: 0.001879374009253682
Position 4217: 0.001823452203556408
Position 2429: 0.001801826663000657
