Gene = Spg20
index = 1013
Annotated 5SS: [  110  5688  9690 12818 14547 15582 16268 16482]
Annotated 3SS: [ 4875  9491 12646 14425 15386 16108 16390 23301]
SMsplice 5SS: [  110  9690 14547 16268 16482]
SMsplice 3SS: [ 9491 14425 16108 16390 23301]
top_k =  500
Partition function (log Z): -9.460280248303768

Sorted 5' Splice Sites (High to Low Probability):
Position 14547: 0.9966692800445287
Position 16482: 0.9429136491082313
Position 9690: 0.9147542109542129
Position 110: 0.8645453066234158
Position 16268: 0.6980649882286759
Position 12141: 0.6648000669204018
Position 701: 0.5162926022773645
Position 15582: 0.29402772097162033
Position 12409: 0.2926359381014616
Position 6143: 0.23771314770303792
Position 2740: 0.16685912244479564
Position 14869: 0.1574957818314165
Position 10980: 0.13855247374293114
Position 5688: 0.10225416770203873
Position 11207: 0.08543645671069497
Position 3463: 0.08500879598189777
Position 142: 0.06619825130472459
Position 4982: 0.061602920200362205
Position 11195: 0.06071764347077067
Position 19968: 0.05176355643678243
Position 19801: 0.04919169214883878
Position 17107: 0.0464055320723201
Position 5592: 0.04202047310568967
Position 10613: 0.029825261718585273
Position 15586: 0.026790972547014565
Position 15503: 0.02484581262877125
Position 11218: 0.023187582832509303
Position 147: 0.012059843917036303
Position 384: 0.005843419558442547
Position 194: 0.005585642202651428
Position 154: 0.005330126345583898
Position 95: 0.003824201841954577
Position 17484: 0.003724266066753524
Position 501: 0.0031375232310954793
Position 2788: 0.0023584809724771206
Position 499: 0.0022489514968512076
Position 1818: 0.0021516186857935796
Position 10236: 0.0020839506790575114
Position 18394: 0.0020547456826832348
Position 28: 0.001975426720095766
Position 116: 0.0014300040641268721
Position 538: 0.0013832103053203317
Position 1915: 0.001320540751659647
Position 348: 0.0012637436460539383
Position 228: 0.0011845613914389754
Position 286: 0.0011039650700605558
Position 566: 0.0008663502603561929
Position 16921: 0.0008316663143108499
Position 578: 0.0007948646056011533
Position 2051: 0.0007572991067046283
Position 764: 0.0007295422772244553
Position 320: 0.000664945787258018
Position 2883: 0.0006246773458112072
Position 203: 0.0006072874362964208
Position 423: 0.0005454181691786149
Position 2732: 0.0005314460714407323
Position 17326: 0.0004829927703484031
Position 4192: 0.00038062637967561735
Position 716: 0.0003231501838454428
Position 2149: 0.00027210551332235324
Position 3458: 0.0002197422378455255
Position 246: 0.00021964825263071796
Position 4500: 0.00021254014766514134
Position 682: 0.00017430699837491697
Position 2404: 0.00017319474575900787
Position 16471: 0.00017281281292114793
Position 1756: 0.00017155969725579553
Position 1130: 0.00016363105029295393
Position 3509: 0.00015962920334469563
Position 789: 0.0001407535138507149
Position 787: 0.0001234030747546861
Position 825: 0.00011332138302643301
Position 1123: 0.0001012342444504628
Position 296: 0.00010016323983325038
Position 983: 7.206323866407267e-05
Position 1262: 6.952575583415256e-05
Position 1107: 6.775201263084845e-05
Position 801: 6.134386525272733e-05
Position 1024: 5.324693061840078e-05
Position 44: 5.267598390428539e-05
Position 1240: 4.581240122264612e-05
Position 144: 4.0861068719490534e-05
Position 467: 3.780176267809158e-05
Position 1358: 3.778857669322793e-05
Position 1748: 3.364336992208579e-05
Position 505: 2.7937537798016068e-05
Position 58: 2.6709742532504438e-05
Position 17015: 2.3529445927635053e-05
Position 444: 2.261833544942821e-05
Position 179: 2.161692382960457e-05
Position 32: 4.00686943001412e-06
Position 530: 3.898424648997806e-06
Position 582: 8.785878525243859e-07
Position 30: 8.029512253094576e-07
Position 576: 3.5742268286685714e-07
Position 909: 1.528779948258107e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14425: 0.9966692800445281
Position 16390: 0.9535731223757813
Position 9491: 0.9147741252741028
Position 12007: 0.7290167505198918
Position 16108: 0.6826872503188774
Position 633: 0.41637908994130995
Position 23301: 0.33255365956515387
Position 15386: 0.3295583966292506
Position 12221: 0.22850221862807094
Position 6058: 0.21235020599735116
Position 11092: 0.16944162569762677
Position 2596: 0.16145815362463256
Position 5445: 0.1414782142619305
Position 10813: 0.13855247374293117
