Gene = Pifo
index = 817
Annotated 5SS: [  219 13549 14275 15119 16375]
Annotated 3SS: [13402 14175 14987 16256 17446]
SMsplice 5SS: [  219 13549 16375]
SMsplice 3SS: [13402 16256 17446]
top_k =  500
Partition function (log Z): -11.406572498846074

Sorted 5' Splice Sites (High to Low Probability):
Position 219: 0.9058955879300565
Position 13549: 0.7705873733032824
Position 4987: 0.47770324660125085
Position 16375: 0.38006438260300796
Position 15119: 0.3170468500991956
Position 10927: 0.21233791278062603
Position 10251: 0.12287891406088836
Position 2417: 0.11554559975612957
Position 5693: 0.0846141594350547
Position 463: 0.07913143534037682
Position 4777: 0.02435507455455871
Position 137: 0.016495169755215793
Position 2386: 0.007594994023051558
Position 3294: 0.0058174445379417985
Position 1223: 0.005367482705498167
Position 275: 0.004729597008212684
Position 2529: 0.004175294268022048
Position 10592: 0.0028270122063449
Position 1308: 0.0025015923918052527
Position 2438: 0.002133028695559734
Position 4317: 0.002034423572985137
Position 1814: 0.001505503005056269
Position 474: 0.0011115132206614088
Position 3813: 0.0008678542282935517
Position 2911: 0.0008455174508595377
Position 1122: 0.0006096900463242866
Position 3298: 0.00032911584275191025
Position 3838: 0.00032556884653109315
Position 1670: 0.00032501518868647845
Position 3113: 0.0002912836719659165
Position 3058: 0.0002403109790474032
Position 3302: 0.00023064295577686144
Position 1048: 0.00021192631997708433
Position 241: 9.106964934762259e-05
Position 336: 4.762130203514406e-05
Position 4994: 4.1278841691686814e-05
Position 574: 2.7601324455139214e-05
Position 97: 2.6532923817498163e-05
Position 313: 2.0657366270957797e-05
Position 81: 1.8308294063949896e-05
Position 31: 4.210556118618375e-06
Position 943: 2.4060438266417133e-06
Position 1908: 2.3148540141930747e-06
Position 1901: 1.6243212748982716e-06
Position 2116: 1.343692081841663e-06
Position 1590: 1.2809152319562292e-06
Position 424: 1.1530147463209585e-06
Position 1233: 1.0934358713373095e-06
Position 863: 1.0303212188543968e-06
Position 685: 1.0253148461217733e-06
Position 65: 9.993894070480925e-07
Position 1863: 7.562941515737326e-07
Position 895: 7.453707349047852e-07
Position 947: 6.290260783218767e-07
Position 726: 5.827680519610892e-07
Position 899: 5.016835303981898e-07
Position 1661: 4.839033125833797e-07
Position 1922: 4.716834059779678e-07
Position 1101: 4.0187161327896454e-07
Position 1568: 3.957716179166703e-07
Position 1839: 3.8158194827496874e-07
Position 718: 3.1990161124373004e-07
Position 1335: 2.9968535250117683e-07
Position 371: 1.6457247740062836e-07
Position 84: 9.366301327202823e-08
Position 34: 4.3852684472636815e-08
Position 11: 2.872648759369721e-08
Position 343: 1.1176348850164169e-08
Position 695: 8.12187815218181e-09
Position 4959: 2.7386660257969877e-09
Position 489: 1.8371831670098491e-09
Position 289: 6.46094809200336e-10
Position 499: 1.4787007661571281e-10
Position 518: 3.99511518965409e-11
Position 395: 1.7986426771381958e-11
Position 546: 1.5800163520358172e-11
Position 487: 9.00809279920607e-12
Position 533: 8.654905386366219e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13402: 0.8160058642044258
Position 17446: 0.6108575270048855
Position 4848: 0.47449652621936994
Position 16256: 0.44114537508443213
Position 14987: 0.41112102884039203
Position 10851: 0.22245958023055243
Position 2327: 0.13221406161431043
Position 10102: 0.1260901136054105
Position 15918: 0.0530570887652903
Position 5570: 0.04882894534043208
Position 5523: 0.028002853318896254
Position 4670: 0.026883594832532918
Position 16661: 0.026366414658579154
Position 13770: 0.011138646753852914
Position 5143: 0.00895136865028354
Position 4893: 0.008219759939129134
Position 14562: 0.007760586020251863
Position 5549: 0.006800402249932789
Position 10418: 0.006344153122327704
Position 1034: 0.006246741792569026
Position 10989: 0.005968416410800173
Position 4907: 0.0059671981669310115
Position 1250: 0.004120773498342834
Position 3212: 0.0033308675376450803
Position 2799: 0.0030037948245479926
Position 15313: 0.002912333324242262
Position 3182: 0.0026578693953419135
Position 2416: 0.002534850231560261
Position 12502: 0.002446122143237718
Position 4853: 0.0023684714892784294
Position 5478: 0.0023434036381315875
Position 11746: 0.0023292728436865666
Position 3892: 0.0023068396486989745
Position 278: 0.0022990263833358366
Position 300: 0.0019242998421348649
Position 10307: 0.0019180971309607324
Position 3732: 0.001805079295449725
Position 13898: 0.0017334484302606757
Position 4128: 0.0016944803110649413
Position 1698: 0.0014401477333511712
Position 6756: 0.0013229192061695425
Position 2331: 0.0013222802077135726
Position 613: 0.0013078684028195963
Position 8659: 0.0012305442079222544
Position 1013: 0.0011216787127803919
Position 3386: 0.0010757226971829185
Position 3044: 0.001038022231951903
Position 407: 0.0009872861678134643
Position 350: 0.0008661054540847605
Position 3680: 0.0008407525385493053
Position 10969: 0.0008098670717646856
Position 1794: 0.000756571594284119
Position 8965: 0.0006629526931221609
Position 4296: 0.0006332137167928289
Position 3131: 0.0005948035428419594
Position 8867: 0.000584906594994232
Position 4637: 0.0005740807946168529
Position 9718: 0.0005398037988078133
Position 3463: 0.000441882406080809
Position 4106: 0.00042042838579229517
Position 5280: 0.00038352585784534593
Position 1741: 0.00031251033682361983
Position 855: 0.00030877984567718054
Position 323: 0.00030754017731677186
Position 7522: 0.00026727058427655315
Position 368: 0.0002492333191291125
Position 4103: 0.00021919678343403364
Position 5095: 0.0002020650036187171
Position 3543: 0.00019591809630450398
Position 2371: 0.0001784954761307679
Position 305: 0.00016917619926576
Position 1810: 0.00016794369150027397
Position 1561: 0.00015319193279957527
Position 6133: 0.00015071477423452798
Position 3358: 0.00013818566120272035
Position 6875: 0.0001367638242181946
Position 335: 0.00012811541669185424
Position 1045: 0.00012467690083779623
Position 364: 0.00012164955412796694
Position 2533: 0.00011315687608365262
Position 416: 0.00010482005421057544
Position 1306: 0.00010471813445854534
Position 328: 9.59832989665068e-05
Position 377: 9.358899945038079e-05
Position 1574: 8.925226033539394e-05
Position 307: 8.444701004714463e-05
Position 3958: 7.79445211756311e-05
Position 7299: 7.644507823326014e-05
Position 1964: 7.373565750539901e-05
Position 1069: 7.01063593933988e-05
Position 294: 6.647479954388913e-05
Position 380: 5.788089061738735e-05
Position 241: 5.643027713175551e-05
Position 533: 5.6270184875657414e-05
Position 880: 5.596564894213339e-05
Position 2823: 4.049114173513178e-05
Position 4498: 3.616994349936186e-05
Position 353: 3.4928371130281334e-05
Position 1078: 3.36494571690877e-05
Position 296: 3.229202665179073e-05
Position 5376: 3.12544239113946e-05
Position 3323: 2.889021470384875e-05
Position 2951: 2.804507576877234e-05
Position 2023: 2.7156846573015925e-05
Position 3685: 2.4390210165533467e-05
Position 391: 2.4270722824105698e-05
Position 836: 2.3842061580425034e-05
Position 495: 2.35678130199693e-05
Position 546: 2.192768473624061e-05
Position 2801: 2.1202261317542666e-05
Position 325: 2.0666439450478267e-05
Position 2437: 2.028957353334727e-05
Position 4458: 2.027087672288629e-05
Position 2116: 1.8688538661055693e-05
Position 3575: 1.45835557122501e-05
Position 1986: 1.3239424123051178e-05
Position 743: 1.3183348551268076e-05
Position 484: 1.2029101162576193e-05
Position 762: 9.797263297957372e-06
Position 2001: 9.692026594585347e-06
Position 1344: 7.501077280922121e-06
Position 1222: 7.293446560806816e-06
Position 557: 5.575988666637198e-06
Position 457: 9.175196301222842e-07
Position 1125: 9.035742534772785e-07
Position 460: 7.143723912705458e-07
Position 1055: 5.458157656777889e-07
Position 1619: 2.41340270902858e-07
Position 1642: 1.8890140434131962e-07
Position 424: 1.4407292406761357e-07
Position 1257: 1.265341156001848e-07
Position 2265: 1.1638807887486758e-07
Position 947: 8.311498045188477e-08
Position 395: 5.305440182519546e-08
Position 317: 5.070209986869256e-08
Position 435: 4.3295896635327206e-08
Position 393: 2.719237215037384e-08
Position 255: 1.85599289795973e-08
Position 1081: 1.352964675803111e-08
Position 1122: 1.2462612245647007e-08
Position 962: 1.0557061653006895e-08
Position 1137: 5.112594713589922e-09
Position 129: 2.1290841789551677e-10
Position 118: 1.9784421972174804e-10
Position 136: 9.606003038608887e-11
Position 164: 4.582779609353323e-11
Position 97: 4.5512858367569494e-11
