Gene = Fam174b
index = 395
Annotated 5SS: [  527 26317]
Annotated 3SS: [26184 34593]
SMsplice 5SS: [  527 26317 31922 34685 35794]
SMsplice 3SS: [26184 31820 34593 35621 36018]
top_k =  500
Partition function (log Z): -22.40582779575204

Sorted 5' Splice Sites (High to Low Probability):
Position 527: 0.8031296506074336
Position 1197: 0.5274348712288602
Position 910: 0.45466026433827295
Position 1872: 0.32214112472755846
Position 4483: 0.20769548533398316
Position 3420: 0.13973717146749157
Position 1112: 0.0819714733401638
Position 181: 0.05616951520370975
Position 633: 0.03382028518841239
Position 1102: 0.0281304594737791
Position 465: 0.02330112288900634
Position 1886: 0.02179553517981435
Position 119: 0.015936573428706316
Position 1590: 0.007936557814734386
Position 4475: 0.007050148705523342
Position 340: 0.006543819484999048
Position 4032: 0.0059434085602585425
Position 3989: 0.004239888099150663
Position 293: 0.003812879843693114
Position 1117: 0.003348207362912618
Position 1091: 0.0032400309160346254
Position 5835: 0.003198042333888949
Position 6609: 0.002822059112070783
Position 1345: 0.0024844689421310018
Position 1136: 0.0024246635516854743
Position 6021: 0.0024160756926238057
Position 414: 0.002136868183594153
Position 1332: 0.0019358386428380808
Position 2938: 0.001731678002992215
Position 185: 0.0010043423645674226
Position 439: 0.0006121752083409614
Position 769: 0.0005732732754906855
Position 1621: 0.0005456821865894535
Position 411: 0.0005367416688624823
Position 688: 0.0004748160040021031
Position 1998: 0.0004476196828132036
Position 536: 0.0004437032072278301
Position 149: 0.00033996210275227817
Position 852: 0.00024687482531157994
Position 478: 0.0002130633264577563
Position 531: 0.00019322014411212937
Position 39: 0.00019313470488605528
Position 610: 0.00012853547779750237
Position 1847: 0.00012826596072048897
Position 746: 0.00010870052924852081
Position 402: 6.203526683229434e-05
Position 14: 2.784232824560216e-05
Position 896: 2.7279867433959735e-05
Position 430: 2.469501520030091e-05
Position 519: 2.0032510960391423e-05
Position 710: 1.706395442278801e-05
Position 780: 1.4588291131362763e-05
Position 18: 1.1788554332828434e-05
Position 943: 1.1643169206687451e-05
Position 505: 1.1165891958899968e-05
Position 471: 9.722983577333517e-06
Position 574: 4.3528500326169156e-06
Position 829: 4.1427718703891365e-06
Position 194: 3.630117033511883e-06
Position 719: 3.4984370491957064e-06
Position 12: 8.769944079788695e-07
Position 5: 5.468013043022533e-07

