Gene = Sln
index = 986
Annotated 5SS: [163]
Annotated 3SS: [3241]
SMsplice 5SS: [163]
SMsplice 3SS: [3241]
top_k =  500
Partition function (log Z): -8.170729058137171

Sorted 5' Splice Sites (High to Low Probability):
Position 163: 0.9397979464453244
Position 1228: 0.18338422461690815
Position 1683: 0.09753301079385707
Position 3088: 0.0692179043776163
Position 271: 0.051690716813248834
Position 591: 0.022977653407051487
Position 1060: 0.021575024812539822
Position 2978: 0.02157116094548829
Position 1791: 0.02022028322722819
Position 3384: 0.011924678627239184
Position 881: 0.010501067170608074
Position 2714: 0.005279965163240304
Position 3023: 0.004040082012554676
Position 4262: 0.0036397070496809758
Position 531: 0.0031725740998545227
Position 3317: 0.003067204086531878
Position 2792: 0.0030281428328445383
Position 3389: 0.0022813827666470616
Position 111: 0.0022200636191922977
Position 733: 0.0021548703682926443
Position 2722: 0.001987268427063799
Position 125: 0.001912196023074554
Position 2984: 0.001737066929780125
Position 497: 0.0012602692967005192
Position 2780: 0.001238024215128909
Position 132: 0.0012290873351221941
Position 702: 0.001028769838755373
Position 1547: 0.0008746282581169686
Position 2594: 0.0004813049238645765
Position 3075: 0.000446171624856762
Position 1167: 0.00038671556936628436
Position 1204: 0.00035111548350185047
Position 2261: 0.0003384977729968199
Position 932: 0.00015722715784022615
Position 426: 0.00010074065880644158
Position 422: 8.797148372905193e-05
Position 179: 8.692313652215097e-05
Position 573: 6.304222063525368e-05
Position 581: 4.059214639637162e-05
Position 499: 3.1094153603452295e-05
Position 141: 2.9254202212183502e-05
Position 715: 2.175399037488291e-05
Position 501: 1.95536844246748e-05
Position 770: 1.9363061696466394e-05
Position 759: 1.4083466074187422e-05
Position 1138: 1.12653887513435e-05
Position 33: 9.378143304451178e-06
Position 2061: 8.036166009206179e-06
Position 215: 7.396134827237796e-06
Position 1353: 6.916201237295158e-06
Position 1918: 6.0554762098072684e-06
Position 1195: 4.682255607283949e-06
Position 1192: 4.569181247934791e-06
Position 1100: 3.5936499372117718e-06
Position 892: 3.5207208839040748e-06
Position 1171: 3.2515952592415037e-06
Position 934: 2.946513275525416e-06
Position 143: 1.491521208105325e-06
Position 217: 1.3539695609314252e-06
Position 205: 1.215152124245706e-06
Position 337: 9.129070014436539e-07
Position 238: 8.514505258212853e-07
Position 75: 7.44485247369587e-07
Position 199: 5.672805036177858e-07
Position 22: 9.906751753459428e-08
Position 222: 9.734237102210615e-08
Position 13: 9.541695141442165e-08
Position 322: 2.4328657026900806e-08
Position 411: 1.5601582070133655e-08
Position 39: 1.3738939950481386e-08
Position 437: 1.119466909674864e-08
Position 262: 4.653591894581674e-09
Position 415: 2.7239447193079773e-09
Position 394: 8.295338720059883e-10
Position 355: 7.82586657710053e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3241: 0.5833446026396544
Position 1059: 0.15223897113338045
Position 2977: 0.09974695052423171
Position 1564: 0.0931606266875652
Position 1093: 0.09230405800844645
Position 2433: 0.04048013881213306
Position 571: 0.0383831430791657
Position 4120: 0.03678524535954404
Position 2694: 0.03665276193855955
Position 411: 0.028902446817709357
Position 1332: 0.028760883783150105
Position 3184: 0.025643572216211764
Position 2763: 0.02126336038459814
Position 355: 0.019772621375565687
Position 1673: 0.016364837056260545
Position 3424: 0.01164985164489709
Position 2833: 0.011179903734743537
Position 2305: 0.009955471022479222
Position 2302: 0.009950636691343965
Position 932: 0.00901355227009745
Position 2251: 0.008272458970280956
Position 2537: 0.007549663833257578
Position 980: 0.007167058972109044
Position 3494: 0.007121115076181512
Position 4375: 0.006697298138089438
Position 766: 0.006599928820353435
Position 3348: 0.006296240856347957
Position 448: 0.006172619384879066
Position 3622: 0.005536261966298067
Position 1352: 0.0052111097065252205
Position 262: 0.0050156774472524465
Position 2987: 0.004253018487875023
Position 3677: 0.003763665031610887
Position 2016: 0.003273945603799573
Position 2891: 0.002623094000046076
Position 2001: 0.002374543742735561
Position 3576: 0.0021369474387398224
Position 2163: 0.002104890581170537
Position 641: 0.0020435888059073667
Position 469: 0.001912025253410831
Position 430: 0.001910438157621147
Position 2111: 0.0018938210126012139
Position 3204: 0.001810324330380719
Position 2854: 0.0016980641607805148
Position 870: 0.001592254250418954
Position 1790: 0.0015717855537775735
Position 627: 0.001510157023567291
Position 1336: 0.0014922142143968969
Position 2963: 0.0012633204417758668
Position 1097: 0.0012039352513837768
Position 3902: 0.001169716812430966
Position 384: 0.0009065766665712556
Position 864: 0.0008106167228905981
Position 3297: 0.0008046931521375474
Position 3122: 0.0008005148738183621
Position 1597: 0.0007913854365909427
Position 2874: 0.0007501842734752963
Position 3087: 0.0007476538284695112
Position 270: 0.0006249246352246817
Position 3245: 0.000606600906134388
Position 3561: 0.0005401309264737929
Position 3448: 0.0005226808174279158
Position 701: 0.0004910418095095976
Position 773: 0.00048365898900458736
Position 836: 0.00046089394505198684
Position 892: 0.00039479010816778344
Position 3186: 0.0003865288987138261
Position 889: 0.00038377916603802887
Position 2446: 0.0003548977216258152
Position 3539: 0.0003496474122508394
Position 715: 0.0003338070939574742
Position 1099: 0.00028204267831425923
Position 1178: 0.0002508961533305681
Position 1723: 0.00024190928676310033
Position 3056: 0.00023818820669669103
Position 1864: 0.00022020811767779544
Position 1980: 0.00021875280322381763
Position 1447: 0.00019940066092272412
Position 1485: 0.0001587592878811522
Position 285: 0.00014064256311593668
Position 381: 0.00013955637375073163
Position 2036: 0.00013484933555828936
Position 222: 0.00013412287704345506
Position 845: 0.00012566948284894184
Position 1215: 0.00011347719670349882
Position 298: 0.00010190649031487754
Position 1015: 3.489922558901839e-05
Position 1027: 3.467446060000512e-05
Position 1652: 3.384456616216101e-05
Position 1490: 3.2809506855481045e-05
Position 1492: 3.224751031035706e-05
Position 2592: 2.2347760100186393e-05
Position 4047: 9.007915950528518e-06
Position 515: 8.405808777521128e-06
Position 738: 7.016126993453426e-06
Position 512: 6.754503470101352e-06
Position 721: 6.75140644879574e-06
Position 1389: 6.43920144838073e-06
Position 732: 4.484089295884046e-06
Position 939: 2.6741118597296967e-06
Position 595: 2.4638110293468995e-06
Position 777: 2.3239551625241837e-06
Position 474: 2.1027075755938606e-06
Position 797: 1.9470856730384743e-06
Position 727: 1.4522181540733101e-06
Position 162: 1.4382236877414404e-06
Position 813: 9.193042530407817e-07
Position 744: 8.955736908522268e-07
Position 725: 7.26248532203962e-07
Position 751: 6.964725300611001e-07
Position 1202: 5.60384061501911e-07
Position 471: 5.305992263812684e-07
Position 493: 4.403014502015309e-07
Position 542: 3.4048953646228963e-07
Position 186: 6.018740602126266e-08
Position 779: 2.5946924674412043e-08
Position 517: 1.2988377492201413e-09
Position 173: 1.00538780032857e-09
Position 135: 8.613929825948807e-10
Position 169: 5.722852040552017e-10
Position 104: 1.8754703052018467e-10
Position 602: 1.3418606415300068e-10
Position 591: 1.2187894418463096e-10
Position 110: 9.711152342190968e-11
Position 124: 2.4772816964737885e-11
Position 116: 2.051626143166738e-11
Position 80: 1.6458560365944512e-11
Position 141: 1.2461301987681759e-11
Position 75: 2.9599648505620367e-12
Position 100: 1.2364379430814435e-12
Position 92: 1.1173759140585697e-12
Position 88: 7.074637561966617e-13
Position 118: 2.3318494527227875e-13
Position 83: 6.777939548651838e-14
