Gene = Nps
index = 764
Annotated 5SS: [  8 202]
Annotated 3SS: [ 119 3553]
SMsplice 5SS: [  8 202]
SMsplice 3SS: [ 119 2405]
top_k =  500
Partition function (log Z): -8.22423610015954

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.8844686223904621
Position 8: 0.535403626523211
Position 1431: 0.2504364651150342
Position 1389: 0.1880393357782131
Position 1288: 0.07676850971612663
Position 1315: 0.05412669445438365
Position 3144: 0.05228458680752481
Position 381: 0.03666144146546196
Position 13: 0.03604148002303327
Position 51: 0.03421476033214654
Position 2214: 0.033226465528622365
Position 299: 0.02703718689619639
Position 1508: 0.01598616575589695
Position 377: 0.012057962366891353
Position 352: 0.011492411785828847
Position 769: 0.00602579017449035
Position 2469: 0.005190425304026021
Position 97: 0.0034151895549273093
Position 4018: 0.0033750650167229277
Position 1137: 0.0030775233467732884
Position 1215: 0.0028123144929251115
Position 630: 0.0027520050112248675
Position 4087: 0.0025374203037284034
Position 229: 0.0018165312261184256
Position 1518: 0.0016205182225375086
Position 331: 0.0013797300112401416
Position 40: 0.0011296516305450584
Position 1562: 0.0008180332635720073
Position 1163: 0.0007038394433958041
Position 367: 0.0006488011127522209
Position 2919: 0.00032098159443586216
Position 160: 0.0002772175858614222
Position 80: 0.00011439388562064923
Position 641: 7.571174819364404e-05
Position 55: 5.013956815623939e-05
Position 1406: 1.663775876774851e-05
Position 150: 1.6098045176718548e-05
Position 1572: 1.5537913583776193e-05
Position 1441: 1.371439089986504e-05
Position 169: 1.1713540519990967e-05
Position 1690: 9.893145442859328e-06
Position 2095: 9.818744643812249e-06
Position 1600: 6.058443504665665e-06
Position 1662: 4.87126157446691e-06
Position 156: 3.15422190752412e-06
Position 139: 2.4141776168357507e-06
Position 78: 1.3305554918516292e-06
Position 123: 9.75266146743288e-07
Position 187: 8.471647540484619e-07
Position 329: 2.8182931235149334e-07
Position 250: 2.392873532142022e-07
Position 210: 5.669977270878042e-08
Position 177: 1.9502040220630213e-08
Position 179: 1.242216756295464e-08
Position 287: 1.5549497935762105e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 119: 0.5844448386431986
Position 2405: 0.2600007096314008
Position 1214: 0.2564329040384731
Position 1388: 0.18518538840296356
Position 3016: 0.1831433422515543
Position 1352: 0.15874580715725553
Position 3248: 0.14416187466293426
Position 1258: 0.09349590303890491
Position 3844: 0.0641429554690946
Position 2081: 0.05578536474313508
Position 3594: 0.0363350221376509
Position 3553: 0.029483120235137637
Position 2739: 0.019726908737241568
Position 3331: 0.017411424322746137
Position 1058: 0.01696448661790121
Position 1120: 0.016624891766480108
Position 3951: 0.016522993925379523
Position 4157: 0.016173684359408257
Position 1683: 0.015786566363465662
Position 1229: 0.013434268129806472
Position 2262: 0.012407588603004269
Position 2168: 0.010454560167504182
Position 201: 0.009489824935308469
Position 1288: 0.006552285357786966
Position 620: 0.0063359975783367556
Position 692: 0.005982068433635235
Position 2582: 0.00467177759537478
Position 318: 0.004338671368777999
Position 420: 0.003815052943048105
Position 1479: 0.0037630744366261167
Position 2670: 0.0032223124585589735
Position 233: 0.002882423961061906
Position 1839: 0.0028704860824631264
Position 1457: 0.0022040121526137537
Position 3415: 0.0020678275631259616
Position 522: 0.0020212460152005435
Position 1271: 0.001998154100474119
Position 2205: 0.0018868331758008926
Position 1429: 0.0018822647639011806
Position 519: 0.0018564217829734576
Position 901: 0.0017881336709409188
Position 96: 0.0017829465928216326
Position 1748: 0.0016918773814318642
Position 2970: 0.001504600784671593
Position 293: 0.0012256859944230066
Position 573: 0.0007109176598901648
Position 481: 0.0006455134306088882
Position 400: 0.0005837767985177753
Position 559: 0.0005763581288866561
Position 1177: 0.0003631724186633431
Position 1314: 0.00014907974081353266
Position 298: 0.00011785045491538836
Position 1136: 0.00011643987505145298
Position 145: 0.00010141694475506547
Position 271: 8.635939956351117e-05
Position 134: 7.815481259985668e-05
Position 320: 6.2864457912905e-05
Position 713: 5.8955961813951055e-05
Position 237: 3.210127142835205e-05
Position 206: 3.175277534695392e-05
Position 986: 2.7467586610396888e-05
Position 84: 2.2406204725981087e-05
Position 626: 2.0275851234846196e-05
Position 725: 1.5217736275809762e-05
Position 377: 1.5856376630984289e-06
Position 576: 1.7958856931305915e-07
Position 645: 1.5509682438150398e-07
Position 280: 4.303125299572103e-08
Position 380: 2.643437915726173e-08
Position 245: 1.2750733638927137e-08
Position 352: 2.7448302496139403e-09
Position 329: 1.7604701053458206e-09
Position 338: 8.740964680602929e-10
Position 255: 1.695893087346172e-14
