Gene = Cops9
index = 288
Annotated 5SS: [ 106 2299]
Annotated 3SS: [2225 4581]
SMsplice 5SS: [ 379 2299]
SMsplice 3SS: [2225 4581]
top_k =  500
Partition function (log Z): -5.818696005634185

Sorted 5' Splice Sites (High to Low Probability):
Position 2299: 0.9727072105312138
Position 379: 0.5229897125726368
Position 106: 0.38842195609203106
Position 662: 0.30666124738349837
Position 672: 0.10089093167522321
Position 597: 0.047507221092022885
Position 3301: 0.04395240926286705
Position 1364: 0.029976223471511892
Position 2583: 0.025851271401151666
Position 3713: 0.022394828028337352
Position 667: 0.020674784654989994
Position 2447: 0.01929042084248036
Position 2146: 0.019180929888961893
Position 389: 0.01891979321229383
Position 264: 0.017279895978043046
Position 396: 0.01702200086248221
Position 269: 0.013552690747853677
Position 691: 0.012474687278955756
Position 3296: 0.011276123643476693
Position 1271: 0.01048951672586261
Position 618: 0.007990634758619657
Position 1725: 0.006022409458379144
Position 246: 0.005969216554217764
Position 4042: 0.005640568944862842
Position 1742: 0.005582434090940471
Position 140: 0.0046443198069057645
Position 4346: 0.003703824308519141
Position 280: 0.0033895065785250968
Position 1013: 0.003353716890532201
Position 3838: 0.0029784413538379816
Position 2654: 0.002265991287837852
Position 18: 0.002169966080155031
Position 1798: 0.001996305962202921
Position 3080: 0.0015364490925133716
Position 622: 0.0015191109510083
Position 3246: 0.001390967437138923
Position 4616: 0.000980721436300483
Position 2900: 0.000976403577738718
Position 4236: 0.0009157433896196188
Position 804: 0.0008599214676126583
Position 111: 0.0008126278033293245
Position 542: 0.0007818582413668218
Position 2303: 0.0006914156806545508
Position 240: 0.0006725337426531318
Position 4167: 0.000662853489294204
Position 2735: 0.0005662056117160829
Position 642: 0.000510905709706785
Position 579: 0.0004886183658288791
Position 2493: 0.0004824914454106226
Position 1764: 0.0004607721004340596
Position 4761: 0.0004203407861986686
Position 948: 0.0003803409470585331
Position 284: 0.0003225771720214102
Position 3480: 0.0003124725271873655
Position 1572: 0.0002920070601888393
Position 2359: 0.0001708412561712819
Position 678: 0.00016089619303390686
Position 114: 0.0001394656799957877
Position 37: 0.00011920288610483765
Position 424: 0.00011777259990537591
Position 134: 0.00010100586390619537
Position 66: 0.00010009836771523095
Position 91: 7.956107920430543e-05
Position 411: 7.145219070673722e-05
Position 2233: 5.405106016989883e-05
Position 486: 3.8119762490311496e-05
Position 222: 2.12937181114923e-05
Position 434: 1.9192507385923304e-05
Position 291: 1.7135311674607416e-05
