Gene = Pigg
index = 819
Annotated 5SS: [  470  1556  4864  6405  7429 14421 19584 20357 23953 26138 29496 31779]
Annotated 3SS: [ 1349  4653  6215  7286 14207 19365 20074 23494 25945 29185 31614 35227]
SMsplice 5SS: [  470  6405  7429 14421 20357 23953 26138 29496 31779]
SMsplice 3SS: [ 6294  7286 14207 20074 23752 25945 29185 31614 35280]
top_k =  500
Partition function (log Z): -1.2215537026140506

Sorted 5' Splice Sites (High to Low Probability):
Position 6405: 0.9941403738479727
Position 23953: 0.9786044474148745
Position 26138: 0.9445787155776529
Position 31779: 0.888159898688741
Position 29496: 0.8691313175906146
Position 14421: 0.8341742106361499
Position 7429: 0.7998332729955854
Position 470: 0.7205329912130964
Position 20357: 0.6408085631493214
Position 10311: 0.4218043390438009
Position 3659: 0.32671409185892336
Position 4864: 0.2980230930765075
Position 1556: 0.28962480002977165
Position 31524: 0.2673082368054341
Position 8874: 0.233185248071584
Position 15222: 0.21788900499232458
Position 24250: 0.20447122211880076
Position 32399: 0.1882069543241441
Position 19584: 0.17401099141297194
Position 4066: 0.1621739501306024
Position 14426: 0.16212234233667652
Position 25753: 0.15861222020383625
Position 364: 0.1542971258792173
Position 11989: 0.1321990636844022
Position 25683: 0.12698064965675224
Position 128: 0.10981890820584368
Position 15379: 0.10477508408409701
Position 8410: 0.07680534182622721
Position 25780: 0.06728032619241321
Position 34546: 0.06108477943885462
Position 27499: 0.05984800501378946
Position 7380: 0.047770074402313574
Position 29770: 0.04764772566775428
Position 33689: 0.0428010845088328
Position 1719: 0.0421001343006111
Position 11: 0.04177962558769151
Position 32405: 0.03886107531790311
Position 17209: 0.029134990778516206
Position 188: 0.02825130152094934
Position 7135: 0.028020247720914642
Position 31370: 0.02783030980451978
Position 27050: 0.026925745609497946
Position 12002: 0.026889233484964983
Position 7176: 0.025904846675614164
Position 15102: 0.02542004647683579
Position 23614: 0.024539435718317387
Position 7505: 0.01954984234143017
Position 8508: 0.019300238171090455
Position 10736: 0.01894459743864266
Position 35467: 0.017725338085601294
Position 2214: 0.016544958074647294
Position 26333: 0.016316376812113387
Position 23793: 0.01590239639104355
Position 5630: 0.013199414081575711
Position 19315: 0.012629968346454553
Position 24095: 0.012459988297088855
Position 179: 0.010663152783233407
Position 30144: 0.010498126543844053
Position 29526: 0.010481056394975994
Position 10913: 0.010464231713703517
Position 4993: 0.009928490237502871
Position 10891: 0.008773019536876427
Position 26666: 0.008411141880400968
Position 6703: 0.0072426260711895
Position 31328: 0.007069853138523148
Position 19473: 0.006738824850716666
Position 83: 0.006164904343516857
Position 6695: 0.006010873548042831
Position 12044: 0.00566266982791307
Position 31404: 0.005475664760040073
Position 6691: 0.005334706205546022
Position 6699: 0.005095596878987317
Position 30122: 0.004606602527351108
Position 19230: 0.00454466803362031
Position 3326: 0.004535440738970396
Position 11649: 0.0044883225412341654
Position 1452: 0.0043802464908831076
Position 238: 0.0038590081839634444
Position 251: 0.0034035202229047603
Position 1817: 0.0030794880560459795
Position 4017: 0.0028150873149010657
Position 30245: 0.0026529639452530173
Position 29298: 0.0025743147322740117
Position 35176: 0.0023806690814794896
Position 7745: 0.0022399871110058887
Position 4024: 0.0021475146688775715
Position 35164: 0.0019165230423219576
Position 6817: 0.0015657653767158115
Position 257: 0.0014406297782912506
Position 749: 0.0013134164050472544
Position 2286: 0.0006212026494921187
Position 1477: 0.0005799668883149969
Position 352: 0.0005583811473291499
Position 409: 0.00048258627184552685
Position 141: 0.00038524270951528983
Position 4012: 0.00032675130491411914
Position 1240: 0.0002857016635463836
Position 3104: 0.00027546551460315026
Position 631: 0.00026789198852902705
Position 7069: 0.0002674078204837159
Position 494: 0.00025669857825745416
Position 667: 0.000229543581363614
Position 1484: 0.00021973157996237508
Position 144: 0.00020606868620720153
Position 3755: 0.000186011133277182
Position 674: 0.000171437200519909
Position 2237: 0.00014615748242004416
Position 2304: 0.0001365985111037986
Position 232: 0.0001318861724205277
Position 35144: 0.00012085337070335956
Position 373: 0.0001201019215050727
Position 4109: 0.00010154203589986258
Position 902: 7.483327011259555e-05
Position 1129: 5.4683588627395664e-05
Position 999: 4.431115095833877e-05
Position 71: 4.142248901832731e-05
Position 929: 4.0194034002363745e-05
Position 283: 2.7406036681492355e-05
Position 26: 1.1655988236819403e-05
Position 240: 1.016174508419969e-05
Position 1352: 3.141018096761852e-06
Position 1392: 2.8580245928725886e-06
Position 273: 2.5084905542695195e-07
