Gene = Tma7
index = 1086
Annotated 5SS: [261 417 586]
Annotated 3SS: [ 360  497 4161]
SMsplice 5SS: [261 417 586]
SMsplice 3SS: [360 497 707]
top_k =  500
Partition function (log Z): 3.7984094192805307

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.996738951104758
Position 261: 0.9672129086111809
Position 586: 0.9160817445333668
Position 799: 0.33333005025457035
Position 834: 0.07164203510882021
Position 4066: 0.04379431759534914
Position 611: 0.03878152419414715
Position 3181: 0.032815837288887824
Position 2014: 0.029620559198914063
Position 607: 0.028896042723497783
Position 191: 0.024229937235570754
Position 89: 0.013639427934546922
Position 4193: 0.01346908376271817
Position 3921: 0.013276493212471825
Position 1998: 0.006451190575846754
Position 630: 0.006328790001767618
Position 1778: 0.005112903428764327
Position 2720: 0.0035485259309052117
Position 3975: 0.0018184027933400803
Position 171: 0.0017880996226243033
Position 125: 0.0011251596529369984
Position 453: 0.0006100660907619166
Position 225: 0.0004275286739671106
Position 131: 0.00039413963468476655
Position 284: 0.0003443514103110604
Position 826: 0.00029806234437454286
Position 590: 0.0001044766659283261
Position 247: 7.419534112418159e-05
Position 1742: 3.54754550131112e-05
Position 16: 1.6455867838814325e-05
Position 62: 1.1521662568345116e-05
Position 200: 1.0354527383343566e-05
Position 195: 5.087347345699391e-06
Position 650: 3.1157070695876217e-06
Position 646: 1.724051221563959e-06
Position 643: 1.6947196566679458e-06
Position 851: 1.4201454084333424e-06
Position 662: 7.286421457427984e-07
Position 634: 5.59504896019413e-07
Position 473: 1.8717340188416717e-07
Position 361: 1.382516424915289e-07
Position 1821: 1.299046998132587e-07
Position 698: 1.1196159380525683e-07
Position 878: 1.1086990405173824e-07
Position 669: 1.0340890490452152e-07
Position 667: 8.685709252575836e-08
Position 2060: 8.114770598532547e-08
Position 1139: 6.103661021721173e-08
Position 1333: 5.381996402487011e-08
Position 350: 3.6668028930603524e-09
Position 348: 2.300735168598665e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 360: 0.9996614157590431
Position 497: 0.9911489129927515
Position 707: 0.4845794878773448
Position 4161: 0.17623357379092763
Position 2291: 0.16659997176172622
Position 4022: 0.11101889975698719
Position 3180: 0.0879724654960287
Position 3086: 0.05780089568260221
Position 4289: 0.052169255410224866
Position 4145: 0.0452096702527032
Position 4167: 0.03544365731067463
Position 1239: 0.03433460806866132
Position 2550: 0.029086098609382292
Position 1847: 0.02741537256898299
Position 4271: 0.017996873642361546
Position 4466: 0.017782369028105652
Position 3832: 0.016845178443944942
Position 3396: 0.015458372518323462
Position 744: 0.014459588955229061
Position 2169: 0.012341076997648031
Position 1190: 0.012195342500914998
Position 1642: 0.010961212660211734
Position 1665: 0.01035898368565434
Position 170: 0.008921463657024694
Position 3792: 0.007973604243602933
Position 1938: 0.007459326232270826
Position 748: 0.007328996919575332
Position 2662: 0.00536591790493335
Position 1439: 0.004576821307512138
Position 1777: 0.004481197673010427
Position 684: 0.00415964412146472
Position 3607: 0.003921399567196933
Position 501: 0.0039041041001536144
Position 2439: 0.0036136445578741215
Position 1885: 0.003399677435902291
Position 4627: 0.00334292165427763
Position 3796: 0.002863134405250639
Position 1877: 0.002802139447538864
Position 2333: 0.002763575385975877
Position 3422: 0.002666978268200495
Position 2085: 0.002527715189371032
Position 1737: 0.0024442358458265073
Position 3145: 0.0023699824438591283
Position 4488: 0.002329367821276197
Position 1564: 0.0019779223741875286
Position 2216: 0.0019758856368524446
Position 762: 0.0018402399461995634
Position 1817: 0.0017502334989135118
Position 877: 0.001698941050788501
Position 4099: 0.0014523936583595665
Position 714: 0.001376362936503879
Position 2467: 0.0013245989612442617
Position 3810: 0.0013148279408301496
Position 1278: 0.0012281406728724793
Position 2452: 0.0012083761520214212
Position 1697: 0.001175406300271056
Position 929: 0.0011381735694166756
Position 1414: 0.0011115577623472045
Position 4473: 0.0011003155287976256
Position 1390: 0.0010644695832054036
Position 1076: 0.0010572668538972917
Position 955: 0.0010510225254579215
Position 2304: 0.0010212061628645688
Position 3877: 0.0008712144657257502
Position 1751: 0.0008587079660000131
Position 1544: 0.0007428624967856155
Position 1983: 0.0007349394331824495
Position 1820: 0.0007314182704306946
Position 891: 0.0006070109102835463
Position 4065: 0.0005787741452166331
Position 2496: 0.0005122664074023155
Position 1070: 0.0004675692491009987
Position 1284: 0.00046634013744632655
Position 1453: 0.0003213308515082406
Position 3313: 0.0003169565702808653
Position 218: 0.00025302039851072487
Position 506: 0.00025300954829549316
Position 1250: 0.0002325706695069706
Position 1197: 0.00022865792079007508
Position 2676: 0.00021211752797387358
Position 898: 0.00021030238950771205
Position 2794: 0.00020603195379523086
Position 518: 0.00020499437237699595
Position 3095: 0.00013310026571607342
Position 157: 0.0001255089154305862
Position 3034: 0.00010317693312435195
Position 1312: 8.845330946897128e-05
Position 527: 5.3881299393551205e-05
