Gene = Wls
index = 1192
Annotated 5SS: [  311 33445 57719 61807 67515 70085 71659 72087 74168 75283 83844 94633]
Annotated 3SS: [33171 57593 61644 67377 69915 71560 72022 74023 75198 83689 94513 98717]
SMsplice 5SS: [  311  8909 33445 57719 61807 67515 71659 74168 75283 83844]
SMsplice 3SS: [ 8827 33410 57593 61644 67377 71560 74095 75198 83689 98717]
top_k =  500
Partition function (log Z): -49.90975833191327

Sorted 5' Splice Sites (High to Low Probability):
Position 311: 0.9938224851097396
Position 8909: 0.4158290672420341
Position 1438: 0.20086030229983587
Position 1451: 0.08353023412686995
Position 5867: 0.03327465683703566
Position 13239: 0.029704607360522807
Position 2217: 0.02367817036653769
Position 1386: 0.01248055951244892
Position 5878: 0.005205763691935293
Position 5991: 0.0037466081370781915
Position 1110: 0.0036109477741981676
Position 68: 0.002849021437469893
Position 7131: 0.0017750798535217654
Position 5634: 0.0010598781956166804
Position 295: 0.0009832082430123335
Position 1038: 0.0009630740165832982
Position 527: 0.0004821730636437659
Position 317: 0.0004391658192656411
Position 2553: 0.00034347306388631606
Position 2063: 0.0002998792653360425
Position 1477: 0.0002542877150303158
Position 1184: 0.00013245007791291242
Position 1447: 0.00011555266273367654
Position 390: 0.0001155285192322784
Position 1270: 9.714877161328946e-05
Position 971: 6.0696610545038256e-05
Position 688: 5.555793749469632e-05
Position 233: 3.439783527968639e-05
Position 103: 2.4628093473512685e-05
Position 196: 2.3788255309751384e-05
Position 1144: 2.0219651685732075e-05
Position 315: 1.4635073239493403e-05
Position 948: 1.3493859912549517e-05
Position 1507: 9.881927500239247e-06
Position 1056: 9.508486640389675e-06
Position 607: 7.984636639456141e-06
Position 904: 7.363625177553858e-06
Position 552: 7.131859365376336e-06
Position 770: 5.7406634345143125e-06
Position 72: 5.6492267963674745e-06
Position 271: 5.077449987163762e-06
Position 253: 4.41228773424403e-06
Position 783: 4.300592001217386e-06
Position 1456: 3.892507738533922e-06
Position 1587: 3.5928486605707258e-06
Position 1444: 3.5227963425354557e-06
Position 510: 3.1846365507165892e-06
Position 283: 3.0341310973610075e-06
Position 1366: 2.5334476629011097e-06
Position 657: 2.4536552718970743e-06
Position 1080: 1.792576716379309e-06
Position 592: 1.7791263925969976e-06
Position 1351: 1.3722949979844555e-06
Position 914: 1.2850204788754403e-06
Position 1390: 1.1067053413397116e-06
Position 871: 1.0248063852858953e-06
Position 421: 4.809069696060576e-07
Position 2258: 1.7094672927968572e-07
Position 521: 1.5532424089879412e-07
Position 479: 9.725131606868661e-08
Position 817: 6.404034088464437e-08
Position 1486: 5.508668543800198e-08
Position 3: 4.427350362162654e-08
Position 1592: 4.332776652747898e-08
Position 1405: 3.534318014423113e-08
Position 484: 3.5028176375910884e-08
Position 558: 3.4861619050591795e-08
Position 432: 4.7206537532937656e-12
Position 621: 3.799224201979607e-12
Position 599: 9.457917700589089e-13
Position 384: 1.0792199734645456e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1269: 0.3545297855329707
Position 8827: 0.3517498849664269
Position 13194: 0.2514966318296329
Position 14199: 0.08158581946357414
Position 11747: 0.07563655445261872
Position 5777: 0.07291864712494105
Position 8712: 0.06744051065663006
Position 9324: 0.042829864651302896
Position 1204: 0.0410258271450533
Position 2628: 0.03986942598276795
Position 6560: 0.033899979905148606
Position 10899: 0.03371756880391669
Position 10850: 0.024368413490111422
Position 1922: 0.022969000356318235
Position 11699: 0.02293935383007176
Position 12205: 0.019928059288655632
Position 14278: 0.016253420142612093
Position 7391: 0.01603559715868057
Position 10530: 0.012327015231382741
Position 13784: 0.011253429284809727
Position 13347: 0.01067638707399594
Position 2518: 0.009964243110391815
Position 3992: 0.00946025566315234
Position 9723: 0.009307858917155208
Position 8682: 0.008881487293394533
Position 2120: 0.008607513774434885
Position 7850: 0.007648790954626843
Position 1531: 0.007335118953919261
Position 10672: 0.006594259447928529
Position 2063: 0.005717830376264864
Position 1748: 0.005634854248225597
Position 4717: 0.00557714346473747
Position 2066: 0.005374645707710144
Position 1965: 0.005121824712616997
Position 4274: 0.0050005319377411026
Position 390: 0.004518343634926311
Position 2422: 0.004475016835789644
Position 8049: 0.00429305331014122
Position 4972: 0.004158277359764508
Position 2584: 0.004118964355378183
Position 9092: 0.0037394695464381005
