Gene = St5
index = 1035
Annotated 5SS: [   90 47141 60937 64173 72071 74828 75812 76756 77486 78214 78872 81854
 82514 86066 89534 89804 90922 91609 91885]
Annotated 3SS: [47035 59685 64035 71918 74611 75714 76710 77300 78103 78801 81775 82372
 85916 89355 89761 90809 91368 91797 92466]
SMsplice 5SS: [  850 13376 14593 43233 47141 47625 60937 64173 72071 75812 76756 77486
 78214 78872 81854 86066 89534 89804 90922 91609 91885]
SMsplice 3SS: [13280 14517 43104 47035 47413 60875 64035 71918 75714 76710 77311 78103
 78801 81775 85916 89355 89761 90809 91368 91797 92466]
top_k =  500
Partition function (log Z): -46.647010484283186

Sorted 5' Splice Sites (High to Low Probability):
Position 13376: 0.696444046675373
Position 850: 0.6588489954955342
Position 14593: 0.5988309834793358
Position 90: 0.4496075009394417
Position 3387: 0.11914744713963295
Position 4131: 0.09575305681128164
Position 10659: 0.05014673810349146
Position 430: 0.023505350455201118
Position 1282: 0.017755622540525682
Position 739: 0.008490822153110467
Position 7863: 0.0071205183654451075
Position 7180: 0.004043338209176592
Position 4053: 0.0027773299993979544
Position 7848: 0.0025564247302936388
Position 5829: 0.0021016090221488465
Position 1687: 0.0017627268703177055
Position 2285: 0.0017337376138137084
Position 3449: 0.0008999169388965345
Position 1646: 0.0006480738786587979
Position 705: 0.0006199795402383136
Position 5886: 0.0005007468620138834
Position 5891: 0.00042807877842590113
Position 536: 0.000352921075055612
Position 3967: 0.0003018927740283544
Position 181: 0.0002610010010164489
Position 1187: 0.00022575969499652544
Position 242: 0.00010478376342074332
Position 127: 7.709760821302818e-05
Position 591: 6.909611987399447e-05
Position 1551: 4.6606672175837296e-05
Position 63: 4.296869485399988e-05
Position 631: 3.6831258983333036e-05
Position 611: 3.2164219077254505e-05
Position 303: 2.7780219547659487e-05
Position 2036: 2.6773779332083018e-05
Position 202: 1.2011587338038875e-05
Position 3920: 6.301715072316101e-06
Position 1111: 4.814919243799962e-06
Position 796: 4.756186351919553e-06
Position 47: 3.276250532944698e-06
Position 81: 2.661243351919488e-06
Position 568: 2.5196313248852114e-06
Position 32: 1.8920543447291334e-06
Position 106: 1.0124755785704358e-06
Position 1251: 7.94542641357829e-07
Position 136: 5.495446188164512e-07
Position 134: 3.591624044890056e-07
Position 1369: 2.9962500673551707e-07
Position 1191: 2.1526146119242682e-07
Position 613: 1.115032209361955e-08
Position 414: 3.778403060139092e-09
Position 542: 2.8566838792069915e-09
Position 794: 2.4241224302127703e-09
Position 387: 4.2407730658599406e-10
Position 374: 3.8382885022027065e-10
Position 340: 2.954443739379097e-10
Position 351: 5.383886516161341e-11
Position 377: 1.452957557675583e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13280: 0.7681296174079544
Position 14517: 0.6489609516043588
Position 20101: 0.1431858566953285
Position 14754: 0.13856493149044793
Position 3998: 0.09893702652425201
Position 15821: 0.08762135890269532
Position 3273: 0.08366505768145602
Position 14982: 0.07355353598603194
Position 16013: 0.06683516740632077
Position 10410: 0.05519172262983355
Position 15222: 0.05079070353212038
Position 14273: 0.047483095071015766
Position 690: 0.04594914334662433
Position 14733: 0.038279429466390194
Position 9876: 0.03449054935752644
Position 3323: 0.030671823343710172
Position 7922: 0.028805196529033024
Position 383: 0.028637354591121586
Position 3843: 0.026127529734611823
Position 6159: 0.02175655875409176
Position 704: 0.017598264224505982
Position 7754: 0.016180212608934492
Position 1763: 0.014858022401972095
Position 1487: 0.014718872615065708
Position 785: 0.010364907402320501
Position 738: 0.009015413266552403
Position 711: 0.008522508106323715
Position 1106: 0.008268863438119018
Position 1080: 0.0074976762354016435
Position 924: 0.007380307839286997
Position 7952: 0.007311220841067883
Position 6668: 0.006194747722588826
Position 3335: 0.006040586751564973
Position 3577: 0.005451951281102731
Position 3284: 0.005213899582261152
Position 1146: 0.004496949124258506
Position 735: 0.00414142939093964
Position 11956: 0.003820576006529856
Position 7046: 0.0037517835213158853
Position 804: 0.00353633833471335
Position 9083: 0.00343332406192015
Position 4002: 0.0034232762018679965
Position 1923: 0.0033571352787056807
Position 660: 0.003338011053217405
