Gene = Sdhc
index = 958
Annotated 5SS: [   45  4848  7046 11910 14611]
Annotated 3SS: [ 4790  6943 11847 14446 20697]
SMsplice 5SS: [   45  4848  7046 14611]
SMsplice 3SS: [ 4790  6943 14446 20697]
top_k =  500
Partition function (log Z): -11.58719227707946

Sorted 5' Splice Sites (High to Low Probability):
Position 7046: 0.9964579552224913
Position 4848: 0.9158234373365521
Position 45: 0.6707266757001273
Position 14611: 0.4619390120370068
Position 11910: 0.18031933939424571
Position 4644: 0.16919163642737486
Position 3318: 0.14938982180488672
Position 12187: 0.13864401446692745
Position 124: 0.08946640576955277
Position 520: 0.07448749943928394
Position 501: 0.07360228360842141
Position 12206: 0.06917117449957753
Position 5652: 0.052936186136884875
Position 160: 0.0418350852360404
Position 2695: 0.032271999929898536
Position 4463: 0.025571032991603928
Position 4403: 0.022531768247328703
Position 7651: 0.01971876811989745
Position 15328: 0.01632390753003368
Position 6235: 0.011991280395208841
Position 9635: 0.010159353113253819
Position 4916: 0.009873746279520097
Position 8114: 0.009834884268516543
Position 915: 0.009575796370160676
Position 8730: 0.009305769495289176
Position 14906: 0.008913160860244742
Position 595: 0.00760186597638311
Position 115: 0.006680780723997084
Position 335: 0.006651013144845854
Position 6819: 0.006396496200762845
Position 591: 0.006347188727770004
Position 12036: 0.005796879990463277
Position 1709: 0.0046606665558011975
Position 6159: 0.004449108382898522
Position 3208: 0.004166219298824113
Position 234: 0.003902253290978423
Position 4026: 0.0035209829795862834
Position 1000: 0.003467073021166993
Position 10696: 0.003179617618519852
Position 2334: 0.0027446927896133517
Position 4394: 0.002659951804321944
Position 1100: 0.0025630802596885967
Position 11346: 0.002332475587180132
Position 4362: 0.0022505929448271567
Position 5669: 0.0019794988041130293
Position 12637: 0.0019458851953072683
Position 4944: 0.001777133365311715
Position 10168: 0.0016296792678792337
Position 3289: 0.001575213762832603
Position 5319: 0.0013886447379493707
Position 3019: 0.001387358289332979
Position 711: 0.001159415706172723
Position 733: 0.000995362097568085
Position 5063: 0.0009588875190776136
Position 242: 0.0009336032811433795
Position 1013: 0.0008195762661757523
Position 7896: 0.0007851218146161715
Position 1079: 0.0007300216735265492
Position 9204: 0.0005795628904151153
Position 10048: 0.0005509148285375279
Position 5414: 0.0005368839728325728
Position 3197: 0.0005351152812482917
Position 2182: 0.0005284660354874723
Position 2208: 0.0005109723998917131
Position 4564: 0.0004934015872261573
Position 4864: 0.0004885749256947451
Position 3195: 0.00042495484704194126
Position 9630: 0.00022852950416985546
Position 4838: 0.0002157036099545176
Position 5249: 0.00018139195939291885
Position 3001: 9.571792640107967e-05
Position 3023: 8.725438811982244e-05
Position 8259: 1.5110440928040747e-05
Position 7582: 8.78252132617194e-06
Position 8227: 5.31444355802351e-06
Position 10892: 5.249718402736913e-06
Position 11041: 4.223185002414083e-06
Position 84: 2.0422085235139214e-06
Position 68: 1.9634864100374193e-06
Position 524: 1.5888772917410082e-06
Position 793: 1.409456636337541e-06
Position 534: 9.81625204231005e-07
Position 369: 9.558623113681821e-07
Position 6: 8.889008244258775e-07
Position 391: 8.026053572967138e-07
Position 7672: 7.120904267088569e-07
Position 1311: 6.716910357697285e-07
Position 33: 5.945947096770273e-07
Position 1307: 5.70472683918841e-07
Position 873: 5.620066710827042e-07
Position 316: 5.185021887206718e-07
Position 103: 4.7589592625938024e-07
Position 424: 3.839301133716878e-07
Position 458: 3.7385807577324e-07
Position 467: 3.36911348501793e-07
Position 7022: 1.297838944315295e-07
Position 162: 1.1652360931359394e-07
Position 126: 7.576464806348423e-08
Position 271: 5.219032063789536e-08
Position 254: 4.707838382474469e-08
Position 620: 4.2422486779583115e-08
Position 246: 3.113823670032092e-08
