Gene = Mlip
index = 681
Annotated 5SS: [   83 12438 22345 34853 61158 61506 70478 77871 87065]
Annotated 3SS: [ 12044  20874  34780  61091  61445  70432  77825  86935 149435]
SMsplice 5SS: [    83    503  12126  12438  17044  34853  61158  70478  87065  91514
 104772 113212 134700 137426 143471]
SMsplice 3SS: [   398  12044  12331  16905  34780  61091  70432  86935  91333 104609
 113098 134476 137331 143367 149435]
top_k =  500
Partition function (log Z): -61.884227709957486

Sorted 5' Splice Sites (High to Low Probability):
Position 12438: 0.9677798360574574
Position 83: 0.9655486622971712
Position 503: 0.921811157635639
Position 8258: 0.6388904943802128
Position 12126: 0.5979814019315604
Position 6452: 0.5528144321820064
Position 17044: 0.5433385978402474
Position 2781: 0.449686530434871
Position 1628: 0.3830553361410836
Position 2770: 0.3805418851301344
Position 12704: 0.318153456638211
Position 12190: 0.2859162577258859
Position 13551: 0.23673539719352488
Position 17459: 0.15737689871605748
Position 12668: 0.09961941679750888
Position 6399: 0.09435450609987339
Position 12262: 0.08779507325420345
Position 7885: 0.05047453562355815
Position 12638: 0.04405777365949327
Position 1173: 0.040961976771929025
Position 2528: 0.03559669878534639
Position 2161: 0.03306374475630412
Position 513: 0.03255023867240567
Position 998: 0.03035573749142886
Position 11871: 0.029620835634110245
Position 10842: 0.023312852456320955
Position 17728: 0.014412878940969251
Position 767: 0.013147396027142091
Position 2344: 0.012515570040022959
Position 17012: 0.00794316204044704
Position 1449: 0.007717836251710995
Position 8249: 0.007244506891111234
Position 139: 0.005987063946517756
Position 17516: 0.005541779255516039
Position 12616: 0.0055136923405719115
Position 211: 0.0038102741953247327
Position 12782: 0.0032228939805218114
Position 298: 0.003193708535626867
Position 332: 0.003178497752392542
Position 13040: 0.003065348402804239
Position 531: 0.002595244231940894
Position 2375: 0.002551312910664056
Position 12688: 0.002102397912340431
Position 2199: 0.001968117676426057
Position 113: 0.0014554423138309126
Position 12574: 0.0009092618697787984
Position 12791: 0.0007030534558498867
Position 153: 0.0006035311346570847
Position 304: 0.0004650829179909642
Position 13142: 0.0004084496923221628
Position 155: 0.0003788453731107581
Position 316: 0.00018730666639519625
Position 12997: 0.0001735326850422524
Position 93: 0.0001619973889995131
Position 707: 9.72720737476966e-05
Position 1415: 9.344340169839256e-05
Position 1014: 5.9745582871665096e-05
Position 321: 3.284405377404255e-05
Position 133: 2.3652566079583602e-05
Position 220: 1.3692611199142774e-05
Position 258: 1.32596602490731e-05
Position 2289: 9.299479838583493e-06
Position 970: 8.27450064925667e-06
Position 188: 6.755684049603119e-06
Position 197: 6.5292792722399234e-06
Position 194: 6.209547643369402e-06
Position 12: 5.192578926280397e-06
Position 484: 4.905031973717929e-06
Position 192: 4.094497253384634e-06
Position 760: 3.748459326066502e-06
Position 376: 2.396523305539506e-06
Position 1168: 2.0933236630351323e-06
Position 517: 4.5855316661912516e-07
Position 494: 1.600057232878652e-07
Position 630: 1.2440625689775207e-07
Position 683: 7.36957142722077e-08
Position 736: 6.589021695310905e-08
Position 373: 5.4141550587184995e-08
Position 362: 3.524428675950362e-08
Position 585: 6.656340750985473e-09
Position 573: 4.304239812037933e-09
Position 628: 4.094399577731777e-09
Position 346: 1.9674083134206715e-09
Position 353: 1.696678614419725e-09
Position 561: 3.0671286929267967e-15
Position 603: 1.902750282436368e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 398: 0.9366574526691337
Position 12331: 0.9255053188281772
Position 12044: 0.7826464673146788
Position 2623: 0.6507853274793352
Position 16905: 0.5856167195519076
Position 6301: 0.47467187437883773
Position 8101: 0.43787936813811673
Position 12508: 0.42391631608678737
Position 13381: 0.30938220573664854
Position 21831: 0.2759794288290874
Position 20799: 0.22560636819030475
Position 17240: 0.20102496395839695
Position 12017: 0.19443199273118253
Position 8160: 0.16999540355365073
Position 6304: 0.16798844154398873
Position 1538: 0.1439493522952788
Position 1545: 0.13946534024201057
Position 12549: 0.08673113278316552
Position 2606: 0.08120125920606036
Position 2463: 0.07514564411589027
Position 23736: 0.049076028065646995
Position 2657: 0.04602624154386023
Position 19916: 0.04268399381784008
Position 17319: 0.04030025001527093
Position 1564: 0.03943178731165117
Position 12207: 0.03800026461109445
Position 1326: 0.03696587149039765
Position 8163: 0.03667408006975998
Position 7610: 0.035354727521666414
Position 15199: 0.03290690152069954
Position 716: 0.03269174874353836
Position 11630: 0.029620835634110245
Position 14167: 0.028847071991734467
Position 21067: 0.02463166662396185
Position 10740: 0.023312852456321025
Position 1057: 0.02266491528030281
Position 17661: 0.018844928423363494
Position 7777: 0.015135747388904223
Position 1579: 0.014541850786408583
Position 1430: 0.013684752751465927
Position 20874: 0.013293032240208037
Position 18336: 0.012129328486058485
Position 2058: 0.011729615660463034
Position 20100: 0.011103932628307982
Position 18951: 0.009532026049101494
Position 585: 0.008704126287994121
Position 12885: 0.00728203494428618
Position 13732: 0.0072331045525554135
Position 2662: 0.0071555939757220735
Position 19206: 0.007042488954495505
Position 1994: 0.006339197709212705
Position 2132: 0.005718157694736315
Position 14555: 0.004537800700040787
Position 6058: 0.0045086223590528355
Position 1927: 0.004232581721313971
Position 332: 0.0038642006608695136
Position 2322: 0.0037848189374803595
Position 18309: 0.003746854484094497
Position 2160: 0.003477357858076591
Position 13319: 0.0033509413732351334
Position 2182: 0.0032917491925444483
Position 14272: 0.0031385593650463564
Position 1071: 0.0030576321279393937
Position 15794: 0.0028570335076687895
Position 2210: 0.002788260659981203
Position 2062: 0.0027629957426018696
Position 15624: 0.002630901736948496
Position 969: 0.0024707565555140885
Position 2248: 0.002391816390458702
Position 12556: 0.002338037552601195
Position 621: 0.0023196056887234795
Position 2438: 0.002194008282618456
Position 600: 0.002136930621130093
Position 740: 0.0019718244848936114
Position 931: 0.0016542761406390441
Position 1581: 0.0016258035064412961
Position 13980: 0.0015495186527943452
Position 595: 0.0014606534953669676
Position 883: 0.0013434171667752398
Position 7982: 0.001298704285371151
Position 12526: 0.0012305305680820322
Position 1907: 0.00114423700050608
Position 990: 0.0010466107194133023
Position 1783: 0.0008116720916937908
Position 13541: 0.0007947010149021005
Position 2406: 0.0007923677433747697
Position 1756: 0.000777143868255232
Position 13697: 0.0007394915058008914
Position 2008: 0.0007077249900541542
Position 2489: 0.0006577464542949329
Position 12924: 0.0006212506236180556
Position 1083: 0.0006119882442295309
Position 220: 0.0005968232660585729
Position 207: 0.0005872522423931816
Position 1353: 0.000553027767315507
Position 12588: 0.0005025733477315673
Position 753: 0.0004862600546100316
Position 13428: 0.0004511177058741429
Position 2233: 0.00042515397979298725
Position 336: 0.0004096269692321277
Position 879: 0.0003894447097888464
Position 1987: 0.00038837497972715566
Position 14944: 0.000372477654273998
Position 2069: 0.00036061446504282254
Position 406: 0.0003242051308550641
Position 1282: 0.0003083290759592018
Position 7977: 0.00030601231513579846
Position 901: 0.00027263545821825454
Position 2012: 0.00025883645018214734
Position 1874: 0.00023447216493053662
Position 2187: 0.0002263529115271514
Position 490: 0.00021508775204741648
Position 1013: 0.0001769084959833683
Position 646: 0.00015405349658679731
Position 2097: 0.00014069689066015107
Position 1340: 0.00013000956565418988
Position 1330: 0.00011654102397008999
Position 1588: 8.20802543355563e-05
Position 760: 7.925709032384182e-05
Position 296: 6.336327676624168e-05
Position 409: 5.352666453297434e-05
Position 268: 4.688549337944758e-05
Position 3827: 3.3613178042855346e-05
Position 4498: 2.777673632043971e-05
Position 338: 2.466716384225667e-05
Position 274: 2.2655232561609523e-05
Position 561: 1.8536026665808488e-05
Position 980: 1.4759298220774812e-05
Position 452: 1.4258432446668877e-05
Position 6869: 1.1738938408258208e-05
Position 432: 1.0363847593840931e-05
Position 413: 9.471747008343945e-06
Position 425: 7.819729289724672e-06
Position 1122: 7.562098345696858e-06
Position 1456: 7.351042310589214e-06
Position 298: 6.733561954497561e-06
Position 224: 6.090144907775268e-06
Position 151: 5.565684446689061e-06
Position 1002: 5.09873792837924e-06
Position 649: 4.9314265360367354e-06
Position 1157: 4.849552358269454e-06
Position 1360: 4.824893022946651e-06
Position 1127: 4.419438674885774e-06
Position 1020: 2.6474307236222647e-06
Position 940: 2.5537558716490794e-06
Position 894: 2.536977977793332e-06
Position 945: 1.8653682247137272e-06
Position 418: 1.8553175454280952e-06
Position 919: 1.7910607864016843e-06
Position 1160: 1.1707727287522506e-06
Position 1289: 1.1696457205787952e-06
Position 911: 8.259382780281503e-07
Position 245: 7.80441680240172e-07
Position 628: 6.694269448934312e-07
Position 1944: 5.232933543462436e-07
Position 159: 4.83971552162424e-07
Position 2254: 3.681270052178213e-07
Position 176: 3.4165484435345323e-07
Position 226: 2.9047853095649174e-07
Position 442: 2.2919014296738475e-07
Position 279: 1.8577398876024107e-07
Position 165: 1.7589068092512822e-07
Position 437: 4.734357170731066e-08
Position 460: 2.83762160836063e-08
Position 445: 2.64719404654176e-08
Position 113: 3.307406836953212e-09
Position 510: 5.3523046924226787e-11
Position 133: 3.607481506315688e-11
Position 125: 3.25766096071409e-11
Position 82: 7.066721256929647e-12
Position 88: 1.0963804211512375e-12
