Gene = Sh3bp2
index = 974
Annotated 5SS: [   56 25855 26994 29729 30167 31134 31518 33804 34607 34899 35262 35817]
Annotated 3SS: [25714 26890 29610 30095 31044 31448 33154 34497 34842 35179 35756 36512]
SMsplice 5SS: [   56  4690 13697 23951 25855 26994 29740 30167 31134 31518 33351 33804
 34607 34899 35262]
SMsplice 3SS: [ 4598 13625 23894 25714 26890 29610 30095 31044 31401 33154 33713 34497
 34842 35179 36512]
top_k =  500
Partition function (log Z): -20.389008767315573

Sorted 5' Splice Sites (High to Low Probability):
Position 4690: 0.917337426910847
Position 56: 0.8762744795519878
Position 11119: 0.4216500099188587
Position 6853: 0.40805668668340167
Position 3850: 0.39631430722165223
Position 13697: 0.27131416233632516
Position 2841: 0.2569495054143454
Position 4952: 0.167039177176249
Position 10551: 0.11464683781929842
Position 157: 0.10903323948764997
Position 10449: 0.07376632917492451
Position 910: 0.06128848425053593
Position 6244: 0.05260072258357788
Position 4920: 0.043275256395099125
Position 1079: 0.0348147925367548
Position 3915: 0.030709354258382372
Position 1047: 0.028762155563365522
Position 1480: 0.02565727005741131
Position 6916: 0.01995388181433671
Position 5154: 0.018859598396484652
Position 2858: 0.013570583597139951
Position 892: 0.013408987660748946
Position 7127: 0.010294953542554153
Position 5352: 0.008861684899136177
Position 3154: 0.007455982752097812
Position 2702: 0.007080737022824812
Position 4715: 0.006190930006381083
Position 483: 0.0036927296136022147
Position 152: 0.0033276771921954417
Position 4073: 0.0032804631186980826
Position 7048: 0.0031446746055036365
Position 4964: 0.0011792957866597826
Position 414: 0.0008571485695529164
Position 831: 0.0007894366099396023
Position 1674: 0.0006625836511770449
Position 965: 0.0005895016654391398
Position 698: 0.00034584643842262136
Position 1921: 0.0003441893945423758
Position 676: 0.00021480834640739122
Position 2401: 0.00017153911453419356
Position 1567: 0.00016524640230916037
Position 450: 0.00015804090868348046
Position 129: 0.00015546923134374368
Position 2442: 0.00015200646097492088
Position 2380: 0.00010373322820373243
Position 142: 9.556930686039025e-05
Position 369: 9.515720631274933e-05
Position 438: 9.403053248464044e-05
Position 2372: 7.433476116135635e-05
Position 5836: 5.827221628062603e-05
Position 2204: 3.788347299134407e-05
Position 2141: 3.752330493195562e-05
Position 2209: 3.6653627881442954e-05
Position 1713: 3.1915225153485376e-05
Position 847: 2.2237866255246765e-05
Position 901: 1.8161767138146424e-05
Position 144: 7.700052146327996e-06
Position 582: 7.580523538840347e-06
Position 33: 7.245127827982275e-06
Position 110: 6.945894439584707e-06
Position 84: 6.744633817037569e-06
Position 236: 6.324665625400286e-06
Position 105: 5.5840096464633176e-06
Position 301: 5.512411454206827e-06
Position 263: 5.361884055033463e-06
Position 635: 5.309820438108066e-06
