Gene = Hjurp
index = 541
Annotated 5SS: [ 260  415 2592 4905 7432 8313 9686]
Annotated 3SS: [  347  2535  4867  7333  8219  9606 10974]
SMsplice 5SS: [  260   415   664  7432  8313  9686 11130]
SMsplice 3SS: [  347   500  7333  8219  9606 10974 12155]
top_k =  500
Partition function (log Z): 6.841807248771337

Sorted 5' Splice Sites (High to Low Probability):
Position 415: 0.9909698146181933
Position 260: 0.989778418040572
Position 8313: 0.9801869088045012
Position 7432: 0.9677490895202647
Position 9686: 0.9375421679752908
Position 11130: 0.9194204707498214
Position 664: 0.5400781213854337
Position 11569: 0.40074774243288924
Position 4905: 0.38046462520135615
Position 12025: 0.3315069847658916
Position 3566: 0.33133898345568014
Position 8925: 0.3171344679579382
Position 1840: 0.26364036566356885
Position 8687: 0.23778086358890282
Position 13765: 0.22380776098507021
Position 14504: 0.21330073809530287
Position 2592: 0.1984748986615244
Position 11869: 0.18877292624136316
Position 5502: 0.16826404258283348
Position 1030: 0.15975112029621086
Position 8529: 0.1365770305663806
Position 12854: 0.0983138641706987
Position 2678: 0.08773519010021097
Position 14465: 0.08621861545728512
Position 623: 0.07564503071676372
Position 7961: 0.07433819001173336
Position 2283: 0.07240852385917654
Position 12165: 0.06692280360050673
Position 4972: 0.058993935750946205
Position 2606: 0.05765019453768936
Position 10424: 0.05124765077535923
Position 5540: 0.04641650670619236
Position 5512: 0.04084559321978432
Position 5368: 0.03356289809024338
Position 12278: 0.027824084207876864
Position 13366: 0.026882709354416834
Position 7015: 0.024202918719631074
Position 8045: 0.019263853740384185
Position 5158: 0.016283064765852315
Position 10883: 0.013886946575298369
Position 10918: 0.013154583054930735
Position 8842: 0.013117835295480279
Position 11622: 0.011982976746827433
Position 6000: 0.011499931475004178
Position 11586: 0.009881379638785201
Position 13394: 0.008220335725734053
Position 10028: 0.008186488192503932
Position 7704: 0.008181209403553276
Position 7191: 0.007988286096816271
Position 6129: 0.006737823746443933
Position 6478: 0.006399499228703082
Position 10562: 0.006308794268236394
Position 5569: 0.005408555677910839
Position 12374: 0.0052009718006007025
Position 8277: 0.005175716949414648
Position 2126: 0.004865549469307056
Position 7412: 0.004776121886244534
Position 629: 0.004454609656143677
Position 2319: 0.004048997937871907
Position 9479: 0.0039014064095390824
Position 157: 0.003891147702862447
Position 8551: 0.003320660976328887
Position 11151: 0.0031252375145497933
Position 1910: 0.0031174127497589654
Position 2246: 0.002902711845190398
Position 827: 0.00273681218403412
Position 9984: 0.0025392361372012645
Position 10914: 0.0025308445288485786
Position 14031: 0.0024058874065460163
Position 7521: 0.0023224434944203237
Position 10466: 0.0022505717449331263
Position 64: 0.00215455332402075
Position 1789: 0.0020402583919566487
Position 9690: 0.0020334318877069262
Position 8611: 0.001974877970876288
Position 5192: 0.0018406131276083185
Position 2198: 0.0018209218699337508
Position 1178: 0.0012572468130440495
Position 11666: 0.001090653818736056
Position 10328: 0.000881634967891343
Position 8326: 0.0008640865708020178
Position 9800: 0.000847990407815978
Position 2191: 0.0008323785951091139
Position 455: 0.0007302781531588018
Position 602: 0.0007279454268822244
Position 235: 0.0006491916710141217
Position 219: 0.0005804110772514552
Position 12345: 0.0003791207258798925
Position 10395: 0.00035312693981696876
Position 1727: 0.00027740837240541026
Position 59: 0.0002421953487630897
Position 671: 0.00023219472708291093
Position 177: 0.00021727223904593942
Position 392: 0.00020368708537635386
Position 8303: 0.00019053633291236374
Position 1869: 0.00015145488377399109
Position 435: 0.00014434840395200965
Position 8384: 0.00012674989831046725
Position 133: 0.00012495625688674488
Position 637: 9.300229406576371e-05
Position 763: 6.7937582312228e-05
Position 1327: 5.930593506894233e-05
Position 755: 5.872941958300278e-05
Position 11655: 5.255344367533903e-05
Position 676: 5.250984166030363e-05
Position 374: 3.2111327215234026e-05
Position 697: 2.4141715693672662e-05
Position 296: 1.7106501697719134e-05
Position 106: 1.6797278582946603e-05
Position 703: 1.6027408015613633e-05
Position 681: 1.57922456818274e-05
Position 8264: 1.3887968471023105e-05
Position 577: 1.3248487337829108e-05
Position 785: 8.569779947282049e-06
Position 378: 7.849029196667183e-06
Position 824: 6.954933315783668e-06
Position 18: 4.875389633850527e-06
Position 169: 3.483793959739929e-06
Position 5: 2.8487064485858766e-06
Position 896: 2.8314217014751156e-06
Position 138: 1.1294999306691002e-06
Position 115: 7.97443668465365e-07
Position 484: 7.570586842155217e-07
Position 347: 4.176041582450677e-08
Position 321: 1.1153870688097244e-08
Position 518: 3.864144788573725e-09
Position 650: 3.9979171804055087e-10
Position 567: 2.1920422212228684e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.9890125648326252
Position 7333: 0.974847654900931
Position 8219: 0.9631427351632849
Position 9606: 0.9294316843240336
Position 10974: 0.8988823331265693
Position 500: 0.5956867251423955
Position 14359: 0.4255274082744645
Position 11487: 0.33558373872970493
Position 13695: 0.32595492731239367
Position 2535: 0.32477352690945804
Position 4867: 0.31683970504031145
Position 15064: 0.31348351087495113
Position 3456: 0.30432961999486335
Position 5295: 0.28863694321124544
Position 12155: 0.2703312521681396
Position 11754: 0.20988476717077886
Position 8763: 0.20561091084246158
Position 8467: 0.19966767784537315
Position 910: 0.13545502358613867
Position 8398: 0.12376929134726025
Position 4750: 0.11751028032574065
Position 12753: 0.11303316860808038
Position 11949: 0.10486737785535245
Position 13271: 0.09993023188649973
Position 14690: 0.08645347703576284
Position 11732: 0.08575406367993009
Position 1631: 0.07469767498204331
Position 2156: 0.06530505860646905
Position 11848: 0.06059036732017818
Position 8790: 0.056073877762474675
Position 1710: 0.0542188918643094
Position 10331: 0.05190905229198556
Position 7823: 0.04804141481248126
Position 8449: 0.04329105280080227
Position 1685: 0.042652313625794025
Position 8742: 0.04072012644585275
Position 11453: 0.04007049733909478
Position 11038: 0.03909149590671302
Position 11932: 0.03656296539813313
Position 1676: 0.03650321758881095
Position 14804: 0.03461519030580461
Position 11457: 0.031843511149620536
Position 11779: 0.029657474211768054
Position 1724: 0.029384517586777688
Position 549: 0.026716494128128196
Position 6887: 0.02420291871963107
Position 7888: 0.019424851976615535
Position 7955: 0.017745027531652198
Position 10738: 0.017501858412506264
Position 8226: 0.016799475957585856
Position 5915: 0.016072355794915186
Position 14632: 0.01546179858915753
Position 11255: 0.014170946828707691
Position 13937: 0.013278379545860784
Position 8554: 0.012622058511351212
Position 12124: 0.012274074552056456
Position 5046: 0.01186980437232231
Position 3313: 0.011585019558211517
Position 10758: 0.01153771403140245
Position 2077: 0.011059381706752379
Position 2501: 0.00926603758075432
Position 3392: 0.009265045762267887
Position 892: 0.008924844113932002
Position 7608: 0.008181209403553276
Position 7103: 0.007988286096816264
Position 11215: 0.007352360437206074
Position 7758: 0.00676143852684079
Position 2037: 0.006594088419412683
Position 1831: 0.006517315372915648
Position 6308: 0.006399499228703083
Position 2632: 0.0063907483629460264
Position 8823: 0.006387535961998304
Position 5006: 0.006253873521138326
Position 8148: 0.006016190424133353
Position 785: 0.005976421647738385
Position 5342: 0.00586065306571893
Position 8846: 0.005624405884549539
Position 14371: 0.005478705581591109
Position 8559: 0.005126524136767621
Position 4847: 0.005108575586250364
Position 1780: 0.004842529157540177
Position 11491: 0.0047438637236628285
Position 8795: 0.004712231426269945
Position 1549: 0.004601971839324456
Position 10228: 0.004363925142305646
Position 3414: 0.004197674837050141
Position 10500: 0.004120863759881678
Position 1609: 0.0038591044582970556
Position 9497: 0.00368155016466935
Position 9976: 0.0036489733926151286
Position 1017: 0.0032531270399720445
Position 9563: 0.0031649505439521218
Position 1463: 0.0030718925778918664
Position 13434: 0.0030663782469720225
Position 9453: 0.0030387478911181156
Position 1731: 0.002877564941417156
Position 7866: 0.002740391148575053
Position 9907: 0.002705438718138718
Position 9260: 0.0025732895258998873
Position 11067: 0.0025111575694182885
Position 2472: 0.002505333368301553
Position 9537: 0.002407226950890512
Position 9929: 0.0022966335122992306
Position 5892: 0.0021653994265329298
Position 965: 0.002156272224145209
Position 3356: 0.001961623303287364
Position 2111: 0.0019302272831784766
Position 8737: 0.0019234924930653864
Position 1740: 0.001910717145582815
Position 876: 0.0018787619242341738
Position 8872: 0.0018482771528761798
Position 2045: 0.0017731170254374146
Position 330: 0.001768829577458888
Position 11388: 0.0016850068378442668
Position 1696: 0.0016147331828620228
Position 11345: 0.0016002638650571945
Position 9890: 0.0015322425319649708
Position 356: 0.00143298250640995
Position 1749: 0.0011789850377283157
Position 8479: 0.0009266190399524016
Position 2605: 0.0007946637756337657
Position 13595: 0.0007836495361904041
Position 766: 0.0007419497272332494
Position 10702: 0.0006413674294403688
Position 8686: 0.000624988433051441
Position 12225: 0.0005846523960249486
Position 138: 0.0005566669652593123
Position 9837: 0.0005282286239365825
Position 10351: 0.00044804813531472854
Position 8585: 0.0003342976496258036
Position 1582: 0.000283133076131326
Position 1865: 0.0002616237325975356
Position 695: 0.00025017118529119405
Position 1050: 0.0002254002345745378
Position 10982: 0.000224024524854914
Position 11040: 0.00022272294655618392
Position 1099: 0.00022103401676562044
Position 1655: 0.0002168640624699991
Position 1466: 0.00021461931182006764
Position 10112: 0.00019988936674945486
Position 1386: 0.00019970442537004923
Position 11365: 0.00017739928101726302
Position 1999: 0.00014704891285674011
Position 11119: 0.00014613164744905544
Position 2322: 0.00012997330233106583
Position 388: 0.00011809096525709027
Position 1570: 0.00010755203996413407
Position 8060: 0.00010396017251061708
Position 11231: 6.99767046177633e-05
Position 192: 6.603735555009854e-05
Position 646: 6.1902358688558e-05
Position 184: 4.670578722473639e-05
Position 148: 4.433238525594575e-05
Position 2117: 4.115575002560084e-05
Position 365: 3.8564122487765955e-05
Position 567: 3.533077021426066e-05
Position 311: 3.529148541861694e-05
Position 727: 3.422140718116878e-05
Position 1175: 3.250634856001056e-05
Position 973: 3.027235982943862e-05
Position 2017: 2.900587245641071e-05
Position 707: 2.877607717905895e-05
Position 720: 2.8713563695079036e-05
Position 9679: 2.7547279788720657e-05
Position 8377: 2.6813185023744964e-05
Position 561: 2.6786838429888316e-05
Position 831: 2.1016102652562892e-05
Position 1237: 1.8972103736501886e-05
Position 169: 1.8361337118319272e-05
Position 602: 1.8077567290133993e-05
Position 205: 1.4879348149366603e-05
Position 9932: 1.420755075056116e-05
Position 620: 1.3255438181326914e-05
Position 1257: 1.2830401279153624e-05
Position 518: 1.2365531900613179e-05
Position 668: 9.543958783181737e-06
Position 413: 8.590438953494879e-06
Position 383: 7.649960796381732e-06
Position 1072: 7.610742673302921e-06
Position 1427: 6.995678539335266e-06
Position 232: 6.8256005123634e-06
Position 572: 5.347485881717353e-06
Position 1429: 4.978373276557719e-06
Position 150: 2.8113874859005583e-06
Position 202: 2.210589800427502e-06
Position 1074: 2.0570941229959153e-06
Position 289: 1.6297039990900748e-06
Position 152: 1.5204128966847136e-06
Position 321: 9.223187378425507e-07
Position 244: 8.149915409643612e-07
Position 404: 7.468878573490033e-07
Position 629: 6.68020443874829e-07
Position 697: 4.7682019171658676e-07
Position 211: 4.4538294325398253e-07
Position 254: 4.169212989339917e-07
Position 450: 3.9750576934671803e-07
Position 281: 3.2937358332488295e-07
Position 259: 1.6115434421827459e-07
Position 90: 1.2072446798636652e-07
Position 216: 1.0572953925683199e-07
Position 608: 1.0059337758948425e-07
Position 222: 6.00075797914053e-08
Position 219: 4.279228917850737e-08
Position 263: 2.2672335338922268e-08
Position 80: 1.9439392720766876e-08
Position 1034: 7.284309433089954e-09
Position 989: 2.0412478307704888e-09
Position 455: 1.5831888638115698e-09
Position 984: 1.4512295027488118e-09
Position 422: 3.8365682740765843e-11
