Gene = Lipe
index = 637
Annotated 5SS: [ 1113 10593 13274 13531 13931 14338 15258 15560 18185]
Annotated 3SS: [10056 13182 13384 13744 14045 15029 15382 17753 18536]
SMsplice 5SS: [ 1113  3210  4577 10593 13274 13531 13931 15258 15560]
SMsplice 3SS: [ 3085  4416 10436 13182 13384 13744 15029 15470 18536]
top_k =  500
Partition function (log Z): 3.921403940098288

Sorted 5' Splice Sites (High to Low Probability):
Position 13274: 0.9782601501425424
Position 13531: 0.9652040854702958
Position 15560: 0.940181582217614
Position 3210: 0.912227072783542
Position 4577: 0.8871215055728991
Position 13931: 0.8312142186159999
Position 15258: 0.8279254294386468
Position 10593: 0.708570124643827
Position 179: 0.5982862048089647
Position 1113: 0.5903011574367015
Position 10192: 0.3982566392831055
Position 15942: 0.32794064125810063
Position 8649: 0.21926913805783207
Position 12752: 0.19036265461635127
Position 7997: 0.17121111387455876
Position 7784: 0.1667825595884952
Position 12910: 0.15267791377008538
Position 14338: 0.10436591288669933
Position 1053: 0.07642496122089201
Position 14055: 0.07039274267657591
Position 1999: 0.06845346126585014
Position 15072: 0.05671793721736135
Position 13778: 0.05064565791023133
Position 7820: 0.039047259912233234
Position 1285: 0.035161806584046384
Position 743: 0.02887606600683536
Position 3218: 0.028780524663991527
Position 5950: 0.0253715433176587
Position 5861: 0.019549711992271214
Position 13522: 0.018879771568555016
Position 5675: 0.017109769235371934
Position 4548: 0.01667970447183198
Position 6464: 0.016367774322865642
Position 13094: 0.015273116615754216
Position 4219: 0.012843990227745926
Position 4320: 0.011966695428813203
Position 2240: 0.011746605668190024
Position 6055: 0.011639834326489722
Position 9331: 0.010473751226498774
Position 701: 0.009797695806504211
Position 8359: 0.00893299788198096
Position 15289: 0.008286139841487716
Position 6947: 0.007879206570397286
Position 5852: 0.0070944475228121705
Position 17654: 0.006835709070299802
Position 10541: 0.006558838053885092
Position 375: 0.006313400226131379
Position 14139: 0.0062016851337506965
Position 18185: 0.0059525735414338
Position 5148: 0.005590867054670185
Position 7911: 0.005521544233413083
Position 6931: 0.0052745759996706675
Position 14862: 0.005105385695325674
Position 3994: 0.00465593128000842
Position 5901: 0.004322199465953425
Position 9713: 0.0040449707233708955
Position 16554: 0.0040439447450378715
Position 13679: 0.003893921835763435
Position 14349: 0.0038325933531246597
Position 17435: 0.003600171769501344
Position 10107: 0.0035992114154064477
Position 3595: 0.003058020295942646
Position 17999: 0.0029703505972837195
Position 5632: 0.0027540395840159075
Position 15119: 0.002121702996263365
Position 2731: 0.0019020417026832889
Position 3862: 0.00159162445800905
Position 1356: 0.0014866434458801554
