Gene = Lat2
index = 624
Annotated 5SS: [  102  6183  6836  8213  8431  8630  8945  9059 10245 11570 11892 12430]
Annotated 3SS: [ 6059  6795  8168  8369  8597  8908  9027 10188 11509 11819 12320 14016]
SMsplice 5SS: [  102  6183  6836  8431  8630  9209 10245 11570 12430]
SMsplice 3SS: [ 6059  6795  8369  8597  9027 10148 11509 12320 14016]
top_k =  500
Partition function (log Z): 7.941140860620583

Sorted 5' Splice Sites (High to Low Probability):
Position 6836: 0.9925997256492561
Position 12430: 0.9518324059319101
Position 102: 0.8867304876493809
Position 6183: 0.8619536440953788
Position 10245: 0.855304455002252
Position 11570: 0.6126598280106806
Position 8431: 0.5927704235445796
Position 8630: 0.5788683271082504
Position 9209: 0.5142344979048509
Position 11594: 0.37888182930031505
Position 9247: 0.2554597825847429
Position 8213: 0.2255386562026477
Position 996: 0.19072675668926348
Position 9524: 0.15567499493585418
Position 2881: 0.10820994308965035
Position 81: 0.10386825958310728
Position 7846: 0.06884548941992033
Position 2272: 0.06839039922829203
Position 9570: 0.06646056899119514
Position 12000: 0.05438589488289325
Position 8328: 0.05361715676167459
Position 11943: 0.04279556715790438
Position 661: 0.04240628253403032
Position 13792: 0.042176300748852716
Position 9506: 0.03701210121288248
Position 9535: 0.036111959200720835
Position 11892: 0.03363897931029048
Position 11896: 0.03222177743811655
Position 2327: 0.02718143369354587
Position 632: 0.023283311909529647
Position 8770: 0.021653380842751792
Position 9059: 0.02019197965868553
Position 7505: 0.01733776089234642
Position 9164: 0.015329671981018258
Position 14171: 0.014787102473323693
Position 11852: 0.014157203977731113
Position 8312: 0.012743361587421601
Position 8268: 0.012287236189916522
Position 14714: 0.011328033004040053
Position 13773: 0.009573933821066014
Position 8945: 0.008950230609128954
Position 8682: 0.008950213787700336
Position 11911: 0.008817415179397062
Position 53: 0.007901207295751054
Position 10256: 0.007274481274312715
Position 12204: 0.006765959935217112
Position 7167: 0.006556985133072116
Position 8381: 0.005207384615843162
Position 3116: 0.004381528677690776
Position 12648: 0.004121860964428044
Position 9216: 0.003819581310858258
Position 10372: 0.00350883349457369
Position 12154: 0.0024373114537172337
Position 8235: 0.0024300952617957324
Position 11820: 0.0020261857853997012
Position 9202: 0.0016937930503177073
Position 6700: 0.0016379545179372288
Position 724: 0.0015337621322882836
Position 764: 0.0014153665483295508
Position 6874: 0.001390785884922601
Position 7141: 0.0013107165444434916
Position 3124: 0.001010609191953733
Position 2175: 0.0009072666855372588
Position 12160: 0.0008348907689913167
Position 714: 0.0007948361423297808
Position 14204: 0.0006967349269338842
Position 11986: 0.0005391327482451801
Position 3930: 0.0005169157013898647
Position 570: 0.00042333236352364094
Position 364: 0.000379376891002118
Position 8925: 0.00035579089738486274
Position 2360: 0.00033827560036518717
Position 12972: 0.0003171663411642502
Position 6160: 0.000315649812260051
Position 8664: 0.00014995623772917543
Position 665: 0.00012627714531676296
Position 9031: 0.00010988137678660448
Position 541: 0.00010983441686790121
Position 2452: 0.00010742485053160556
Position 2876: 0.00010699352993266643
Position 3475: 0.0001040998247731429
Position 3962: 0.00010302341640613903
Position 8240: 9.734420665393522e-05
Position 8673: 9.45824486921853e-05
Position 11806: 7.693510765742957e-05
Position 537: 7.030153793787409e-05
Position 804: 6.930942092728836e-05
Position 706: 6.885156671744673e-05
Position 24: 6.81704845694563e-05
Position 1411: 5.353633673052217e-05
Position 7291: 5.168118766617093e-05
Position 1299: 4.863767473006087e-05
Position 1637: 4.700127644125395e-05
Position 1217: 4.480996506300082e-05
Position 636: 4.011153452679421e-05
Position 388: 3.532648832855842e-05
