Gene = D430042O09Rik
index = 316
Annotated 5SS: [    34  20450  45135  52556  53935  62789  87566  89791 105035 105744
 106973 108767 112269 121952 135539 143089 144231 146724 152791 157496
 158569 159753 160935 162868 164338 164933 165106]
Annotated 3SS: [ 20393  45057  52385  53836  62656  87300  89658 104864 105677 106865
 108663 112052 121813 134664 142383 144021 146644 152612 157329 158410
 159687 160823 162727 164235 164771 165016 165531]
SMsplice 5SS: [   320  28965  32488  45135  52556  53935  62789  87566  89791 105035
 105744 106973 108767 111148 112269 121952 152791 157496 158569 164338
 164933 165106 165320]
SMsplice 3SS: [ 28866  32362  45057  52385  53836  62656  87300  89658 104864 105677
 106865 108663 111009 112052 121813 152739 157329 158410 164235 164771
 165016 165224 165531]
top_k =  500
Partition function (log Z): -80.42747422220243

Sorted 5' Splice Sites (High to Low Probability):
Position 320: 0.8640052413695242
Position 1321: 0.1198362114121161
Position 4170: 0.11390220200965785
Position 4199: 0.07288109608043977
Position 166: 0.06258946450312132
Position 1332: 0.054795984249468424
Position 339: 0.052253850699071513
Position 3371: 0.048136247115958986
Position 5607: 0.030494952466907598
Position 5584: 0.02362479592595084
Position 5434: 0.014294945344731743
Position 34: 0.011166634240057248
Position 7939: 0.009529028966888876
Position 2432: 0.008717532475744324
Position 157: 0.007800099510232593
Position 6479: 0.004785506695300357
Position 5738: 0.004048385730377083
Position 595: 0.0037977381641225777
Position 1850: 0.002917879443240671
Position 3381: 0.0018015296573460514
Position 405: 0.0015138442879767387
Position 2417: 0.0004679150314051186
Position 343: 0.00028901278634293635
Position 61: 0.0002432282152253516
Position 3037: 6.815859835161346e-05
Position 90: 4.6263429801207226e-05
Position 782: 4.599522254181608e-05
Position 313: 3.700973728245564e-05
Position 200: 3.6225284532973496e-05
Position 309: 3.267445407149872e-05
Position 797: 3.14998892449503e-05
Position 1029: 1.761903182804215e-05
Position 700: 1.4735070405145274e-05
Position 915: 1.1248117833305331e-05
Position 137: 7.767293220577451e-06
Position 40: 6.88120448081329e-06
Position 326: 2.080091774558736e-06
Position 423: 9.693170502909624e-07
Position 432: 8.012258264872575e-07
Position 139: 7.947755230112337e-07
Position 44: 5.5731015526122e-07
Position 92: 5.127068202754733e-07
Position 262: 4.7025381384131027e-07
Position 442: 4.3159702333359914e-07
Position 817: 3.552329234455445e-07
Position 786: 2.5646861617932574e-07
Position 38: 2.502709931699671e-07
Position 206: 2.395354877847764e-07
Position 1988: 2.2130228018349308e-07
Position 195: 2.1286367133117463e-07
Position 192: 1.969252793804736e-07
Position 790: 1.9631802558827617e-07
Position 397: 1.814710864728596e-07
Position 437: 1.7825247818982452e-07
Position 303: 1.6247045893006424e-07
Position 72: 1.3599897566549607e-07
Position 328: 4.758898850972367e-08
Position 410: 4.6387717959327504e-08
Position 450: 4.537722027997963e-08
Position 347: 4.0252567051551564e-08
Position 280: 2.7031642815189735e-08
Position 390: 2.0864664742134247e-08
Position 367: 1.86687644289302e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8471: 0.2030283046758271
Position 3972: 0.1849903466084335
Position 7057: 0.170610494353208
Position 1237: 0.07390998192458423
Position 3196: 0.05873734747783918
Position 5433: 0.05065272128177799
Position 4016: 0.050483774360931835
Position 5332: 0.049707343085377706
Position 1281: 0.045964530869918085
Position 1887: 0.04311261477502658
Position 5481: 0.03383596103950279
Position 5777: 0.03143411275567198
Position 3468: 0.03038468465827081
Position 4717: 0.02702592548685013
Position 7659: 0.026105236854021118
Position 1121: 0.025958741650138964
Position 1545: 0.02580167646615869
Position 11143: 0.022938476654375744
Position 12746: 0.021287674056255153
Position 932: 0.0200847289610757
Position 517: 0.018704071786324727
Position 3523: 0.018028484194038515
Position 6372: 0.017402168048529718
Position 4064: 0.015230890955752245
Position 1787: 0.014501725361900355
Position 3265: 0.013644201920619417
Position 1923: 0.012074972060036398
Position 2258: 0.01170910423247746
Position 1586: 0.010693289424689736
