Gene = Asdurf
index = 144
Annotated 5SS: [  90 1740 2633]
Annotated 3SS: [1685 2556 4060]
SMsplice 5SS: [  90 1740 2633]
SMsplice 3SS: [1685 2556 4060]
top_k =  500
Partition function (log Z): -6.2239336041022035

Sorted 5' Splice Sites (High to Low Probability):
Position 2633: 0.8913696260656503
Position 1740: 0.8364577870081944
Position 1037: 0.46144093387724017
Position 90: 0.3769475479878274
Position 197: 0.36611801585105924
Position 2240: 0.06625505144453443
Position 116: 0.02895465179588581
Position 3083: 0.025090871733295564
Position 3486: 0.018818675634268395
Position 908: 0.013085005906559085
Position 705: 0.0123147596799855
Position 2698: 0.010585134839378889
Position 3445: 0.0096733074610764
Position 1434: 0.006710212874349504
Position 1841: 0.006561677742911264
Position 2293: 0.006243001952335821
Position 2303: 0.006127787097955513
Position 3618: 0.0056715641185881285
Position 232: 0.005575894165071101
Position 699: 0.004629866969889714
Position 344: 0.003948552728747462
Position 2170: 0.003926939410533073
Position 2166: 0.0035613481417884323
Position 352: 0.0033175403170446057
Position 2379: 0.0031343434616050436
Position 912: 0.00231405925284508
Position 1130: 0.0021617574809741744
Position 2450: 0.0021565252896946657
Position 215: 0.002077349866029302
Position 2329: 0.0018597633744785293
Position 1473: 0.0017157289651777226
Position 1463: 0.001583502679159372
Position 686: 0.001421768990474072
Position 701: 0.001376436641686666
Position 1765: 0.0011994439369483476
Position 217: 0.0010733595330479203
Position 296: 0.0009432776693545227
Position 3951: 0.0008235347322140118
Position 841: 0.0007595871215198114
Position 113: 0.000732394454423779
Position 245: 0.0006941528611808321
Position 1422: 0.0006137539892260764
Position 142: 0.0005938298790159589
Position 3864: 0.0005540166087598349
Position 74: 0.0005206353329068914
Position 441: 0.0005140166011479843
Position 3506: 0.0005041082408179127
Position 356: 0.00041426740314054916
Position 2311: 0.00034482573458536405
Position 2755: 0.0003080882018466285
Position 2640: 0.0002984819146695705
Position 2282: 0.0002784984367504303
Position 2372: 0.0002561130718662127
Position 3786: 0.0002560632377552086
Position 317: 0.000253153502973754
Position 891: 0.0002499609393117469
Position 247: 0.00022232872479265722
Position 2643: 0.00022070066124841938
Position 3980: 0.00020448855256153097
Position 1838: 0.00017443225263211464
Position 2033: 0.00017417171194153959
Position 919: 0.00016251933430109253
Position 2814: 0.00016243165974145408
Position 2733: 0.00016173542412398434
Position 3309: 0.0001495228934247103
Position 1849: 0.00014377168135226075
Position 331: 0.0001272482622444132
Position 2192: 0.00010355774245591633
Position 3390: 8.895212531424777e-05
Position 1744: 7.974025599784985e-05
Position 2725: 7.658092916697475e-05
Position 2967: 7.29880651802499e-05
Position 95: 7.070019355642417e-05
Position 2637: 6.742378503781392e-05
Position 3511: 5.98692123536539e-05
Position 135: 5.668996614955859e-05
Position 2652: 5.5442592216145964e-05
Position 2135: 4.503788726791811e-05
Position 2159: 4.3601661071699075e-05
Position 684: 1.4986762041141601e-05
Position 15: 2.0189227206645733e-06
Position 278: 1.5433416039744658e-06
Position 284: 1.4130253920982436e-06
Position 154: 1.1201212366950418e-06
Position 270: 1.063806562523373e-06
Position 464: 1.0565524996728473e-06
Position 362: 1.0202888339032834e-06
Position 710: 5.794729279035967e-07
Position 412: 1.710324590609463e-07
Position 10: 7.52114732737412e-08
Position 255: 2.881416756743829e-08
Position 691: 6.615761303862579e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2556: 0.9554992347925737
Position 4060: 0.837976959300699
Position 1685: 0.7118244376045366
Position 801: 0.1190044868433471
Position 1663: 0.11097155219841767
Position 911: 0.08628260593158542
Position 2084: 0.05218484608909964
Position 823: 0.041867483457412105
Position 3393: 0.021012359069125967
Position 2207: 0.02080775281769893
Position 772: 0.02035550017143563
Position 3369: 0.018117606809767806
Position 3009: 0.014124655870714792
Position 3573: 0.013774424939139537
Position 1512: 0.011157389132847162
Position 2015: 0.010629508032414052
Position 3269: 0.009934281520451274
Position 2954: 0.008935212078597045
Position 2932: 0.008183451067832595
Position 3838: 0.008183226337895885
Position 3193: 0.00668683665782874
Position 2209: 0.006191720196240913
Position 196: 0.006125015786008172
Position 2790: 0.005991957799687189
Position 954: 0.005554135946585003
Position 3125: 0.005461757929130242
Position 1604: 0.004903444374255934
Position 1532: 0.0048297110072571875
Position 3815: 0.004671980314652973
Position 1282: 0.0045992387471683145
Position 997: 0.0037589461171594193
Position 2477: 0.0036995583596833733
Position 611: 0.003683900277231082
Position 2983: 0.00331737340268982
Position 1896: 0.0032738358851053615
Position 3052: 0.002955467621587055
Position 3563: 0.0028743399876885642
Position 165: 0.002707324861951469
Position 2966: 0.0025053201711315357
Position 3483: 0.002468966880727746
Position 1278: 0.002277307284256125
Position 1178: 0.001957802579968849
Position 3252: 0.0017998038376195867
Position 2770: 0.001744190945518475
Position 531: 0.0017032939951955473
Position 3596: 0.001653915042320142
Position 3205: 0.0014584841093412174
Position 870: 0.001270590875644895
Position 3921: 0.0011830514407747232
Position 3086: 0.0011484971731205928
Position 848: 0.0010318855752791843
Position 2602: 0.0010068644571322191
Position 3390: 0.0009375789949745108
Position 2985: 0.0009340099806918283
Position 2498: 0.0008538200471113555
Position 3530: 0.000841880595059309
Position 4004: 0.0008270725820451075
Position 1297: 0.0008085230038057015
Position 3396: 0.0008020660756536885
Position 2510: 0.000729760997336121
Position 1567: 0.0006748986409168935
Position 4069: 0.0006529019412272748
Position 2665: 0.0006362844825413377
Position 884: 0.0006131415844166181
Position 1460: 0.0006113525793391092
Position 968: 0.0005889287763221
Position 941: 0.000578859642434678
Position 2177: 0.000559424927036157
Position 3498: 0.0005147276672048729
Position 3622: 0.0005141882209094773
Position 1556: 0.0004974942809964345
Position 2116: 0.0004968481242842429
Position 889: 0.00046519598241430345
Position 2794: 0.0003986056868283213
Position 371: 0.0003534594788661338
Position 3688: 0.0003133319108903961
Position 3903: 0.0003067807977951143
Position 3179: 0.0003045994148196102
Position 1007: 0.0002993953059053738
Position 3951: 0.0002930824329113456
Position 1956: 0.0002848993433015387
Position 3063: 0.00026506306155108384
Position 1939: 0.00026333604136147986
Position 2733: 0.0002520054109951309
Position 3875: 0.00023950426584481548
Position 2240: 0.00023770258398048274
Position 2356: 0.0002278804169699661
Position 4093: 0.00022016668217442298
Position 4007: 0.00021448155183208993
Position 1374: 0.00020113430434044773
Position 296: 0.0001903438462585886
Position 2560: 0.00018578449529025264
Position 2775: 0.0001801679705824244
Position 615: 0.00017486788664870432
Position 623: 0.00016701406878307602
Position 1437: 0.00016013066537564057
Position 924: 0.00015649916181423066
Position 719: 0.0001535220592972403
Position 2424: 0.000144752770204491
Position 3663: 0.00013343389786601992
Position 1946: 0.00013234627092271418
Position 3775: 0.00013153377441605513
Position 2917: 0.00012637927276727332
Position 3702: 0.00010937995006271306
Position 3647: 0.00010802480846056082
Position 3129: 0.0001056432952181229
Position 1730: 0.00010209460832127199
Position 2558: 9.615752881468289e-05
Position 2516: 9.373840776684194e-05
Position 580: 9.280261629501076e-05
Position 3532: 9.203636810739554e-05
Position 1312: 8.467147171279245e-05
Position 3600: 8.074474222393297e-05
Position 2220: 7.740252363145649e-05
Position 1733: 7.522835016775435e-05
Position 171: 7.452441823797745e-05
Position 2022: 7.350941249456885e-05
Position 1031: 6.857140285506912e-05
Position 3846: 6.764163304999198e-05
Position 648: 6.528578812807702e-05
Position 2159: 6.442348801290201e-05
Position 1100: 6.362498358516339e-05
Position 1692: 6.196219327436862e-05
Position 978: 5.455148937943097e-05
Position 661: 5.100829128075839e-05
Position 1036: 4.4759301039970156e-05
Position 689: 4.36586029558192e-05
Position 441: 3.642546397174644e-05
Position 555: 1.574596000729457e-05
Position 145: 9.244368511104967e-06
Position 405: 7.674388158745041e-06
Position 174: 6.177136959344165e-06
Position 3023: 4.736210956016248e-06
Position 536: 3.819446230070709e-06
Position 487: 2.830402023324266e-06
Position 265: 2.5246246545964092e-06
Position 3299: 1.4124576707442313e-06
Position 1491: 1.3501579591228038e-06
Position 2372: 1.1078241360993378e-06
Position 667: 8.37347554610477e-07
Position 300: 4.965659454620828e-07
Position 242: 4.838719514051608e-07
Position 2913: 2.912172074251457e-07
Position 2329: 2.082906446345207e-07
Position 2627: 5.58133626663876e-08
Position 255: 4.886574180786453e-08
