Gene = Plet1
index = 824
Annotated 5SS: [ 222 4775 6604]
Annotated 3SS: [4569 6547 9751]
SMsplice 5SS: [ 222 6604]
SMsplice 3SS: [6547 9133]
top_k =  500
Partition function (log Z): -4.736481735175965

Sorted 5' Splice Sites (High to Low Probability):
Position 6604: 0.9934472119409007
Position 222: 0.9473809028987031
Position 4775: 0.4545432403615697
Position 2327: 0.2981212472827756
Position 9043: 0.2845945836296873
Position 9971: 0.267863440245638
Position 1440: 0.2008129467740488
Position 10318: 0.13024003749529114
Position 5971: 0.10438867940153465
Position 10512: 0.09447618394831256
Position 5941: 0.07283780196581338
Position 5983: 0.05528494857912959
Position 2702: 0.049338803899467355
Position 2582: 0.04872994007011233
Position 5682: 0.047103492374643244
Position 7807: 0.04581766176169551
Position 8725: 0.039290535821252005
Position 9292: 0.031281160657886636
Position 5148: 0.021521339872446452
Position 1614: 0.02055721150524485
Position 399: 0.01936287397061745
Position 9595: 0.01848084766072309
Position 289: 0.014049722689995022
Position 2724: 0.013637469643960037
Position 201: 0.010668628621396885
Position 5920: 0.010211004336488708
Position 293: 0.010000246719592557
Position 2633: 0.009961542196325678
Position 616: 0.007921734261950596
Position 1038: 0.007411424136773715
Position 9574: 0.006138539919028203
Position 9206: 0.006018421850927319
Position 209: 0.005579413697546395
Position 4712: 0.0040417417656446524
Position 566: 0.0036879746118122603
Position 1058: 0.003263064569912933
Position 4823: 0.0030332595570200754
Position 1811: 0.002973851822661122
Position 2762: 0.00292617326653535
Position 4638: 0.0017538861963358981
Position 4593: 0.001488152720279269
Position 4683: 0.0014215662957833201
Position 7587: 0.0013814915352039167
Position 404: 0.0011715149883124185
Position 4755: 0.0011289117115932947
Position 3395: 0.0010432400051435453
Position 582: 0.0007407451053176574
Position 8997: 0.0007365496322898939
Position 620: 0.0007308027790103408
Position 1502: 0.0006009591032887741
Position 604: 0.0005855688103265605
Position 1274: 0.0005042126828167024
Position 9219: 0.00029610699918349037
Position 2228: 0.0002621842090082795
Position 642: 0.00024508512555945886
Position 702: 0.0002410051193190733
Position 1256: 0.00013387414374233105
Position 1042: 0.0001274650209440473
Position 1161: 0.00012404544215940564
Position 1071: 0.0001164415748031876
Position 696: 0.00011150110004664701
Position 739: 8.480762885306446e-05
Position 329: 7.398925205805703e-05
Position 824: 7.068096972922977e-05
Position 43: 4.0045977094232645e-05
Position 7388: 3.1765919384722045e-05
Position 6876: 3.147170119878818e-05
Position 6696: 2.7332768259244425e-05
Position 6858: 2.552495216151424e-05
Position 380: 1.2740862910068473e-05
Position 384: 1.0379291068630437e-05
Position 340: 6.806743926037365e-06
Position 194: 5.6992470758291235e-06
Position 297: 5.401106314593808e-06
Position 319: 4.245295934225467e-06
Position 262: 3.9730552266545855e-06
Position 130: 2.4432086214324967e-06
Position 299: 2.004340570344245e-06
Position 120: 1.6247095312668895e-06
Position 140: 1.4882295296636334e-06
Position 750: 9.966844364273027e-07
Position 526: 6.798917867083083e-07
Position 373: 6.482862935096038e-07
Position 244: 5.609945693113651e-07
Position 137: 3.0878510202931805e-07
Position 82: 2.6514827799202414e-07
Position 226: 2.569954793281925e-07
Position 724: 2.0926291462889916e-07
Position 76: 2.0902145049053316e-07
Position 348: 1.0624467036726851e-07
Position 301: 1.0589082032000158e-07
Position 326: 8.012739237705684e-08
Position 303: 5.935899337335868e-08
Position 255: 2.2909129726421105e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6547: 0.9445275862951028
Position 9133: 0.39152171845703104
Position 9751: 0.3708451583131189
Position 4569: 0.36143724203142436
Position 2223: 0.27352399732917515
Position 10389: 0.2323434887087962
Position 8883: 0.21887634949782936
Position 1369: 0.15276085790692392
Position 5839: 0.10442856814406978
Position 2563: 0.09715576543824586
Position 8611: 0.09688362623957468
Position 10077: 0.09047767389388668
Position 10201: 0.07921733700139336
Position 10446: 0.060051544871710626
Position 5678: 0.05799997434905374
Position 6432: 0.052936800542283544
Position 10758: 0.0523069704918632
Position 5768: 0.046811370452033346
Position 4463: 0.046634702526740214
Position 9832: 0.04514573830555989
Position 10053: 0.03845908020771119
Position 5681: 0.03776374205547051
Position 5531: 0.03571487497932361
Position 4593: 0.0351714731872541
Position 9435: 0.03027638400375936
Position 1233: 0.027942753567041425
Position 10411: 0.02412079349588495
Position 10586: 0.021887406336873
Position 4617: 0.015786902234106795
Position 8762: 0.013771731290972306
Position 994: 0.013229821604206217
Position 10763: 0.013044107618470371
Position 507: 0.01291409484314578
Position 4991: 0.012194308161544126
Position 7716: 0.012076492164713529
Position 10317: 0.011934054768257013
Position 7533: 0.01093435441180821
Position 2315: 0.010322261529679832
Position 2117: 0.009454972939596362
Position 310: 0.008977987259964968
Position 5133: 0.008096131485491792
Position 1311: 0.007470757806358918
Position 1531: 0.0072933444722035915
Position 5337: 0.007107396677658633
Position 9042: 0.006989396933011569
Position 7750: 0.006923959503603039
Position 2361: 0.006760899181004785
Position 8718: 0.006701174667413138
Position 1273: 0.006454580136090473
Position 7196: 0.006296346398047045
Position 10120: 0.00627645376813205
Position 8777: 0.005822178474834362
Position 10841: 0.004956504721745529
Position 7485: 0.004933534925323748
Position 1112: 0.004772325043969927
Position 2417: 0.00442833152323807
Position 2285: 0.004389703489889365
Position 8756: 0.004347117476064384
Position 2444: 0.004031954806481728
Position 10800: 0.0037068999814241833
Position 7504: 0.00362571738322085
Position 8293: 0.003471720637325147
Position 4597: 0.0032904464358449997
Position 7725: 0.0030980721827722135
Position 2095: 0.0030677292858155253
Position 4708: 0.00296796277944833
Position 7243: 0.0027945661607935413
Position 9880: 0.0027324339555268116
Position 8676: 0.0026699380569890335
Position 2002: 0.0026593789803466576
Position 10785: 0.0025592294687744248
Position 1644: 0.002434302570596915
Position 9763: 0.0024007061347966043
Position 1423: 0.002364309143820289
Position 10232: 0.0023382121956977775
Position 7433: 0.002304051668227134
Position 1498: 0.002093176529251508
Position 9688: 0.002042011888429896
Position 10689: 0.0020139370587913354
Position 7769: 0.0019986674941030015
Position 964: 0.0019902868511090122
Position 4614: 0.001923676749981169
Position 7624: 0.0018649840908480067
Position 1387: 0.001831195864428598
Position 7763: 0.0017696609624024819
Position 4724: 0.001768065331478621
Position 1574: 0.0016218389487254
Position 10880: 0.0016137545766639857
Position 1905: 0.0015921224799067745
Position 2162: 0.0015640342299090327
Position 2433: 0.0013382989969743363
Position 10105: 0.0011310561018394575
Position 10127: 0.001082547050011025
Position 3337: 0.0010432400051435448
Position 6826: 0.0010344227077531535
Position 10004: 0.0010185437318420022
Position 1129: 0.0009986847408058868
Position 8691: 0.0009852478957897309
Position 6772: 0.0008135918426063394
Position 9081: 0.0007689519025179309
Position 10148: 0.0007471504445442805
Position 2139: 0.0007462389740171974
Position 1281: 0.000652108016114155
Position 2155: 0.0006193016728665503
Position 398: 0.0005956776667720832
Position 8355: 0.000551717457971615
Position 6754: 0.0004946229164206723
Position 9783: 0.0004860246674744435
Position 6764: 0.00046006348051685485
Position 6832: 0.00045836744859618033
Position 9785: 0.0004235952517606413
Position 476: 0.00037533549079213173
Position 2239: 0.0003509048966891988
Position 373: 0.00032370180007593386
Position 8324: 0.00030212103543365474
Position 1200: 0.00029639786988855767
Position 2204: 0.0002954897328719619
Position 884: 0.0002838175400717841
Position 2261: 0.0002541134328783699
Position 1343: 0.00023801199367028182
Position 924: 0.00022302691650727917
Position 1375: 0.00021873898814957682
Position 7056: 0.00020952954283630262
Position 1133: 0.00020201749055297864
Position 7082: 0.00018880666707585912
Position 7490: 0.00018185773038058243
Position 1245: 0.00017488116599490087
Position 518: 0.0001644880379329457
Position 2423: 0.00014252054986652895
Position 2653: 0.00013942180686293902
Position 7901: 0.00012677995575345822
Position 7924: 0.00011661439310091226
Position 2322: 0.00010405987074068444
Position 7538: 0.00010311034523876032
Position 1670: 9.876658699786348e-05
Position 7144: 9.382443357500132e-05
Position 489: 8.682315981529269e-05
Position 1655: 6.848652562256808e-05
Position 1291: 6.275979901039901e-05
Position 1242: 4.9956585677740376e-05
Position 339: 4.8970396073977964e-05
Position 815: 3.987285630154356e-05
Position 120: 3.902110797837639e-05
Position 1556: 3.723157878545183e-05
Position 2129: 3.398596545498129e-05
Position 1613: 3.003624069119516e-05
Position 736: 2.3643433384268706e-05
Position 444: 2.1226761692767073e-05
Position 1579: 1.6864455259682996e-05
Position 2041: 1.595374229060881e-05
Position 1238: 1.500730744373277e-05
Position 2055: 1.2685462626350327e-05
Position 2367: 9.912244321413606e-06
Position 2528: 9.851042392507549e-06
Position 267: 4.935304117017873e-06
Position 853: 4.329901478933716e-06
Position 739: 2.261250095081831e-06
Position 419: 1.9886585201373998e-06
Position 674: 1.8107943739434565e-06
Position 544: 1.7825134501723682e-06
