Gene = Lce1k
index = 627
Annotated 5SS: [55]
Annotated 3SS: [992]
SMsplice 5SS: [158]
SMsplice 3SS: [992]
top_k =  500
Partition function (log Z): -9.392443720985101

Sorted 5' Splice Sites (High to Low Probability):
Position 158: 0.5114490107014981
Position 380: 0.4001340828813913
Position 55: 0.28740116868761717
Position 721: 0.11459190322088071
Position 853: 0.019476200245381426
Position 476: 0.012642402988567515
Position 1494: 0.011034264895582612
Position 188: 0.004948829068286134
Position 126: 0.004377463448030718
Position 518: 0.00397200194373585
Position 565: 0.0035131033492863464
Position 80: 0.0031137241851555463
Position 176: 0.002559499043924703
Position 265: 0.0022481352536976146
Position 1084: 0.0017311848218261358
Position 745: 0.0014354103147508105
Position 1060: 0.0014285294520236603
Position 1133: 0.0013196091072708025
Position 399: 0.0008541381660350413
Position 1399: 0.0008532211300423014
Position 162: 0.000778156928199137
Position 22: 0.0007582469430378785
Position 365: 0.0005985776786645329
Position 220: 0.000476609374557586
Position 1123: 0.00041276662153785434
Position 321: 0.00030006891469202055
Position 1498: 0.00029565049312658287
Position 42: 0.00026929528692285637
Position 1146: 0.0002593956135895564
Position 819: 0.00024758667129368427
Position 839: 0.00024204223485439582
Position 1113: 0.00020671980976282164
Position 1365: 0.00013254873597073595
Position 821: 0.00012404257820502072
Position 846: 9.731609958230786e-05
Position 494: 6.910230455175124e-05
Position 33: 3.285724166549097e-05
Position 442: 2.2923050013473273e-05
Position 37: 2.2734264268768567e-05
Position 124: 1.752359278342093e-05
Position 59: 1.4659393577966933e-05
Position 337: 1.3889681708036216e-05
Position 554: 1.0695157424266362e-05
Position 222: 8.036259375061035e-06
Position 4: 7.309164130471255e-06
Position 44: 7.29121332043071e-06
Position 82: 4.973474017944105e-06
Position 61: 4.938928832245692e-06
Position 542: 4.3053221706381816e-06
Position 424: 2.880355936685862e-06
Position 24: 1.840035133710218e-06
Position 46: 9.208087135022494e-07
Position 617: 8.376379924555762e-07
Position 711: 3.7006251272526145e-07
Position 280: 3.5025261257245705e-07
Position 592: 2.4570350420887815e-07
Position 873: 2.2868943700455843e-07
Position 257: 1.8428857258198138e-07
Position 269: 1.680898129964817e-07
Position 725: 1.5216408806082582e-07
Position 290: 7.812988993470425e-08
Position 260: 6.2546423026629e-08
Position 293: 1.2411106790901098e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.5519395912538378
Position 1571: 0.18925947427494325
Position 265: 0.12347086344477892
Position 301: 0.12131085138165267
Position 611: 0.09994730836929494
Position 278: 0.09751650457242306
Position 637: 0.04343055454681915
Position 1149: 0.018946071321985877
Position 1221: 0.015304181964229169
Position 1257: 0.014583030423546695
Position 665: 0.014315695482559029
Position 1492: 0.010924066036459179
Position 899: 0.008917395535762932
Position 1290: 0.0086092222290546
Position 1497: 0.008199170399529231
Position 1197: 0.007895706491960546
Position 592: 0.007624424679907141
Position 362: 0.00610631031624238
Position 238: 0.005512257952253276
Position 542: 0.0052779795744959165
Position 784: 0.005238896524460767
Position 1173: 0.003678688753314981
Position 1266: 0.0035441658833320834
Position 584: 0.0034772254956034563
Position 310: 0.002977343354169404
Position 693: 0.002129904711209573
Position 1305: 0.0017388419790512835
Position 1060: 0.0015696715992353299
Position 1203: 0.0013703428627298755
Position 1414: 0.0013510798491385093
Position 719: 0.0012660350558132325
Position 1010: 0.0011400385402274456
Position 337: 0.0010451076711632322
Position 1123: 0.0009671594048712772
Position 452: 0.0007078810105184683
Position 379: 0.0006470270745870278
Position 1027: 0.0005721647413661605
Position 1308: 0.00045074644355592015
Position 424: 0.0003968967152860823
Position 699: 0.00032938202948147187
Position 341: 0.00028915682167260343
Position 431: 0.00024257739813524133
Position 1338: 8.44898136348365e-05
Position 428: 8.360003046110383e-05
Position 786: 3.5871662888935816e-05
Position 494: 3.099456793949113e-05
Position 209: 2.8998191160935665e-05
Position 721: 2.6987814217927426e-05
Position 517: 1.2924623432465151e-05
Position 392: 1.6001920353301145e-06
Position 372: 1.4018449334650439e-06
Position 435: 1.2073985061505438e-06
Position 215: 9.84153568289516e-07
Position 136: 7.4162408428132e-07
Position 158: 4.0011246489749164e-07
Position 188: 3.581149304711699e-07
Position 151: 3.47381566865578e-07
Position 155: 2.0132518126636932e-07
Position 206: 1.499621011404033e-07
Position 397: 8.465546686776774e-08
Position 129: 4.99276413601287e-08
Position 472: 3.8315672357549745e-08
Position 523: 2.543472358269844e-08
Position 512: 2.0763648850021862e-08
Position 171: 1.4184038392433685e-09
Position 120: 1.394671333976869e-09
Position 140: 1.238862692541665e-09
Position 399: 4.701172153557849e-10
Position 388: 4.2567233191958943e-10
Position 68: 3.017354483188483e-11
Position 94: 2.7810653830263616e-11
Position 91: 2.5928598118022698e-11
