Gene = Ephx1
index = 381
Annotated 5SS: [  143 15771 17847 21621 22942 23691 25637 27177]
Annotated 3SS: [15582 17665 21392 22811 23481 25527 27050 27588]
SMsplice 5SS: [  143  3140  5167 15771 17847 21621 22942 25637 27177]
SMsplice 3SS: [ 2968  5012 15582 17665 21392 22811 25527 27050 27588]
top_k =  500
Partition function (log Z): -2.1482252943026703

Sorted 5' Splice Sites (High to Low Probability):
Position 21621: 0.9999999865848365
Position 22942: 0.9999999865848365
Position 5167: 0.9677897393383716
Position 25637: 0.9447681204890289
Position 27177: 0.924887211391984
Position 3140: 0.6630061383217911
Position 143: 0.6263801666979318
Position 25165: 0.46689500531592726
Position 611: 0.46081083489371966
Position 23691: 0.4281706028652234
Position 26138: 0.3805277766713275
Position 9579: 0.37236404045480775
Position 27350: 0.3175462413920831
Position 3606: 0.2184237048441853
Position 5520: 0.18368397764639
Position 3799: 0.17465717923062657
Position 25214: 0.10033386312480513
Position 27377: 0.06681851922643395
Position 197: 0.06474913009123764
Position 2416: 0.0616625397256825
Position 175: 0.059832795566134335
Position 3768: 0.05651862727132519
Position 27312: 0.05375037073739086
Position 23493: 0.045257260453831244
Position 338: 0.04158811417969962
Position 26217: 0.04126535644438308
Position 26159: 0.03897880163428767
Position 7444: 0.034570478467972336
Position 467: 0.022411081291556424
Position 1346: 0.02187796065012447
Position 820: 0.017247735653349337
Position 4169: 0.01715564264552645
Position 27262: 0.016427426441687355
Position 969: 0.0162529353028521
Position 2831: 0.015057048819205698
Position 27372: 0.014843305558733597
Position 598: 0.008655827586944173
Position 27655: 0.008010668605091939
Position 7211: 0.007110303724819747
Position 26494: 0.0055303099026020736
Position 26732: 0.00475254160610851
Position 942: 0.004695001005259434
Position 2560: 0.0037592337790312118
Position 27763: 0.0034621748451228317
Position 27432: 0.002825900585776981
Position 3047: 0.002424273755873352
Position 27665: 0.002227572227088557
Position 1110: 0.002071078249157509
Position 27160: 0.0019351309848562254
Position 3073: 0.0019120944678655645
Position 6220: 0.0014861717200818794
Position 117: 0.0013887389256398237
Position 181: 0.0012494803741917968
Position 3069: 0.0012285805829052045
Position 25797: 0.001125981077421968
Position 342: 0.0006472045177830846
Position 27659: 0.0005357548031353844
Position 27470: 0.00041994232349892104
Position 27670: 0.00034207778015954123
Position 577: 0.00020719270479365045
Position 270: 9.226535310075588e-05
Position 412: 5.8459543497730474e-05
Position 615: 5.2964981964401546e-05
Position 382: 3.994070075470176e-05
Position 1009: 3.839485155356747e-05
Position 1969: 3.2912635299699626e-05
Position 1117: 2.8254244860788503e-05
Position 488: 2.781517139314837e-05
Position 886: 2.1304810090070113e-05
Position 2119: 1.939550182596498e-05
Position 425: 1.5812292463984515e-05
Position 634: 1.561402245603538e-05
Position 248: 1.1744014960481164e-05
Position 12: 3.190212708669046e-06
Position 86: 2.7335082514246385e-06
Position 27390: 2.6486878792449606e-06
Position 827: 2.359507614279437e-06
Position 305: 2.338687329028483e-06
Position 27112: 1.6646484489056615e-06
Position 27410: 1.431700960713387e-06
Position 801: 1.1810606423501231e-06
Position 552: 1.1640688013806513e-06
Position 416: 1.1345327235014197e-06
Position 784: 1.057332869110722e-06
Position 78: 1.0524238085490712e-06
Position 38: 5.345947140205462e-07
Position 627: 4.533454402159151e-07
Position 482: 3.529822987897166e-08
Position 824: 2.1601660928576102e-08
Position 40: 2.1226259573363422e-08
Position 513: 1.3560274170500159e-08
Position 526: 1.2623409346921736e-09

