Gene = Ndufaf3
index = 736
Annotated 5SS: [ 584  879 1094 1276]
Annotated 3SS: [ 682 1026 1174 1358]
SMsplice 5SS: [ 180  412 1276]
SMsplice 3SS: [ 313 1174 1358]
top_k =  500
Partition function (log Z): -4.107232056787531

Sorted 5' Splice Sites (High to Low Probability):
Position 1276: 0.9789526860194239
Position 180: 0.6619023411900453
Position 584: 0.492079380317678
Position 412: 0.37761306708252595
Position 879: 0.270593383710789
Position 1094: 0.2233782568774322
Position 973: 0.016905681627102518
Position 161: 0.014428670218248613
Position 291: 0.011139513854246127
Position 32: 0.009304068819652896
Position 38: 0.00928563985680142
Position 1027: 0.008668243996702829
Position 782: 0.0048403551417999105
Position 864: 0.0034691031930761114
Position 799: 0.0015615243789210962
Position 23: 0.0015242114760698777
Position 1399: 0.001463313783706071
Position 1104: 0.001427448978602922
Position 1264: 0.0007985155049433133
Position 352: 0.0007267353634079263
Position 419: 0.0007142798145420196
Position 767: 0.0004026841468303949
Position 281: 0.0003703328072315081
Position 1459: 0.00033759764033090443
Position 1108: 0.0003115743239389712
Position 201: 0.0002719766850502817
Position 846: 0.0002562618779239508
Position 1280: 0.0002395027973186639
Position 867: 0.00021783941387252411
Position 833: 0.00012294141590565405
Position 570: 0.00010380522994921178
Position 1225: 7.646777465605877e-05
Position 1290: 6.598906303554749e-05
Position 13: 6.101638221740185e-05
Position 341: 5.64734673992696e-05
Position 597: 4.679017540346311e-05
Position 252: 3.717793215878989e-05
Position 1647: 3.556984919795196e-05
Position 163: 1.4621374512042437e-05
Position 485: 1.3615971290910483e-05
Position 1579: 1.2758920598625669e-05
Position 488: 1.2656459150782418e-05
Position 1404: 1.191986040413158e-05
Position 319: 7.934726537714738e-06
Position 445: 4.891287920835888e-06
Position 581: 3.253643160198008e-06
Position 405: 1.9122988327290378e-06
Position 293: 1.0806485407429806e-06
Position 562: 1.1912319983178419e-07
Position 471: 8.49712718072037e-08
Position 1186: 2.719417669858856e-09
Position 728: 7.18294800926775e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1358: 0.9685141203495363
Position 1174: 0.9099447124484783
Position 313: 0.40536979786163085
Position 1026: 0.17070249856312608
Position 672: 0.13295091123060399
Position 522: 0.09335062377167881
Position 682: 0.09216500842293028
Position 860: 0.06592961589247112
Position 504: 0.05267088370438354
Position 411: 0.035564083720812205
Position 1143: 0.031412047840459235
Position 965: 0.023245195499656514
Position 462: 0.01827842088404313
Position 685: 0.014315247528463493
Position 1176: 0.013456638245383325
Position 1398: 0.010622526591820612
Position 1672: 0.005328439179203674
Position 351: 0.004867277027925436
Position 1587: 0.004765354542994598
Position 379: 0.0042473025789535055
Position 493: 0.003310550580615678
Position 982: 0.003220040778561979
Position 1088: 0.0030193997865621152
Position 1203: 0.002618212248501744
Position 793: 0.002419988532397169
Position 642: 0.0022838679053077005
Position 437: 0.002145225210571552
Position 1722: 0.002041272422231462
Position 763: 0.001872174917182351
Position 381: 0.00171373051653431
Position 1464: 0.0016261443599897454
Position 776: 0.00149796037436476
Position 1546: 0.0010872913213482585
Position 737: 0.0007738142282453533
Position 458: 0.0006383081502963454
Position 728: 0.0005471353827468743
Position 1041: 0.0005058951952217388
Position 912: 0.0005040992439465126
Position 273: 0.00045398256635750724
Position 799: 0.00039831217924348117
Position 935: 0.00033688281260542895
Position 1225: 0.0003263296141701581
Position 1437: 0.00031945869508034073
Position 1650: 0.00030158095126740515
Position 1470: 0.00028782432375217134
Position 1753: 0.0002552951531414111
Position 1641: 0.00024367146380173375
Position 1233: 0.0002040139232923291
Position 290: 0.0001879681373679846
Position 1677: 0.0001263008038506784
Position 1725: 0.00012189270223687444
Position 328: 0.00011520749833484906
Position 1404: 0.00011360024391583483
Position 944: 7.836373667502026e-05
Position 160: 7.208012588105653e-05
Position 117: 5.675596384731636e-05
Position 602: 5.1091003263565155e-05
Position 1410: 5.0051165442648485e-05
Position 375: 4.4494093143657044e-05
Position 1704: 3.724930672884506e-05
Position 1439: 3.6280157880384525e-05
Position 1483: 3.1258913718037624e-05
Position 287: 3.085343578554154e-05
Position 1848: 2.6136740059828444e-05
Position 173: 1.195551276738113e-05
Position 802: 1.0305733791022576e-05
Position 179: 5.725924295844234e-06
Position 102: 5.110283130996686e-06
Position 1728: 5.08709661603266e-06
Position 129: 2.492466167161128e-06
Position 242: 6.024014340828276e-07
Position 211: 3.66223807859562e-07
Position 138: 3.500461534913664e-07
Position 252: 2.503874843289679e-07
Position 236: 1.276101964957607e-07
Position 187: 1.2721748766019875e-07
Position 81: 2.030382433199073e-08
Position 228: 9.540903648955757e-10
