Gene = Crb1
index = 293
Annotated 5SS: [   237  40048  48927  53851  62507 128959 134100 135955 140256 142351
 145414]
Annotated 3SS: [ 39468  48730  53710  62323 128001 133551 135788 139348 142221 145286
 178289]
SMsplice 5SS: [   237  27236  32373  40923  48622  48927  53851  62507  64440  73117
  90098 104484 105671 128959 134100 134898 140256 142351 145414]
SMsplice 3SS: [ 27115  32218  40739  48497  48730  53730  62323  64202  72985  89772
 104359 105501 128751 133971 134798 140108 142221 145286 159939]
top_k =  500
Partition function (log Z): -88.2890634622698

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.8191022733637159
Position 2502: 0.17797724604407866
Position 159: 0.16254666197482023
Position 2506: 0.10821027093106554
Position 3368: 0.05196896033520906
Position 6732: 0.04632381398544283
Position 1906: 0.016940763898410715
Position 1050: 0.013752387378514827
Position 5322: 0.013348430291419848
Position 343: 0.010085266024338195
Position 6941: 0.007859371066147855
Position 1054: 0.002535677409439898
Position 2235: 0.0024685592466820055
Position 2185: 0.0016043686406986915
Position 3803: 0.0015542759335067037
Position 2135: 0.0014693342122084117
Position 6072: 0.001283146096392536
Position 251: 0.0010905512705081954
Position 1352: 0.0007923126425080234
Position 2611: 0.0006816555584914045
Position 1105: 0.0006752831133619397
Position 1345: 0.0004964854722729314
Position 1156: 0.0004552875812617066
Position 1024: 0.00044626509288690926
Position 2005: 0.00042257195864260367
Position 2311: 0.00038403568283217266
Position 1320: 0.00037684923138101966
Position 382: 0.00030398409596266347
Position 3485: 0.0002850760886221889
Position 1262: 0.0002706322758427649
Position 45: 0.00017259582830037864
Position 202: 0.00017098262987264736
Position 2242: 0.00010493315894000962
Position 1140: 9.867951860575351e-05
Position 397: 8.342300791014617e-05
Position 938: 4.24821110607107e-05
Position 2191: 4.056763843695777e-05
Position 148: 4.342368121453917e-06
Position 339: 3.3814667155966583e-06
Position 4: 2.5747544122346414e-06
Position 3346: 1.9819112003585986e-06
Position 337: 1.9619434613525997e-06
Position 283: 1.907535119773975e-06
Position 3295: 1.6662130801642588e-06
Position 692: 1.4368386989462876e-06
Position 376: 1.2170546479628923e-06
Position 540: 8.865837655867135e-07
Position 651: 8.169239575967653e-07
Position 150: 7.659292490123106e-07
Position 501: 7.484221170280612e-07
Position 405: 6.485528633815059e-07
Position 608: 5.962910628263737e-07
Position 883: 5.785001610797482e-07
Position 842: 4.7132307199812106e-07
Position 701: 3.6005823622297466e-07
Position 523: 2.459150030914644e-07
Position 962: 2.451837694454976e-07
Position 736: 2.392811131173529e-07
Position 358: 1.9005589908077817e-07
Position 106: 1.092069293621658e-07
Position 21: 1.0857096603371772e-07
Position 347: 6.678817116524795e-09
Position 940: 1.663592526927331e-09
Position 320: 1.3910034619523536e-09
Position 305: 6.107579377433698e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2427: 0.2512057170188064
Position 7097: 0.11021886306290275
Position 11133: 0.08324020876823768
Position 3242: 0.07603049408778068
Position 4539: 0.06647230320819726
Position 3581: 0.059355109915992944
Position 3600: 0.04253335171904394
Position 4039: 0.04101160794564336
Position 13696: 0.03721626458798354
Position 13302: 0.0321417388808802
Position 5141: 0.03053231207356309
Position 2403: 0.027398868860064447
Position 6657: 0.02643473732059154
Position 9672: 0.02538611888554975
Position 4482: 0.024803136149996633
Position 5886: 0.022866482047614836
Position 9997: 0.021957767066200826
Position 2382: 0.020838079580263326
Position 336: 0.01729953208118394
Position 3368: 0.017111631165062764
Position 12454: 0.016474364363386177
Position 3140: 0.015968267619423052
Position 5964: 0.015245729821842711
Position 6265: 0.014859582648005932
Position 6641: 0.014341845404898851
Position 1117: 0.014035075740210443
Position 1761: 0.013366014058611148
Position 4581: 0.012967084986443117
Position 11261: 0.01249808104035944
Position 4851: 0.0124233693347031
Position 6615: 0.012351166354475205
Position 9860: 0.011893588892655313
Position 11278: 0.011582434214999557
Position 2134: 0.011111436928887344
Position 3489: 0.010804292944036634
Position 10877: 0.009457197032091625
Position 928: 0.00935300104546219
Position 6782: 0.009050756821112267
Position 2386: 0.009039731184088092
Position 852: 0.007753611696682108
Position 8576: 0.007405335918386823
Position 5274: 0.006999673441896266
Position 2862: 0.006955959191005472
Position 9876: 0.006130874019487865
Position 2315: 0.006006095770775883
Position 3634: 0.005900702991397345
Position 2712: 0.005670780731487521
Position 2059: 0.005650785268341414
Position 2932: 0.005604713989567911
Position 5388: 0.005576891560735649
Position 7734: 0.0055708021590219
Position 3872: 0.005339598274181379
Position 2042: 0.005239029459357875
Position 798: 0.004983949010164652
Position 2101: 0.00483349622246267
Position 1737: 0.004617434460147588
Position 2498: 0.004573223536827917
Position 8402: 0.0040059459388203595
Position 1876: 0.003947084189117957
Position 3176: 0.003819991570221778
Position 2341: 0.0037787021730302075
Position 6818: 0.00376006177904806
Position 1085: 0.0034036079028991217
Position 2888: 0.003266986470735845
Position 5551: 0.003255624246068775
Position 6351: 0.0031910633899943563
Position 658: 0.003121125785725806
Position 3416: 0.002235704674778733
Position 5492: 0.0022036036345824705
Position 8221: 0.0021643086018295963
Position 714: 0.0020753284982596913
Position 7881: 0.001974349016183162
Position 5482: 0.001752334852236961
Position 925: 0.0017451852859657684
Position 6342: 0.0013702089640936885
Position 2146: 0.0013638279897145132
Position 1624: 0.0013070135106596056
Position 2358: 0.0012708525077431505
Position 2429: 0.001154298402398197
Position 2264: 0.0011050921487172844
Position 2983: 0.0010996205079969088
Position 2955: 0.000978249607092776
Position 896: 0.0009563732926608073
Position 1905: 0.0008103238877058199
Position 1479: 0.0008004516290480941
Position 5631: 0.0007963262894759359
Position 2575: 0.000754818307106797
Position 1168: 0.0007106182793138884
Position 1660: 0.0005522379317978137
Position 4295: 0.0005174319599878339
Position 2505: 0.0005055334151259485
Position 2322: 0.00046761302527542755
Position 4615: 0.0004536727309442546
Position 933: 0.0004461083113041924
Position 1969: 0.0004066503472894227
Position 904: 0.0003633503423918561
Position 3246: 0.0002522924672338224
Position 2191: 0.00022682130399456305
Position 381: 0.00022218142067506516
Position 388: 0.00019328890973351325
Position 523: 0.0001871527894634643
Position 1845: 0.00018143850451006032
Position 363: 0.00016681602882921963
Position 1374: 0.00015091596795041822
Position 367: 0.00013726149038594877
Position 952: 0.000133322796749388
Position 1580: 0.00012327197648577572
Position 437: 0.0001231160506854162
Position 1438: 0.00010819234375747702
Position 540: 0.00010481166671563365
Position 2463: 0.00010369423096792428
Position 763: 7.78561818989592e-05
Position 305: 7.049107524535358e-05
Position 1663: 6.31786133066318e-05
Position 1793: 5.374858851486452e-05
Position 1765: 5.2666732835833595e-05
Position 1689: 4.2094513735432254e-05
Position 1747: 3.9565877669197835e-05
Position 2434: 2.366756109380102e-05
Position 1700: 1.3030032290201717e-05
Position 880: 1.053834448985371e-05
Position 1796: 1.9304184604543644e-06
Position 1583: 1.3681963242332243e-06
Position 1882: 1.359785891341402e-06
Position 865: 1.0412152282964728e-06
Position 859: 1.0027485299214282e-06
Position 1741: 7.070249414613482e-07
Position 936: 4.537976492763186e-07
Position 1007: 3.1811825428246644e-07
Position 1047: 3.0044060251328087e-07
Position 1850: 2.2208098061304933e-07
Position 954: 2.2045624627418757e-07
Position 1013: 1.8602549298800177e-07
Position 720: 1.1114293299460746e-07
Position 684: 9.756254703723481e-08
Position 801: 8.668510543070427e-08
Position 1036: 6.195473418360244e-08
Position 736: 5.538675526117421e-08
Position 1927: 2.1829582263126944e-08
Position 1257: 7.717578254056284e-09
