Gene = Svip
index = 1047
Annotated 5SS: [ 281 2084 2673]
Annotated 3SS: [2032 2558 6240]
SMsplice 5SS: [ 281 2126 2673 6763 6936]
SMsplice 3SS: [2032 2558 6683 6853 7730]
top_k =  500
Partition function (log Z): -2.621558284439377

Sorted 5' Splice Sites (High to Low Probability):
Position 6763: 0.9300144034857658
Position 281: 0.9287228451020852
Position 2673: 0.8704461685607345
Position 6936: 0.7057340764471666
Position 2126: 0.6205891461885524
Position 6547: 0.27869031400573313
Position 6419: 0.26220478442001327
Position 3326: 0.22792253752954694
Position 6325: 0.22084843178643387
Position 3502: 0.18113545262609226
Position 3338: 0.17403193827009947
Position 5282: 0.1711426091683261
Position 4676: 0.13696414185256228
Position 1369: 0.08623257352349752
Position 7483: 0.07912417959116302
Position 6349: 0.07863522492221897
Position 6974: 0.06952114630718453
Position 8097: 0.06734204029038689
Position 2084: 0.0466669301718381
Position 4791: 0.04257676683187785
Position 2145: 0.03849276772924916
Position 1597: 0.037105917200747074
Position 7787: 0.037050699221479945
Position 2164: 0.023454985518966135
Position 142: 0.022406665994852658
Position 347: 0.02213733075424432
Position 1128: 0.022123905240701562
Position 137: 0.01706055432643322
Position 695: 0.015393694700432654
Position 7601: 0.012480359114604572
Position 4827: 0.011967176149254875
Position 476: 0.010948368784604857
Position 4748: 0.010784279889024783
Position 1343: 0.010579983444829582
Position 86: 0.009193134567400103
Position 6405: 0.008442605320218668
Position 8674: 0.008071438891343506
Position 5127: 0.007897093398124375
Position 7103: 0.00734769031893993
Position 553: 0.006038543593322591
Position 566: 0.005370192177247619
Position 5103: 0.004839996593872434
Position 5792: 0.00442371413914462
Position 2293: 0.004271150812204751
Position 6366: 0.003709321882084473
Position 2360: 0.0026656295864545313
Position 5870: 0.002484863084895913
Position 2151: 0.002468179405060503
Position 1335: 0.0023286362122663055
Position 2147: 0.0022038183795218464
Position 6305: 0.0020448507738522717
Position 1393: 0.0017794790484473484
Position 2238: 0.001764684472504076
Position 1455: 0.0014533197873162762
Position 402: 0.0013435231648722473
Position 2369: 0.001194560027412503
Position 4286: 0.0011784107868388215
Position 107: 0.0011636198746467496
Position 1937: 0.001053199150560201
Position 1971: 0.0010167311960236863
Position 3310: 0.0010122170058549042
Position 3345: 0.0009554125664592222
Position 1276: 0.0009319399026405
Position 5086: 0.0008487669404957715
Position 4714: 0.0007904319057282023
Position 1889: 0.0007692357458463012
Position 1439: 0.0006114761368425535
Position 1108: 0.0006002364085180503
Position 3388: 0.0005729907707947481
Position 1746: 0.0005715590771431196
Position 4650: 0.0005695206632328007
Position 1341: 0.0005531489299163552
Position 2495: 0.000496518429495784
Position 4260: 0.0004897449517523224
Position 3461: 0.0004767669621882137
Position 2677: 0.00043373296218360096
Position 1720: 0.0003625440974211174
Position 2232: 0.00029987994560966454
Position 4769: 0.000299106392585211
Position 4696: 0.00028399032178347234
Position 1484: 0.0002273090108395626
Position 4298: 0.00021539030493028787
Position 3421: 0.00021445564645491155
Position 1577: 0.000211849738120845
Position 1463: 0.00019444277656585697
Position 1932: 0.00018824261020546486
Position 1884: 0.000186706076995174
Position 1859: 0.00017665128189940651
Position 1151: 0.00017564808163270026
Position 1472: 0.00017328625910643458
Position 2621: 0.0001555109426850618
Position 7369: 0.00013744203791451204
Position 1566: 0.00011698356720300292
Position 613: 0.00011490955053890455
Position 701: 0.00011204030408683523
Position 602: 8.414339362498002e-05
Position 1278: 8.306046608860755e-05
Position 4241: 8.270769410074869e-05
Position 1872: 8.229273147351119e-05
Position 2588: 4.5032177062119685e-05
Position 3018: 4.479131586040429e-05
Position 24: 2.235897827018721e-05
Position 153: 2.152917656887386e-05
Position 817: 1.946701756358571e-05
Position 306: 1.8914706218640552e-05
Position 2130: 1.886622723347057e-05
Position 777: 1.770622730222264e-05
Position 1157: 1.6447845897216077e-05
Position 876: 1.2841728246686485e-05
Position 29: 1.1573621317489885e-05
Position 256: 9.438827255798758e-06
Position 27: 8.709143456197853e-06
Position 90: 8.26117281894383e-06
Position 213: 7.108337041900089e-06
Position 285: 6.007299492360441e-06
Position 1173: 5.597431373360447e-06
Position 465: 5.457121511182244e-06
Position 540: 3.989368922928619e-06
Position 594: 3.4047300245261958e-06
Position 1022: 2.7708010650039274e-06
Position 221: 2.2971705609101273e-06
Position 199: 2.0659680762519568e-06
Position 844: 2.0338262836029575e-06
Position 21: 2.0205870612900365e-06
Position 438: 1.4289249902874769e-06
Position 859: 9.7995774772849e-07
Position 768: 6.355268345415633e-07
Position 640: 5.3493717131633e-07
Position 456: 4.855515131548975e-07
Position 728: 3.916847637875674e-07
Position 2095: 2.9601580816764795e-07
Position 300: 2.46901518245268e-07
Position 235: 1.9246657523582813e-07
Position 330: 1.7299559106846704e-07
Position 335: 1.2814070180038807e-07
Position 246: 1.2790731884315422e-07
Position 2197: 2.307522305546492e-08
Position 421: 6.792017196846508e-09
Position 324: 5.700878583255013e-09
Position 440: 1.6671032635698694e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6853: 0.826951323381793
Position 2558: 0.8151291071913294
Position 2032: 0.7157689051278242
Position 6240: 0.6441390454640986
Position 6683: 0.6161915503419735
Position 6502: 0.5693993167226816
Position 3127: 0.510080508957092
Position 7730: 0.2592455994727498
Position 4583: 0.1996435487570943
Position 8545: 0.16403485087422434
Position 7847: 0.14895963928423644
Position 5197: 0.14352036970293486
Position 7368: 0.13664737910001043
Position 1242: 0.12679054611267257
Position 7622: 0.09144246497439175
Position 8665: 0.08267732940358606
Position 3406: 0.05426803124377156
Position 7892: 0.04646420889901983
Position 2400: 0.03346446162051939
Position 6888: 0.029464255847009017
Position 5006: 0.024656491874758175
Position 1006: 0.022005232917616666
Position 7958: 0.020273189756846846
Position 7045: 0.017995697762620496
Position 5162: 0.016551604523125617
Position 462: 0.01561178431254323
Position 7697: 0.015057521125574323
Position 3378: 0.01378426692649988
Position 8075: 0.013748225766231432
Position 2588: 0.010961288324698584
Position 1965: 0.010657198803912788
Position 1446: 0.010607608473954758
Position 8177: 0.010066121335247096
Position 8832: 0.010014027207522437
Position 7702: 0.009883192039629276
Position 2425: 0.009266326243425441
Position 7478: 0.008161909889305421
Position 380: 0.00793091969343576
Position 2163: 0.007606104414882793
Position 7523: 0.007064067318732851
Position 6874: 0.006943808513082166
Position 5699: 0.0061034878970422975
Position 7192: 0.0059997588646411035
Position 7050: 0.005881745908931477
Position 1970: 0.005126791111809708
Position 1776: 0.005088123185089689
Position 3319: 0.004991085096777115
Position 6638: 0.004914036462499524
Position 8777: 0.004906586713882365
Position 180: 0.00387618201547594
Position 8799: 0.003870005212998767
Position 4714: 0.0037916641952654945
Position 401: 0.003709942762314395
Position 256: 0.0033859396260889855
Position 1542: 0.0027394058512661052
Position 3442: 0.002481126664036523
Position 540: 0.002219846664636428
Position 3172: 0.00206946394793245
Position 6180: 0.0017941440556473354
Position 421: 0.001750980680395563
Position 2036: 0.0016904952970528528
Position 4025: 0.0016134024109789433
Position 1484: 0.0015910547642230242
Position 3486: 0.0013847667002144974
Position 8117: 0.0011903331279744373
Position 7404: 0.0010872519315261744
Position 4428: 0.0009982128884383997
Position 7509: 0.000955760056399631
Position 4507: 0.0008641954870559671
Position 5752: 0.0008050893269982334
Position 605: 0.0007861547278560509
Position 2459: 0.0007416245737703646
Position 6896: 0.0007294992998859987
Position 507: 0.0007015816557758639
Position 2282: 0.0006305889392743048
Position 1401: 0.0005816979911416237
Position 1937: 0.000548082129493362
Position 1012: 0.0005199444173786069
Position 2592: 0.0004946049040901193
Position 2511: 0.0003906393393516164
Position 938: 0.00036994416915456284
Position 1254: 0.00031705544702700277
Position 7627: 0.0003100625905671972
Position 2038: 0.00028472856555023364
Position 7017: 0.0002836250519808808
Position 2478: 0.00024965674712020545
Position 4058: 0.00023476821028317968
Position 2211: 0.00023283115548037266
Position 187: 0.00022546291602602877
Position 1341: 0.00021652443833821263
Position 7278: 0.00020987880479824336
Position 2288: 0.00019667392906198782
Position 3204: 0.0001859151674430408
Position 1594: 0.00017649942770312207
Position 1827: 0.00016104766397041963
Position 2318: 0.0001522757745862593
Position 3251: 0.00014704173073947088
Position 549: 0.00013850573011988865
Position 433: 0.0001298553727071095
Position 1888: 0.00012468997108508448
Position 4067: 0.00011808311636005548
Position 3143: 0.00010335943283076062
Position 2434: 0.00010005655974692687
Position 966: 9.422713065879965e-05
Position 1872: 7.456848123485228e-05
Position 565: 7.130915970446683e-05
Position 8547: 6.129043676116931e-05
Position 2909: 4.479131586040424e-05
Position 1489: 4.169859767834572e-05
Position 1660: 3.640797271079255e-05
Position 684: 3.569046530678112e-05
