Gene = Tirap
index = 1085
Annotated 5SS: [  127  1071  8718  8971  9274 11635]
Annotated 3SS: [  971  8594  8908  9114 10995 12360]
SMsplice 5SS: [  435  1071  8380  8718  8971  9274 12676]
SMsplice 3SS: [  971  8220  8594  8908  9114 12481 14102]
top_k =  500
Partition function (log Z): 0.8219129565870933

Sorted 5' Splice Sites (High to Low Probability):
Position 8718: 0.9919065520853333
Position 9274: 0.9738145376767207
Position 1071: 0.8204990782785417
Position 12676: 0.7501389639422392
Position 8971: 0.7357563151975847
Position 435: 0.592692334022246
Position 8380: 0.5749464939510763
Position 13350: 0.4978440074639804
Position 127: 0.29673385689498866
Position 10523: 0.2826561027005742
Position 11635: 0.18829490483691305
Position 12207: 0.1668139895521578
Position 13140: 0.1586132307416512
Position 8502: 0.15254256382501669
Position 431: 0.14569808260538214
Position 1565: 0.09378329060616955
Position 14147: 0.07638772374645555
Position 13802: 0.07531217836729837
Position 11266: 0.06703269593926067
Position 1781: 0.0625480693821363
Position 10537: 0.04940857469127483
Position 12262: 0.03958658203482977
Position 8497: 0.03839321629063885
Position 10746: 0.037642940002795354
Position 8932: 0.03457517522399187
Position 10542: 0.03181995046389949
Position 5500: 0.027406606657310394
Position 10402: 0.022378241119516605
Position 10751: 0.01994930593857896
Position 867: 0.01836623682554421
Position 14321: 0.016851781018089308
Position 10902: 0.01669298450355154
Position 12837: 0.012543003555679532
Position 13371: 0.01102358106213035
Position 1081: 0.009452282554851794
Position 9012: 0.009417145830759801
Position 132: 0.008847152283132884
Position 9076: 0.008609898400937812
Position 14196: 0.008448650195253185
Position 5610: 0.007942952032294764
Position 2672: 0.007684572016486522
Position 8487: 0.007522052925798237
Position 1555: 0.007156524035979487
Position 11972: 0.006650313780591485
Position 8317: 0.006343475004176158
Position 7919: 0.006134605967703195
Position 8425: 0.005094100276493568
Position 10772: 0.0047045454420550446
Position 9031: 0.003928558621245716
Position 462: 0.0038993984118697697
Position 9035: 0.003594301740375736
Position 6036: 0.003327603191735368
Position 7647: 0.0031932990571077063
Position 11570: 0.0020795906491451405
Position 9000: 0.0016915622507132425
Position 634: 0.0015313525229941477
Position 8646: 0.0014498087748276505
Position 9186: 0.0014465172672982925
Position 8791: 0.0014324641661770487
Position 8980: 0.0013125046727925685
Position 5234: 0.0012962897653265705
Position 306: 0.0011526409299353257
Position 319: 0.0009986330759209265
Position 1800: 0.0009071169640550695
Position 2128: 0.0008455823740536681
Position 848: 0.000690288426245776
Position 8635: 0.0006567495312880987
Position 1124: 0.0006354705191033858
Position 10491: 0.000631542541485779
Position 595: 0.0006068243316009699
Position 9544: 0.0005309714935032669
Position 10907: 0.00039062511362264647
Position 9801: 0.00038928655666517384
Position 905: 0.0003882193158508019
Position 11092: 0.0003298988423853993
Position 252: 0.000304187069427965
Position 657: 0.00024566177323612036
Position 9640: 0.0002095749830939803
Position 24: 0.00014264939930801502
Position 10175: 0.00013893145728387647
Position 735: 0.00013840141475858503
Position 806: 0.00013252909009491115
Position 115: 0.0001317065036048333
Position 765: 0.00012394076111575311
Position 8746: 8.731087034777165e-05
Position 484: 8.692110658559437e-05
Position 9769: 8.562979439424524e-05
Position 9760: 7.895099688104913e-05
Position 826: 7.524505104511528e-05
Position 1161: 7.466582734693759e-05
Position 619: 7.105548567367829e-05
Position 1085: 6.962907802015566e-05
Position 9718: 6.65082200620691e-05
Position 9624: 6.287558104852467e-05
Position 707: 4.78794033581386e-05
Position 421: 3.059737408760774e-05
Position 8679: 2.8210566013551793e-05
Position 405: 2.6396697807846384e-05
Position 840: 1.517541337324465e-05
Position 10100: 1.1645123865157461e-05
Position 9520: 1.0091793658210717e-05
Position 229: 6.6223244500837034e-06
Position 63: 4.913627916500151e-06
Position 97: 3.954974241191357e-06
Position 164: 2.2273766370627765e-06
Position 237: 1.7067667143446195e-06
