Gene = AA986860
index = 81
Annotated 5SS: [ 248 5712 9208]
Annotated 3SS: [ 5525  9026 10352]
SMsplice 5SS: [ 248 9208]
SMsplice 3SS: [ 9026 10352]
top_k =  500
Partition function (log Z): -7.446695324082517

Sorted 5' Splice Sites (High to Low Probability):
Position 248: 0.9768532045914269
Position 9208: 0.8107626369719972
Position 2470: 0.44609683548565005
Position 1677: 0.44332639225453097
Position 5712: 0.4051852675908984
Position 6524: 0.357304238015682
Position 2891: 0.1690552146069883
Position 8534: 0.16216954730422314
Position 10550: 0.14063818399824113
Position 8594: 0.11791916505437487
Position 1394: 0.11602646884581858
Position 3243: 0.08687908386178134
Position 9396: 0.0354268145456719
Position 822: 0.03397174314298483
Position 3907: 0.03128803300557492
Position 7194: 0.025325831690417574
Position 9554: 0.024983062172616817
Position 809: 0.024221268829756136
Position 2689: 0.023812041472582472
Position 2285: 0.023088132743835713
Position 1706: 0.01796436928006792
Position 3501: 0.016072797573629213
Position 1224: 0.014075216955321263
Position 3557: 0.012212236496689878
Position 1485: 0.012010310533464017
Position 9718: 0.009654723043901785
Position 4502: 0.009463098961270082
Position 4506: 0.008821088921527453
Position 120: 0.008043278911056884
Position 2335: 0.006125897834383036
Position 1469: 0.003829104272087894
Position 4510: 0.0022232075039237765
Position 2282: 0.0018330447187459176
Position 4748: 0.0016346926242539403
Position 813: 0.0012889700815167076
Position 2250: 0.0010667384913890115
Position 345: 0.00074994291191445
Position 1873: 0.0006287222367562618
Position 531: 0.0005732099069654412
Position 39: 0.0005418193866562842
Position 2274: 0.0005208572647899855
Position 2939: 0.00045687123734841254
Position 68: 0.0004264531641939086
Position 80: 0.00039644073478268974
Position 1499: 0.00030093636963225977
Position 3148: 0.00025504645531899755
Position 2875: 0.00019035758656352992
Position 152: 0.00018661021655474782
Position 3247: 0.00016787095478175608
Position 99: 0.0001673352316903386
Position 2215: 0.00015122094600536693
Position 2421: 0.0001487179264801256
Position 1356: 7.05318530314847e-05
Position 252: 7.046427106307206e-05
Position 2149: 6.702448305538997e-05
Position 8: 5.853685777544092e-05
Position 180: 5.803746390138201e-05
Position 1351: 5.0142164627681125e-05
Position 1265: 4.478470245834452e-05
Position 135: 3.491785370290872e-05
Position 1947: 3.111105151433716e-05
Position 528: 1.9001858533790247e-05
Position 1076: 1.445048980554814e-05
Position 409: 8.579576985353916e-06
Position 217: 5.5470977317414614e-06
Position 1697: 4.784717894396656e-06
Position 738: 3.2462717918287684e-06
Position 470: 2.87235499957961e-06
Position 607: 2.1816872447128025e-06
Position 575: 1.7671754733026744e-06
Position 72: 1.0240003138349208e-06
Position 1230: 7.852170223062613e-07
Position 1088: 7.419895605721715e-07
Position 761: 7.097715093397935e-07
Position 804: 3.64267963719138e-07
Position 82: 3.0330057821539937e-07
Position 124: 2.7787834452760525e-07
Position 84: 9.654591657825355e-08
Position 1739: 4.340939825788245e-08
Position 114: 2.884592634049895e-08
Position 846: 1.760056945271495e-08
Position 330: 5.388881859438277e-09
Position 223: 4.248463422762254e-09
Position 550: 4.013118014813523e-09
Position 340: 3.1977670909223546e-09
Position 351: 2.3908545533602813e-10
Position 392: 1.5718119271282873e-11
Position 379: 8.928492512986759e-12
Position 353: 2.040352664323462e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9026: 0.837756521147193
Position 10352: 0.8008358791751826
Position 1545: 0.4486595505307786
Position 6415: 0.3600322138738297
Position 2148: 0.3560474170576682
Position 8408: 0.2876089152357267
Position 5525: 0.21700216287189059
Position 5603: 0.21109128503259283
Position 1292: 0.13336775056806388
Position 2595: 0.10201169924144074
Position 12480: 0.08483303176100505
Position 2772: 0.07553723418787583
Position 3136: 0.06738800122657915
Position 2313: 0.04699638428860711
Position 12401: 0.04690196972577618
Position 9295: 0.045202482275452434
Position 10038: 0.03744830901258277
Position 9299: 0.036579808500312734
Position 700: 0.031159437483208492
Position 3719: 0.030536065673904465
Position 7104: 0.025325831690417574
Position 10928: 0.020112142357781696
Position 3110: 0.020007096811530737
Position 2334: 0.019191045520807668
Position 3333: 0.01861700814471936
Position 2081: 0.015772820159377973
Position 2327: 0.015007661434541622
Position 2432: 0.014310611062354314
Position 4426: 0.01402876177291492
Position 3436: 0.013743934820615474
Position 11476: 0.012844573647786508
Position 723: 0.012672735333614139
Position 2787: 0.010765662115031764
Position 9661: 0.009654723043901785
Position 2616: 0.00913036616884896
Position 11416: 0.008988016353775847
Position 2164: 0.008208709698529517
Position 11096: 0.007762842550370477
Position 4403: 0.006565591618218444
Position 10300: 0.0061129326324147965
