Gene = Gm20662
index = 470
Annotated 5SS: [   74  1039 26462]
Annotated 3SS: [ 1007 26113 34009]
SMsplice 5SS: [   74 26335]
SMsplice 3SS: [26113 29667]
top_k =  500
Partition function (log Z): -22.186594685133265

Sorted 5' Splice Sites (High to Low Probability):
Position 2061: 0.48171362528625633
Position 74: 0.44067359750050156
Position 168: 0.22713559129473596
Position 4834: 0.21395190021208377
Position 1039: 0.19448555458370037
Position 605: 0.1921080570031389
Position 581: 0.18463654150477865
Position 4358: 0.1634869130063301
Position 777: 0.15334885858041905
Position 2497: 0.0950070761899758
Position 801: 0.08733583389469668
Position 390: 0.07934352666100225
Position 1541: 0.0720023259798091
Position 597: 0.04895123852231045
Position 4707: 0.0385596578506002
Position 255: 0.033561621081628544
Position 172: 0.028052642902451505
Position 621: 0.02623656722182002
Position 7056: 0.01690926067071111
Position 822: 0.014816103966330174
Position 1785: 0.014583298752851475
Position 900: 0.005776701811974981
Position 215: 0.004799881477790881
Position 937: 0.003385195270607638
Position 366: 0.002546373356802804
Position 832: 0.002320582824700644
Position 229: 0.0019411484888529331
Position 78: 0.001441003575339889
Position 848: 0.0007468068959933297
Position 1248: 0.0005770353674889905
Position 3: 0.0003517145441870295
Position 975: 0.0003195759600555815
Position 46: 0.00024874455788085714
Position 375: 0.00020946519808479224
Position 2901: 0.00019827020692115885
Position 22: 0.00015760798180716124
Position 242: 0.00015547821954605488
Position 260: 0.00013779161524145575
Position 524: 0.00013256193255522397
Position 319: 7.51860359068178e-05
Position 629: 6.34956237257819e-05
Position 302: 6.097599957146506e-05
Position 137: 2.0055441971019455e-05
Position 332: 1.948923455205351e-05
Position 265: 1.4372904945635504e-05
Position 239: 1.1827039289650484e-05
Position 407: 8.022760376697344e-06
Position 609: 5.925411834686893e-06
Position 405: 5.584301731565703e-06
Position 615: 1.1222517324005247e-06
Position 585: 1.0633104886633913e-06
Position 27: 8.97024472061464e-07
Position 6: 6.165111640083353e-07
Position 472: 1.7261688014372974e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1933: 0.5678207140391113
Position 6859: 0.4917152253871186
Position 523: 0.3929427644805669
Position 4674: 0.24169941130793618
Position 1007: 0.23738769217190947
Position 4303: 0.17174210443410315
Position 712: 0.1110983644475062
Position 7326: 0.05891745020968872
Position 2411: 0.05703958513984954
Position 667: 0.04555698557392321
Position 2544: 0.042015167462951156
Position 4461: 0.03841922608047881
Position 6701: 0.032999006785100704
Position 1982: 0.0315057449488
Position 1440: 0.027665784899223597
Position 5094: 0.023237322486011996
Position 3737: 0.02211527187047674
Position 7369: 0.021525143169349427
Position 4920: 0.0194308210610398
Position 5323: 0.01814341318800963
Position 1393: 0.01737738623240806
Position 2268: 0.015524629043221584
Position 1540: 0.010442126057742583
Position 2368: 0.009425088560415271
Position 1648: 0.00870687294344314
Position 1374: 0.007527241524165045
Position 1217: 0.007322843024303981
Position 542: 0.007122329094444355
Position 1929: 0.00660603289565098
Position 2979: 0.006162882671981166
Position 2326: 0.006136079014456593
Position 1093: 0.006061336971375101
Position 2171: 0.005823669866862481
Position 3148: 0.005717475225426502
Position 476: 0.005325170164616226
Position 4474: 0.005314535313130774
Position 2151: 0.004403424454263705
Position 1410: 0.00435249789717118
Position 171: 0.0035287317347997274
Position 1446: 0.003043744150110229
Position 2482: 0.0027622699870348505
Position 2807: 0.0025313673794837574
Position 430: 0.0023500083902238955
Position 4357: 0.0022045951717585338
Position 2835: 0.0022014301305447823
Position 364: 0.00210128274783757
Position 479: 0.001962271737491278
Position 1671: 0.0017775933861485166
Position 212: 0.0016681520531659077
Position 1870: 0.0015815771991124288
Position 3075: 0.001520433032051226
Position 974: 0.0011609627419238795
Position 4965: 0.0011266596496794115
Position 923: 0.001042480183247123
Position 3277: 0.0009984451848623096
Position 447: 0.0009806032905571476
Position 679: 0.000651468462453796
Position 3804: 0.0005897459023626219
Position 2230: 0.0005630639268570988
Position 265: 0.0005626536588487962
Position 719: 0.0005520626511029791
Position 927: 0.0005086884343143607
Position 1275: 0.00040226866269963356
Position 1024: 0.0003335866625438062
Position 888: 0.0003320313397604226
Position 388: 0.00032238430197759885
Position 453: 0.00029835612199952236
Position 846: 0.00023170160612038447
Position 215: 0.00018167297666592082
Position 300: 5.6993688869293586e-05
Position 628: 5.365240128892694e-05
Position 729: 3.6812745243788575e-05
Position 2776: 2.091306847822731e-05
Position 183: 2.0885825587081417e-05
Position 618: 7.74177599071025e-06
Position 222: 6.813468867521325e-06
Position 2197: 5.302049205086538e-06
Position 366: 4.6845429329655355e-06
Position 106: 3.948753978952916e-06
Position 302: 3.5840697765213354e-06
Position 604: 2.9690006647823863e-06
Position 580: 2.661411929370934e-06
Position 398: 1.9337004578812934e-06
Position 393: 1.4433123117340492e-06
Position 742: 1.007435212705548e-06
Position 239: 6.456998537481121e-07
Position 375: 5.315282793621393e-07
Position 189: 2.7182159452373775e-07
Position 193: 2.518491677152021e-07
Position 133: 1.0746541210300927e-07
Position 77: 3.988132392100458e-08
Position 137: 3.9216817800768713e-08
Position 117: 2.8478915502041903e-08
Position 564: 6.9172534724753415e-09
Position 383: 2.900399961242865e-14
