Gene = Fuom
index = 416
Annotated 5SS: [  97  803 1072 1314 2525]
Annotated 3SS: [ 733 1000 1214 2450 5363]
SMsplice 5SS: [  97  803 1072 1314 2525]
SMsplice 3SS: [ 733 1000 1214 2450 5363]
top_k =  500
Partition function (log Z): 6.850585922413508

Sorted 5' Splice Sites (High to Low Probability):
Position 1072: 0.9843831780889178
Position 1314: 0.9605848608686416
Position 803: 0.9394565311010453
Position 2525: 0.7423391736249592
Position 97: 0.7043774627131609
Position 4635: 0.19295048139548543
Position 2601: 0.18780273554966384
Position 5115: 0.17314918491911924
Position 323: 0.14095122042995498
Position 2872: 0.09606111120741061
Position 609: 0.09605852917982192
Position 5126: 0.05720238050873262
Position 823: 0.05521234045306086
Position 2945: 0.04903497575532209
Position 136: 0.04404037521679269
Position 394: 0.03835098045784348
Position 3530: 0.037883971644335386
Position 1398: 0.029424060936287834
Position 5217: 0.022454885427206507
Position 164: 0.017845053660801694
Position 2622: 0.017471000592078244
Position 39: 0.01376083294433725
Position 3940: 0.013147010774265638
Position 275: 0.012645367765245993
Position 670: 0.012178403430889804
Position 3039: 0.011880833701382088
Position 1593: 0.008241720606203267
Position 147: 0.006663731695970155
Position 4393: 0.005260210806562334
Position 304: 0.0052054355130704616
Position 1107: 0.003951996198605823
Position 665: 0.003436195969389445
Position 4108: 0.0034104437668451013
Position 1370: 0.003205463629013094
Position 4743: 0.002861899606719255
Position 1963: 0.0027571877025641322
Position 1309: 0.002656223452233576
Position 895: 0.0023866535573943324
Position 1820: 0.0022602972299922246
Position 3079: 0.00224676472533621
Position 4476: 0.0021251350600873732
Position 2918: 0.0020656145023568574
Position 2174: 0.0020063224558370097
Position 2058: 0.0019478271857709328
Position 2561: 0.00193057563784784
Position 4349: 0.0019285943636220741
Position 310: 0.0019271267147104223
Position 389: 0.0015739630054218752
Position 4702: 0.0011608876296418675
Position 4711: 0.0009554034225035153
Position 1682: 0.0008178152757662403
Position 1544: 0.0005747096872702275
Position 1344: 0.0004929423210808366
Position 567: 0.0004918759905325535
Position 3425: 0.00043789196005907536
Position 1561: 0.00043455619818451644
Position 4173: 0.0003792632065823544
Position 1524: 0.00036107008106843453
Position 845: 0.0003494816457569116
Position 2548: 0.00033454438032417026
Position 1662: 0.00029943335537366343
Position 169: 0.0002962308312146688
Position 2341: 0.000276466959539917
Position 584: 0.0002663226021586445
Position 5512: 0.00023357433203799317
Position 44: 0.0002315580384439929
Position 1780: 0.00018651316282651908
Position 613: 0.00018341021384671983
Position 1804: 0.0001776190088896449
Position 903: 0.0001428432518189401
Position 860: 0.00011867355714254699
Position 336: 0.0001152238354083071
Position 1507: 0.00011099095454255212
Position 945: 0.0001056555168175864
Position 386: 0.00010250469443683039
Position 638: 0.00010233351237362387
Position 854: 9.777941582084405e-05
Position 1481: 9.162984124972702e-05
Position 1318: 8.156699973031405e-05
Position 2529: 8.05080246081676e-05
Position 865: 8.049745315339592e-05
Position 1797: 6.467514482118769e-05
Position 3147: 5.8412627020246463e-05
Position 1934: 5.6530011593592584e-05
Position 15: 5.007996908590646e-05
Position 1279: 4.258723410591932e-05
Position 620: 4.234283491249848e-05
Position 934: 4.02563668747235e-05
Position 3650: 3.626087160688736e-05
Position 774: 3.403087853654171e-05
Position 59: 3.172076143849424e-05
Position 647: 3.128296346261516e-05
Position 1756: 3.107573130603928e-05
Position 374: 2.7848013687944988e-05
Position 2420: 2.7490600899722412e-05
Position 657: 1.960810108907088e-05
Position 56: 1.809671611474721e-05
Position 626: 1.6284844628170022e-05
Position 640: 1.121508093347231e-05
Position 183: 5.7614537442735575e-06
Position 920: 5.549840202928067e-06
Position 1178: 4.147786092894198e-06
Position 1060: 3.141959676230534e-06
Position 917: 2.7690486668047023e-06
Position 2491: 2.5362014114157688e-06
Position 784: 1.969123807936935e-06
Position 538: 1.7063242133802076e-06
Position 937: 1.083242585012012e-06
Position 2531: 1.0507997798938634e-06
Position 957: 1.0088121310463997e-06
Position 1233: 8.129570235695808e-07
Position 1030: 7.029033985347103e-07
Position 963: 4.630461959914607e-07
Position 1240: 2.2398320649247576e-07
Position 1377: 9.939557606662169e-08
Position 1205: 9.69713987849797e-08
Position 1221: 9.02691648882976e-09
Position 1383: 2.622293200668879e-10
Position 1485: 4.078152190992371e-12
