Gene = Gin1
index = 434
Annotated 5SS: [   84  5421  7348 13061 14773 15051 16087]
Annotated 3SS: [ 5274  7153 12754 14580 14882 15803 22124]
SMsplice 5SS: [   84  5421  7348 10215 13061 14773 15051]
SMsplice 3SS: [ 5323  7153 10076 12965 14580 14882 22124]
top_k =  500
Partition function (log Z): -1.3689127114696915

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9994721637437347
Position 5421: 0.9643172249035367
Position 10215: 0.9342483295384622
Position 15051: 0.933033743179643
Position 14773: 0.8444499064079805
Position 13061: 0.8410179082287201
Position 7348: 0.7045701019607553
Position 10586: 0.4384199733559204
Position 16087: 0.3019625436934593
Position 9312: 0.1305539306692096
Position 6246: 0.1195601530937662
Position 21666: 0.09486358791413804
Position 19257: 0.08557364163726668
Position 9323: 0.06988319473106391
Position 10945: 0.06768920589332267
Position 1973: 0.06367104012512505
Position 7496: 0.06054084611876429
Position 7446: 0.04908917183642768
Position 14968: 0.04554794062988061
Position 9998: 0.041079108846440046
Position 7344: 0.04083852402790731
Position 12898: 0.03983522372733203
Position 2231: 0.03572735499180699
Position 9483: 0.031760223654934604
Position 2142: 0.03095311788798339
Position 9967: 0.029254576032258447
Position 3125: 0.029157268653510773
Position 4884: 0.02269079963963179
Position 1760: 0.019141404492843933
Position 14777: 0.019068640267931876
Position 4056: 0.017572853970806834
Position 7450: 0.01734509220831214
Position 7423: 0.016808235044972402
Position 9377: 0.011172828256822358
Position 18430: 0.010422212521037012
Position 7320: 0.010296648082654576
Position 4241: 0.009682314495771307
Position 513: 0.008916562167098786
Position 552: 0.008766084270983606
Position 10864: 0.008285777079277804
Position 19261: 0.00785047630313007
Position 8605: 0.007495889918185348
Position 1682: 0.00718447351171584
Position 15888: 0.007007161935732345
Position 1434: 0.006474824842248155
Position 2242: 0.006164087717072206
Position 335: 0.005945703817901297
Position 10113: 0.005817994591219393
Position 11202: 0.005426865741580408
Position 9818: 0.0045258289365912975
Position 5577: 0.003523445301531715
Position 9757: 0.003478385291917687
Position 6519: 0.003326180722087647
Position 7653: 0.003196206558694766
Position 7231: 0.003178110115506706
Position 6272: 0.0027802103211863553
Position 12221: 0.0027064921464108674
Position 2856: 0.0025145001906937774
Position 4862: 0.0024056138985312395
Position 5275: 0.002377820384562811
Position 12004: 0.0023768513305777797
Position 7025: 0.002213116176887024
Position 9250: 0.0021800836640612645
Position 6942: 0.0021565045033931835
Position 9140: 0.0021497570506475833
Position 5248: 0.0019374023250606737
Position 12620: 0.0018946540521963227
