Gene = Iqcd
index = 587
Annotated 5SS: [   72 11816 13537 16178]
Annotated 3SS: [11004 13302 16105 17611]
SMsplice 5SS: [   72 13438 16178]
SMsplice 3SS: [13302 16105 16813]
top_k =  500
Partition function (log Z): -15.260144054881096

Sorted 5' Splice Sites (High to Low Probability):
Position 72: 0.9002306478246954
Position 13438: 0.21682843716353048
Position 9481: 0.09976787369277708
Position 9106: 0.08564417359115231
Position 252: 0.0821011072816332
Position 11111: 0.07520026441809385
Position 2206: 0.07332004788122695
Position 5505: 0.05994638001159896
Position 3364: 0.03776956447404698
Position 421: 0.03277618600786105
Position 13537: 0.02926318305839326
Position 4080: 0.02642905611090056
Position 9335: 0.025170678566159968
Position 7623: 0.02467677911665488
Position 7154: 0.023056429061988702
Position 5761: 0.022646788120101576
Position 3696: 0.020812727558697067
Position 4965: 0.019923125964876214
Position 3939: 0.018087553942638352
Position 3643: 0.0165730001938089
Position 3406: 0.012977399742239248
Position 3756: 0.012758765906029347
Position 4547: 0.012066318196827613
Position 3710: 0.010371579045879294
Position 5349: 0.007348743034819003
Position 5033: 0.006792036104361445
Position 367: 0.006029733067712602
Position 4582: 0.0060258327349852776
Position 434: 0.005543208653857216
Position 1952: 0.0044977799312615595
Position 6903: 0.0034591484434242275
Position 911: 0.0033561461093297752
Position 6223: 0.0033541535032490196
Position 189: 0.002728345988226806
Position 1307: 0.0017146615697744407
Position 1634: 0.0015258879780637989
Position 383: 0.0014389552671445443
Position 8363: 0.0013404259913016108
Position 7142: 0.0012463604639225767
Position 379: 0.000879219457154949
Position 759: 0.0008530595968859697
Position 3963: 0.0006378870516746131
Position 118: 0.000599563965191523
Position 3731: 0.00025711417058112205
Position 898: 0.00022494202825134763
Position 453: 0.00017525543743091102
Position 1448: 0.00017426215677399706
Position 4314: 0.00017036758144557814
Position 787: 0.00016633165914999539
Position 698: 0.00015519861557924372
Position 2365: 0.00014039531664819378
Position 1891: 0.00013857344307439593
Position 2708: 9.411209207889217e-05
Position 3623: 8.536889002327983e-05
Position 1885: 8.12223756661556e-05
Position 2163: 8.042338234868034e-05
Position 1196: 7.384588063410177e-05
Position 769: 7.187275222006749e-05
Position 625: 4.241045479084709e-05
Position 134: 4.073895207921818e-05
Position 1957: 3.523273347180575e-05
Position 845: 3.4915641773249195e-05
Position 894: 3.3418917677399935e-05
Position 1784: 3.308940631674213e-05
Position 154: 6.106980189572272e-06
Position 40: 5.044894045372507e-06
Position 76: 4.747199700025352e-06
Position 107: 3.1272539552671055e-06
Position 29: 2.5500880692717707e-06
Position 129: 2.2591174467479234e-06
Position 109: 1.8009600378893086e-06
Position 500: 6.836696802011242e-07
Position 924: 6.405658527877178e-07
Position 219: 2.0811046932244282e-07
Position 177: 9.280277554103509e-08
Position 285: 4.537562605080389e-08
Position 1629: 1.4017724644914665e-08
Position 352: 8.254786561753382e-09
Position 402: 5.653267645093328e-09
Position 268: 5.229513734602085e-09
Position 438: 9.554884048217465e-10
Position 615: 7.247351442615226e-10
Position 304: 8.949422661696167e-11
Position 336: 7.485095528037319e-11
Position 341: 7.394417209397795e-11
Position 280: 5.0303429093020045e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9191: 0.38421841005768065
Position 13302: 0.30720409202709065
Position 14193: 0.2365803200231756
Position 11004: 0.1091388536694119
Position 5187: 0.10513056423080593
Position 3538: 0.10473372554435409
Position 8948: 0.08884355799797174
Position 2097: 0.07724448187126337
Position 4709: 0.054925966102810156
Position 3851: 0.047285784791966295
Position 7224: 0.04514879173268876
Position 151: 0.03777020294695491
Position 3137: 0.03757948487415152
Position 9511: 0.036855931528442826
Position 14869: 0.036825107432414426
Position 4379: 0.03342354450553599
Position 7026: 0.025873382740909414
Position 10732: 0.02107178266066611
Position 3298: 0.018917609694894866
Position 3810: 0.018173698761952774
Position 7263: 0.017653253979019103
Position 7474: 0.014505584240663531
Position 5582: 0.014069740420521601
Position 5630: 0.012199884807603716
Position 230: 0.009909750704309177
Position 1783: 0.0073611357929127185
Position 10761: 0.006822802048303922
Position 2044: 0.0063783865766541695
Position 9391: 0.006144679747350096
Position 3687: 0.005338059766861961
Position 10408: 0.005130027275236237
Position 5607: 0.0051280401996711
Position 2102: 0.00444833996170132
Position 5252: 0.004360844064950548
Position 4847: 0.004188159881839651
