Gene = Lztfl1
index = 655
Annotated 5SS: [  100  2326  5196  6590  8072  9553  9717 15501 16756]
Annotated 3SS: [ 2200  5000  6528  7999  9486  9638 15323 16651 17521]
SMsplice 5SS: [  100  2326  5196  8150  9553  9717 15501 16756]
SMsplice 3SS: [ 2200  5000  7999  9486  9638 15323 16651 19528]
top_k =  500
Partition function (log Z): 3.246442731784433

Sorted 5' Splice Sites (High to Low Probability):
Position 9717: 0.9927610051312155
Position 100: 0.9686494264830783
Position 16756: 0.9672507134483018
Position 5196: 0.9567509866388729
Position 15501: 0.8815407839017253
Position 9553: 0.6941586151460485
Position 8150: 0.6857375246223502
Position 2326: 0.6544958727292557
Position 6590: 0.49533699001918524
Position 6876: 0.38525266881787557
Position 10241: 0.38465463465230815
Position 14403: 0.3082228801690618
Position 8072: 0.3036311485906532
Position 18510: 0.21389497534471585
Position 7893: 0.1883131966373285
Position 18234: 0.15532437317863312
Position 3834: 0.13604418759778736
Position 11863: 0.13386745458520444
Position 5987: 0.13133132177396772
Position 6897: 0.12487649522467968
Position 7346: 0.11298162477541664
Position 14441: 0.10963040697155729
Position 19139: 0.09979426789473678
Position 3784: 0.09227286648827628
Position 11823: 0.09037391448618251
Position 4198: 0.0833916584035632
Position 6036: 0.07474057387074846
Position 3276: 0.06623114269321968
Position 2741: 0.06451456018742541
Position 4470: 0.061630292260631846
Position 2660: 0.058082529293617347
Position 1795: 0.05613786742534552
Position 595: 0.05495204253013144
Position 7897: 0.04046638740040555
Position 11891: 0.0398996747981913
Position 17853: 0.03747815206262758
Position 15993: 0.028875900356252815
Position 2106: 0.025098331996677336
Position 1151: 0.021188565910661577
Position 2812: 0.01910753163968756
Position 7020: 0.018529880246854844
Position 560: 0.018423857618101013
Position 10212: 0.013320049811264707
Position 3970: 0.013055803604447145
Position 6600: 0.013039642600612507
Position 7821: 0.011558423033749102
Position 10206: 0.01103979996957669
Position 1163: 0.0109246823464474
Position 2291: 0.010064001225054851
Position 7329: 0.009361875193228014
Position 4218: 0.009261911941937755
Position 17884: 0.008516180154715983
Position 303: 0.007762575471967855
Position 8307: 0.0075519860705981585
Position 5154: 0.006298338883448549
Position 6440: 0.006024214222124511
