Gene = Ssr3
index = 1033
Annotated 5SS: [ 219 1299 4892 9632]
Annotated 3SS: [ 1171  4792  9499 10588]
SMsplice 5SS: [ 219 1299 4892]
SMsplice 3SS: [1171 4792 9499]
top_k =  500
Partition function (log Z): -9.54105742014693

Sorted 5' Splice Sites (High to Low Probability):
Position 1299: 0.9683584366421817
Position 4892: 0.9242562508103684
Position 219: 0.6037924680767187
Position 361: 0.11902502988354939
Position 7193: 0.09312245085245265
Position 532: 0.0783289095604393
Position 9091: 0.033911265106388186
Position 811: 0.0324937861977093
Position 12092: 0.03226383528563223
Position 643: 0.02940225855601875
Position 3088: 0.02823578309880951
Position 1644: 0.02456471254153175
Position 6615: 0.022330415881610062
Position 200: 0.022208945126961848
Position 5143: 0.02158513504177037
Position 515: 0.01881953432253359
Position 193: 0.016437469671409022
Position 9632: 0.01343422704355723
Position 9171: 0.013281220125909435
Position 823: 0.012187896861845807
Position 7759: 0.01182464013832782
Position 1074: 0.00994569351182402
Position 6223: 0.009837442562470293
Position 12160: 0.0090353827780182
Position 9418: 0.00890462913009913
Position 9689: 0.00869183008236267
Position 831: 0.0075738882112483304
Position 202: 0.007268679111565467
Position 240: 0.006785777795699402
Position 7467: 0.006485518299425983
Position 169: 0.006020780292309915
Position 10730: 0.005806411931998557
Position 855: 0.005278265410462075
Position 8384: 0.004153332181960227
Position 157: 0.003911732714756738
Position 5455: 0.00367152659347682
Position 337: 0.0033055821216292896
Position 9293: 0.0032163636929719054
Position 652: 0.0031039613211920926
Position 4058: 0.0028194450198615892
Position 3837: 0.002581858248348209
Position 5291: 0.0023838477825154163
Position 4065: 0.002113494416272176
Position 1240: 0.0020868991743490783
Position 3238: 0.001923317824252683
Position 659: 0.0016969893828637254
Position 3734: 0.0016206919305983638
Position 841: 0.0013031617953804444
Position 3217: 0.0012724089244869137
Position 700: 0.0012126839057531112
Position 1479: 0.0011571307583688878
Position 5522: 0.0011105575161274536
Position 178: 0.0010981655056992092
Position 4291: 0.0010570341728421153
Position 637: 0.001042935958414197
Position 629: 0.0010110710873061101
Position 6370: 0.0008811666085736504
Position 8928: 0.0008681456423630684
Position 5224: 0.0008361953809752449
Position 946: 0.0008244072659306484
Position 8644: 0.0007059436040216457
Position 13: 0.0006689669294948714
Position 1474: 0.0006646565263627705
Position 4900: 0.0006573837117169172
Position 889: 0.0006535756535444771
Position 254: 0.0006247355396745915
Position 6762: 0.0006014091369724443
