Gene = Thy1
index = 1079
Annotated 5SS: [  93 2635 3569]
Annotated 3SS: [2572 3229 3954]
SMsplice 5SS: [93]
SMsplice 3SS: [3954]
top_k =  500
Partition function (log Z): -8.073093059738223

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.7004005111694168
Position 2635: 0.4956767361192486
Position 470: 0.3602421156529095
Position 1569: 0.143493618748669
Position 402: 0.0934380261692662
Position 1255: 0.06336340346456207
Position 1971: 0.046867288944561256
Position 1765: 0.040213667823446785
Position 3569: 0.030371317891432083
Position 4135: 0.02797198452657504
Position 3256: 0.01912742819716983
Position 383: 0.017555700842428523
Position 230: 0.01747432188170283
Position 3174: 0.012710814593758231
Position 2738: 0.012163756756154786
Position 1714: 0.010119544527008167
Position 246: 0.007686671836261378
Position 1192: 0.003653874843648018
Position 2648: 0.0036054540381350005
Position 3280: 0.003359292204752288
Position 240: 0.00307604355111068
Position 3414: 0.0025252827564962834
Position 3603: 0.0021302318920635886
Position 4885: 0.0018762288802538119
Position 3457: 0.0018346733733178829
Position 1546: 0.001532503688731938
Position 3188: 0.0005679669661760199
Position 3506: 0.000533674108484742
Position 454: 0.00023309741259961271
Position 946: 0.0001771300324959032
Position 1670: 5.4655082185136264e-05
Position 308: 4.024876069630327e-05
Position 617: 3.272968317022334e-05
Position 171: 2.7649547641965737e-05
Position 4120: 2.5641915163358974e-05
Position 434: 2.449609521916497e-05
Position 3238: 2.3009767936509978e-05
Position 3379: 2.2006016869342727e-05
Position 36: 1.9065943100550055e-05
Position 10: 1.711618596525311e-05
Position 582: 1.710923095745425e-05
Position 622: 1.47927993710875e-05
Position 87: 1.4534819972992534e-05
Position 262: 1.0688141707231276e-05
Position 380: 9.932584077267853e-06
Position 679: 9.467635523665282e-06
Position 2727: 8.778400680659893e-06
Position 357: 7.0860820985350375e-06
Position 486: 6.843273400346433e-06
Position 312: 6.174195613597405e-06
Position 746: 5.545353980222035e-06
Position 688: 2.6821171153953235e-06
Position 981: 2.5466193785334775e-06
Position 1753: 2.2619958123668675e-06
Position 1852: 2.1269708369958835e-06
Position 423: 1.501676140062669e-06
Position 269: 1.4350639847641218e-06
Position 53: 1.073241589468223e-06
Position 667: 5.681517073945363e-07
Position 657: 5.130843721909767e-07
Position 406: 4.9441705307745957e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3954: 0.451950327348043
Position 2542: 0.3293691785669621
Position 3237: 0.1750464733822771
Position 2572: 0.16395983787944868
Position 306: 0.16086773900785978
Position 1032: 0.1301760235500375
Position 1452: 0.09702190529836324
Position 3173: 0.08911572578239807
Position 4786: 0.054199154337837945
Position 4972: 0.04192888097827017
Position 1594: 0.04130461571591845
Position 1414: 0.040216333492049325
Position 3209: 0.029671640865396438
Position 5099: 0.02889479128553558
Position 1075: 0.02714646746327984
Position 2557: 0.025330237978057356
Position 1839: 0.02102019211901475
Position 308: 0.019190993639729897
Position 1516: 0.018506161956145167
Position 3834: 0.018204593948489462
Position 1658: 0.018028435451000562
Position 3059: 0.015027168594538216
Position 3444: 0.013224919860504666
Position 365: 0.012099564471195241
Position 4800: 0.012020878085014567
Position 4139: 0.010703953077271244
Position 1696: 0.010344549593141555
Position 4117: 0.007593780486528239
Position 4945: 0.007275871755831596
Position 4209: 0.006172378585518101
Position 2634: 0.006156249326842602
Position 1060: 0.005926112437245415
Position 894: 0.004394015233271269
Position 4044: 0.002863941404954894
Position 1896: 0.0028244409728780447
Position 245: 0.0026202292554822065
Position 380: 0.0022331805742536117
Position 1095: 0.002072990650885754
Position 2506: 0.001987352595874348
Position 678: 0.0018018997939886613
Position 4318: 0.001645353876295531
Position 239: 0.0010085223669473334
Position 1142: 0.000977794226871735
Position 323: 0.0009241143388634298
Position 190: 0.0009088016885142255
Position 797: 0.0008632298477542121
Position 2870: 0.0008536283038655994
Position 869: 0.0008509685644125657
Position 4438: 0.0007623102758702152
Position 1798: 0.0007326218714067671
Position 5020: 0.0005817055453472312
Position 3822: 0.0005368935261106377
Position 5005: 0.0005223551283988315
Position 2712: 0.0005103580829624972
Position 430: 0.0004137350154474572
Position 171: 0.00038909587149179214
Position 469: 0.00035060975820267094
Position 1268: 0.0003424627472908886
Position 3123: 0.00030296385065834347
Position 3151: 0.0002952454961098334
Position 2799: 0.00026052304284039424
Position 2058: 0.00020882415885529603
Position 229: 0.00016807105672691768
Position 753: 0.0001591196960292934
Position 827: 0.00015868459972054314
Position 1013: 0.0001343220268091114
Position 1317: 0.00011207650045286818
Position 345: 0.00010718651685208416
Position 262: 0.0001068602932791483
Position 1113: 8.579814410670231e-05
Position 1233: 7.534126946552259e-05
Position 332: 6.577115404608487e-05
Position 320: 6.158334761025401e-05
Position 392: 5.958987864373938e-05
Position 1186: 5.24851815013653e-05
Position 401: 5.239238516689893e-05
Position 1300: 4.2966976147446316e-05
Position 350: 4.0129601091721714e-05
Position 1175: 3.829966270613997e-05
Position 252: 2.6761882952682394e-05
Position 258: 2.421827697020705e-05
Position 182: 2.1278996395322545e-05
Position 165: 1.755767962741282e-05
Position 226: 1.0436352264417895e-05
Position 336: 8.00571605688608e-06
Position 398: 7.645099697519617e-06
Position 1305: 5.787382446941723e-06
Position 254: 5.492104161451173e-06
Position 1191: 4.493430374281507e-06
Position 423: 3.36406770749653e-06
Position 1238: 1.8762410535038028e-06
Position 1154: 7.256726166241938e-07
Position 419: 5.205906881272027e-07
Position 394: 2.4681847055658836e-07
Position 642: 1.6392531342999247e-07
Position 528: 7.270610625162852e-08
Position 155: 1.3673652165971744e-08
Position 510: 5.353075746797635e-11
Position 495: 3.225654514590977e-11
