Gene = Marc2
index = 662
Annotated 5SS: [  336  4628 12022 13306 23393 23547 26681]
Annotated 3SS: [ 4453 11852 13164 23330 23474 26533 31997]
SMsplice 5SS: [  336  4628 12022 13306 13687 23393 23547 26164 26681]
SMsplice 3SS: [ 4453 11852 13164 13624 23330 23474 25955 26533 27714]
top_k =  500
Partition function (log Z): 2.197238808221294

Sorted 5' Splice Sites (High to Low Probability):
Position 26681: 0.9993013798686436
Position 13306: 0.9718935791181444
Position 4628: 0.938101384432462
Position 23393: 0.924770998314492
Position 23547: 0.7120458254587682
Position 12022: 0.6367845533016636
Position 13687: 0.623328282444764
Position 336: 0.52180239845933
Position 26164: 0.49585952364194963
Position 11940: 0.3513891993966699
Position 21384: 0.31264403424009607
Position 9389: 0.3001555937856257
Position 6908: 0.2941130283213894
Position 12421: 0.24950910474320465
Position 3480: 0.24874418826651443
Position 28573: 0.23931416620392554
Position 223: 0.23621921163525647
Position 26182: 0.23011751770504668
Position 23652: 0.21407018454758248
Position 444: 0.16305588020519965
Position 2264: 0.11393341524423228
Position 7958: 0.11065525000932662
Position 7564: 0.08969254905106626
Position 15597: 0.08550044826986485
Position 4744: 0.08435849243562825
Position 6721: 0.06802226963335752
Position 4379: 0.06741086128526162
Position 25087: 0.05792960982575047
Position 241: 0.053592628321144524
Position 1024: 0.05065084253792179
Position 3744: 0.0483579150066067
Position 18694: 0.04780192562608607
Position 26171: 0.047766847166033695
Position 26190: 0.04729796102583428
Position 12219: 0.04644315148354988
Position 23598: 0.04039979693345803
Position 1916: 0.039699019000156245
Position 3129: 0.038457976425400636
Position 23147: 0.03747504044455708
Position 531: 0.031242002850254323
Position 25564: 0.030493358556394443
Position 4053: 0.030178835860932146
Position 18774: 0.027677025457974694
Position 1044: 0.02483639162520793
Position 31703: 0.018393566166440098
Position 26907: 0.015822786952154378
Position 2283: 0.015392252494814844
Position 5579: 0.014663224696649005
Position 387: 0.014637928333770934
Position 3451: 0.013883532866062809
Position 1411: 0.012166542792279229
Position 1961: 0.01180090422772218
Position 6628: 0.010759888556538316
Position 23783: 0.008770791225517402
Position 12251: 0.007810366916078039
Position 1109: 0.007579347044628549
Position 12860: 0.007529217472510874
Position 3464: 0.007495432817509277
Position 26359: 0.007394172012734795
Position 280: 0.007346673702227314
Position 4048: 0.007100624983510461
Position 3154: 0.006415999798553077
Position 3600: 0.005818970605241683
Position 27866: 0.005511348593559099
Position 27976: 0.005448370519570875
Position 23560: 0.005256267072731462
Position 325: 0.004337543904965614
Position 3343: 0.0042205113803707875
Position 3621: 0.00417457506211377
Position 2833: 0.003696392984082714
Position 23475: 0.0032229036856553646
Position 27092: 0.0029020192714547545
Position 25399: 0.002362649299910586
Position 14626: 0.0014829787456998615
Position 1903: 0.00139748529621327
Position 1055: 0.0013966223878737088
Position 27955: 0.0013572766325809654
Position 1889: 0.001227396923528427
Position 537: 0.0011465540710848664
Position 837: 0.0010432621572933115
Position 23779: 0.0009891626099122564
Position 3561: 0.0008403395282493524
Position 882: 0.000802174038422285
Position 1244: 0.0007193002367504279
Position 27849: 0.0006241177438710199
Position 27250: 0.00043497623623095115
Position 232: 0.0003833507763450734
Position 1621: 0.0003816300891008454
Position 5318: 0.00037407089883281997
Position 13289: 0.0003223308458175247
Position 261: 0.00030993517829250625
Position 2092: 0.0003077162054913264
Position 1894: 0.0002924142004853905
Position 4769: 0.00028706492252061303
Position 27824: 0.00013361186968164197
Position 27870: 0.00012381328606403467
Position 5361: 0.00011093917076621787
Position 4488: 9.914538215555598e-05
Position 4786: 8.984319104539432e-05
Position 1695: 7.229685295619268e-05
Position 4521: 3.630357967871067e-05
Position 497: 3.092180514857235e-05
Position 1131: 2.8028652778223447e-05
Position 26940: 2.333197335457821e-05
Position 480: 2.27506825145922e-05
Position 284: 2.041483702450775e-05
Position 1672: 1.8282115954948577e-05
