Gene = Xpo6
index = 1193
Annotated 5SS: [  510 26251 29379 31280 39548 43685 47583 51175 59844 69383 70861 72182
 76037 80052 84601 86752 87657 90495 91623 91957 93338 95308 95705]
Annotated 3SS: [26159 29265 31081 39387 43606 47128 51047 59733 69273 70770 72111 75876
 79958 84455 86604 87466 90338 91507 91784 93175 95208 95473 98017]
SMsplice 5SS: [  510  9869 18878 26251 29379 31280 39548 43706 47210 48092 51175 59844
 62412 69383 70254 70861 72182 76037 80052 84123 84601 86752 87657 90495
 91623 91957 93338 95308 95705 97330]
SMsplice 3SS: [ 9768 18576 26159 29265 31081 39387 43606 47128 47870 51047 59733 62196
 69305 70135 70767 72111 75876 79958 83935 84455 86604 87466 90338 91507
 91784 93175 95208 95473 97217 98017]
top_k =  500
Partition function (log Z): -46.891683495925136

Sorted 5' Splice Sites (High to Low Probability):
Position 510: 0.9643069198948219
Position 9869: 0.7960704447420844
Position 18878: 0.5969734255969535
Position 7609: 0.3776707087863583
Position 11430: 0.12100520585494123
Position 1999: 0.12008223766553563
Position 11219: 0.04689397016517851
Position 3532: 0.028351846624907397
Position 376: 0.024266114564462857
Position 6956: 0.01299278492576103
Position 223: 0.012009189791712714
Position 3514: 0.009848825822643662
Position 359: 0.00946249005788257
Position 3683: 0.009357473796184271
Position 5989: 0.008092421523521739
Position 62: 0.006956442362440702
Position 10061: 0.0035557516340452506
Position 248: 0.003433845903392037
Position 293: 0.001623131787407304
Position 282: 0.0015294672804557821
Position 899: 0.0014495912016044578
Position 4515: 0.001332886915245307
Position 816: 0.0009525795987192697
Position 990: 0.0006792581492640575
Position 143: 0.0004980497692618981
Position 189: 0.0004644722664819042
Position 159: 0.0002557578336542312
Position 8153: 0.00023602250111590467
Position 1948: 0.0001961528695864524
Position 2598: 0.00015558380816371696
Position 2895: 9.994567981841599e-05
Position 2584: 7.171753679620092e-05
Position 1375: 6.855992340119612e-05
Position 2509: 6.66137197463189e-05
Position 303: 5.9497465361464936e-05
Position 761: 5.531793135898187e-05
Position 1318: 5.341314071410754e-05
Position 514: 5.3257618209773516e-05
Position 19: 4.676129617422985e-05
Position 647: 3.700489663536931e-05
Position 2114: 2.1189944928690043e-05
Position 748: 1.4124741179449575e-05
Position 917: 1.3338925210694825e-05
Position 615: 9.377006743567808e-06
Position 633: 7.872566330493837e-06
Position 1769: 3.7584640103458814e-06
Position 531: 1.7021955393560365e-06
Position 246: 1.2043626544954926e-06
Position 2511: 9.376067257754511e-07
Position 2481: 9.338528636527655e-07
Position 751: 8.417370231713115e-07
Position 692: 7.685714064305918e-07
Position 2177: 7.425558147901784e-07
Position 788: 6.383244004865712e-07
Position 809: 5.999918789160205e-07
Position 326: 4.936474869626849e-07
Position 1323: 4.366041822905347e-07
Position 387: 4.116204632877489e-07
Position 1960: 3.4160652065541094e-07
Position 1152: 2.8373248413864296e-07
Position 342: 2.495415041664539e-07
Position 443: 2.4517252874582736e-07
Position 344: 8.616084545216562e-08
Position 518: 2.3245864485419486e-08
Position 600: 7.65535295925752e-09
Position 390: 4.347402337234546e-10
Position 724: 1.1730406032785948e-11
Position 546: 1.1712529795990663e-11
Position 731: 5.763005068027606e-12
