Gene = Sept14
index = 967
Annotated 5SS: [  215  3594  4307  9571 10771 12496 15593 17720 18974 22598]
Annotated 3SS: [ 3522  4237  9452 10574 12308 15436 17622 18804 22464 24842]
SMsplice 5SS: [  215  3594  9571 10771 15593 18974]
SMsplice 3SS: [ 3522  9452 10663 15436 18913 24842]
top_k =  500
Partition function (log Z): -2.0833878713058493

Sorted 5' Splice Sites (High to Low Probability):
Position 15593: 0.9999984007006704
Position 3594: 0.8898996319113116
Position 215: 0.8327439737463572
Position 10771: 0.8184740135287464
Position 18974: 0.7425096526529061
Position 9571: 0.6418441582128768
Position 19767: 0.5764205258808284
Position 17720: 0.20058948362709858
Position 19451: 0.16838303925446207
Position 19468: 0.15075013773589546
Position 4307: 0.13924247447456625
Position 12496: 0.13439764231224102
Position 10741: 0.12234656286853512
Position 24253: 0.12109933673628838
Position 3997: 0.09904689314820331
Position 277: 0.09491490551742492
Position 626: 0.06521012492037245
Position 13631: 0.06045610742422408
Position 4390: 0.0533900081538107
Position 5683: 0.04895142663656537
Position 19369: 0.039382838669831235
Position 3308: 0.03434274452321586
Position 9292: 0.031658386671127595
Position 12526: 0.03095246463935599
Position 1425: 0.03067205372237059
Position 2917: 0.030037983801605366
Position 22750: 0.025849078160447916
Position 22602: 0.025398417851189327
Position 2302: 0.025321067924521785
Position 22040: 0.023550170172541754
Position 24241: 0.023478284257824333
Position 3189: 0.021515215840266843
Position 11437: 0.02056100500131022
Position 10664: 0.017894085873542392
Position 2695: 0.017178610492273358
Position 4508: 0.01692371297442053
Position 10366: 0.016480596507387056
Position 4448: 0.016172335127562512
Position 11209: 0.01214271213653697
Position 181: 0.011405961998314852
Position 2803: 0.010880082243816891
Position 4355: 0.010385722411902616
Position 10676: 0.009976301388851626
Position 12500: 0.009318256225651536
Position 19419: 0.009275977034549701
Position 12255: 0.008835953634323572
Position 4461: 0.007402853145928981
Position 11470: 0.007112077307343297
Position 366: 0.006853552264760037
Position 12849: 0.006666032562106868
Position 1011: 0.006612089127405774
Position 78: 0.006573780790451676
Position 1106: 0.006461782168708677
Position 4323: 0.006390846472942587
Position 2099: 0.005789436526873104
Position 10746: 0.005150351082498744
Position 3195: 0.004975455577013199
Position 1203: 0.004903999794614044
Position 1311: 0.00435911264201003
Position 3688: 0.004330576320134967
Position 11240: 0.004265718702845266
Position 24662: 0.004215384115601389
Position 18543: 0.002154569229451266
Position 4312: 0.00139139645092081
Position 16595: 0.0010409651365893408
Position 11003: 0.0006588048663226735
Position 4276: 0.0005571602137762949
Position 219: 0.0005444204215722668
Position 19105: 0.0005000268712538507
Position 3993: 0.00042159854015041395
Position 3654: 0.00039077740552987284
Position 5110: 0.00035508610391741944
Position 17400: 0.00035216257143572474
Position 948: 0.0003210419934013633
Position 3834: 0.0003167334979276529
Position 1906: 0.0002683793961281799
Position 2328: 0.0002468207219782654
Position 297: 0.00023969526836628324
Position 2546: 0.00015901696858956912
Position 3728: 0.00015808729772194682
Position 1877: 0.0001431146268442477
Position 873: 0.00013245989815721042
Position 1969: 0.00012651890015161665
Position 526: 0.00011041296071769504
Position 528: 0.00010542706283722481
Position 532: 9.931167817723414e-05
Position 1763: 8.701945679181358e-05
Position 1852: 7.918938450067268e-05
