Gene = Bbc3
index = 169
Annotated 5SS: [ 246 2799 4202]
Annotated 3SS: [2509 4010 7501]
SMsplice 5SS: [ 149 2799 4202]
SMsplice 3SS: [2637 4010 7501]
top_k =  500
Partition function (log Z): -5.269259121549445

Sorted 5' Splice Sites (High to Low Probability):
Position 4202: 0.9645855463623659
Position 2799: 0.9150730434294532
Position 149: 0.40579070725595984
Position 246: 0.3896529440209077
Position 313: 0.1501179307509824
Position 923: 0.06217464085320745
Position 2017: 0.059612708547602145
Position 7395: 0.05461046257203701
Position 1851: 0.04048812803345456
Position 1992: 0.03932418596835986
Position 5777: 0.035731330649576745
Position 3867: 0.032259282266630815
Position 3558: 0.028388620406848163
Position 3670: 0.021285108312944365
Position 2098: 0.008896903077771289
Position 250: 0.008341238367517835
Position 4224: 0.00792665292365568
Position 7369: 0.007742380967461961
Position 455: 0.007187123876735702
Position 3680: 0.006662993584261521
Position 3183: 0.005785814362825096
Position 6010: 0.005564311350933909
Position 475: 0.0055385018262358796
Position 3654: 0.004987731711011618
Position 79: 0.004619928910717756
Position 3258: 0.004298031069101486
Position 5567: 0.0041372633383449835
Position 7080: 0.003820972310559621
Position 1771: 0.003671903904416608
Position 4189: 0.0031623249361449318
Position 3635: 0.0027957439955984334
Position 3847: 0.0027080772689240936
Position 2627: 0.0026039681938956863
Position 5057: 0.002356108802917099
Position 2131: 0.0023548265226906394
Position 7148: 0.002259277559173087
Position 123: 0.0021279423368218446
Position 4825: 0.0021149232739631264
Position 341: 0.002063763096203501
Position 7619: 0.0020510228831250327
Position 7294: 0.0016778125863315424
Position 1122: 0.0013595997438825217
Position 2330: 0.0009345170881373721
Position 3519: 0.0008516628135880402
Position 3665: 0.0008245077347598992
Position 2023: 0.0008144676533432202
Position 6024: 0.0007474033397102317
Position 5110: 0.0007457650065532646
Position 4477: 0.0006953331705165011
Position 526: 0.000530154893343207
Position 3048: 0.0004242254094038355
Position 6995: 0.0002787551939280947
Position 963: 0.0002491372646505602
Position 1891: 0.00020769375902461638
Position 950: 0.00019525312724480388
Position 321: 0.00018862894323911134
Position 975: 0.00016995962458556091
Position 5515: 0.0001355461257508714
Position 874: 0.00010470329481671267
Position 1310: 9.548561239761513e-05
Position 1156: 8.741002634632857e-05
Position 2064: 7.894720171143221e-05
Position 830: 7.517408254825768e-05
Position 1158: 6.999051994473699e-05
Position 1367: 6.512097011648684e-05
Position 114: 6.271692053737772e-05
Position 1077: 5.4071742654756374e-05
Position 843: 5.385210570004855e-05
Position 1596: 5.3490429168331716e-05
Position 2034: 5.212142583466583e-05
Position 1828: 4.9727729974996404e-05
Position 5387: 1.8300297004285313e-05
Position 3137: 1.3259682567117905e-05
Position 3286: 1.26306265935089e-05
Position 4745: 1.121595094809705e-05
Position 2865: 1.0503349380133478e-05
Position 712: 6.032627682137462e-06
Position 466: 2.9471932345516448e-06
Position 595: 2.426020550036477e-06
Position 495: 2.183710610007509e-06
Position 589: 1.9085233146383525e-06
Position 519: 1.2986557316552939e-06
Position 3778: 1.1956702982805694e-06
Position 3608: 1.080744511441133e-06
Position 564: 3.8360800040474646e-07
Position 1839: 3.7338629499926646e-07
Position 573: 2.1693374075193638e-07
Position 955: 1.8908409520412107e-07
Position 231: 1.1240581700553633e-07
Position 364: 9.392321261485312e-08
Position 229: 4.127854351518269e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4010: 0.7799948692017773
Position 2637: 0.5942136138713479
Position 7501: 0.4034452639629424
Position 2509: 0.3040069553123165
Position 6814: 0.27204870823467103
Position 6981: 0.08781071140854746
Position 1966: 0.06937978449758926
Position 7349: 0.06891234215136309
Position 4034: 0.06547239802303108
Position 3415: 0.056519370540631664
Position 4085: 0.054956543563032305
Position 6899: 0.0499527029752797
Position 5486: 0.04224915577053458
Position 1719: 0.03127407544822094
Position 829: 0.02892706023207932
Position 1664: 0.026566094506366704
Position 4132: 0.02281559273612791
Position 6155: 0.02278927380787059
Position 4129: 0.020573428235759025
Position 3775: 0.019688940844834774
Position 3588: 0.013280620847103713
Position 7584: 0.01181363013320582
Position 4694: 0.010932810583358
Position 1818: 0.010512244073405785
Position 3743: 0.009802114140647666
Position 7292: 0.00970939368623109
Position 5713: 0.009430448963866892
Position 7751: 0.009304305792491968
Position 6862: 0.009110390270012493
Position 2477: 0.00883245957689236
Position 7166: 0.0084004479260596
Position 7136: 0.008373107646191875
Position 4065: 0.007471074393355081
