Gene = Dctn5
index = 325
Annotated 5SS: [  141  1197  2130  5319 10847]
Annotated 3SS: [ 1127  2010  5206 10743 15015]
SMsplice 5SS: [  141  1197  2130  5319 10847]
SMsplice 3SS: [ 1109  2010  5206 10743 15015]
top_k =  500
Partition function (log Z): -3.4841279077356617

Sorted 5' Splice Sites (High to Low Probability):
Position 5319: 0.9876823016396278
Position 10847: 0.9061328873978091
Position 1197: 0.8913882129420694
Position 2130: 0.888430335655778
Position 141: 0.8794599275217418
Position 11535: 0.4751181575409859
Position 2700: 0.377121137125892
Position 10321: 0.22774237810480985
Position 7834: 0.20662538200483513
Position 2358: 0.20258373093982046
Position 10508: 0.18360504078815842
Position 10188: 0.11803506349646611
Position 11280: 0.08680723758906106
Position 13541: 0.08369020936318314
Position 199: 0.053847517135658725
Position 13042: 0.0466687101708635
Position 4869: 0.044307032383874734
Position 10913: 0.04399615998308594
Position 10273: 0.03641657678280687
Position 2741: 0.026575692713048996
Position 6927: 0.024632149917985652
Position 10546: 0.021447760236658092
Position 211: 0.020939938850001467
Position 11322: 0.020116337554027773
Position 1262: 0.01968273185313151
Position 2056: 0.015599713433535006
Position 12219: 0.010705178516247079
Position 74: 0.010691468623189574
Position 13038: 0.009546499427710879
Position 1251: 0.009368014290500931
Position 2847: 0.00808983899353265
Position 1223: 0.007560077088971459
Position 299: 0.007205505399205258
Position 13415: 0.006734597597104709
Position 7378: 0.005166874561147266
Position 13079: 0.004130778909709301
Position 11352: 0.004110051787031422
Position 9243: 0.003717347514402881
Position 11264: 0.0029808098104534904
Position 241: 0.002562904631748292
Position 1935: 0.0024194718458278035
Position 295: 0.00203760086280018
Position 11374: 0.0019944917697790076
Position 346: 0.001920515795888799
Position 2179: 0.001904815424241809
Position 1635: 0.0018184634497999065
Position 1055: 0.0017859294103514712
Position 912: 0.0017172667263366049
Position 29: 0.0015934225996346158
Position 1038: 0.0014879447299953217
Position 1944: 0.0014374776017975904
Position 338: 0.0013112528366395224
Position 1808: 0.0012515716169043492
Position 5001: 0.001209234630592484
Position 173: 0.0011939746295132126
Position 274: 0.001176133388377719
Position 226: 0.0009453722370221716
Position 342: 0.0008942013942829463
Position 2090: 0.0008555320653751076
Position 336: 0.0008362695606203221
Position 981: 0.0008274828541406355
Position 2985: 0.0008061397916536532
Position 2109: 0.0007950845785086179
Position 662: 0.0007564039286963375
Position 1740: 0.0006532233184275355
Position 122: 0.0006112093222420634
Position 2383: 0.0005379473444219593
Position 2134: 0.0005148567182170201
Position 692: 0.0004067998836512445
Position 619: 0.00038573315619430215
Position 1982: 0.00037888830799387294
Position 613: 0.00036129649755848524
Position 2351: 0.0003488962412963106
Position 11277: 0.00033373055171601263
Position 1279: 0.00032399733974789813
Position 128: 0.00031006213334708256
Position 1245: 0.00026469791582887616
Position 1143: 0.0002645504246372866
Position 600: 0.000254836061359816
Position 149: 0.00021603687477442446
Position 232: 0.00021533010128731235
Position 147: 0.0002042620647471073
Position 987: 0.00019465139166216394
Position 470: 0.00019425782225536726
Position 992: 0.000190104241530836
Position 409: 0.0001650278842358631
Position 1891: 0.0001426354920160452
Position 889: 0.0001265571542060047
Position 11: 0.00012205246855779292
Position 708: 0.00012138300773760235
Position 488: 0.00011995260827000893
Position 12491: 0.00011599420480031289
Position 287: 0.00011315658422936578
Position 355: 0.00011036560533555557
Position 113: 9.478576870288689e-05
Position 1647: 9.270319005604018e-05
Position 920: 8.626001316935107e-05
Position 433: 8.509666137602154e-05
Position 44: 7.926553095032446e-05
Position 2369: 7.657842735039445e-05
Position 1765: 7.092996557052016e-05
Position 703: 7.040437942829237e-05
Position 2258: 6.964766880642324e-05
Position 371: 6.922899851108306e-05
Position 825: 6.643968219307862e-05
Position 640: 6.539957283851945e-05
Position 379: 6.154358289658016e-05
Position 2536: 5.7893321903691694e-05
Position 440: 5.4066114629143404e-05
Position 552: 4.67900537320669e-05
Position 2340: 4.45983254362346e-05
Position 272: 4.274200784247457e-05
Position 562: 3.532588512670351e-05
Position 1654: 3.342561624307967e-05
Position 724: 3.337231250323158e-05
Position 2075: 3.0376974307320365e-05
Position 578: 3.0256742182093062e-05
Position 2077: 2.9824943431471537e-05
Position 1432: 2.525332564150435e-05
Position 387: 2.3858486285226602e-05
Position 1886: 1.7670500636553137e-05
Position 2211: 1.4688144801454238e-05
Position 2030: 1.1363140581231202e-05
Position 2095: 1.07724728661317e-05
Position 1752: 1.0642648355811102e-05
Position 450: 7.442141023489673e-06
Position 6913: 3.4969830434464716e-06
Position 5323: 2.5400033403227594e-06
Position 6845: 2.4592413866490094e-06
Position 6800: 1.6840625902193713e-06
Position 6316: 5.818527771149119e-07
Position 1274: 1.7775889192038544e-07
Position 98: 1.3363947886577343e-08
Position 340: 1.1284203292286568e-08
Position 411: 1.0480066083970189e-08
Position 348: 8.347370377658375e-09
Position 373: 7.596603180074309e-09
Position 413: 7.127187464908958e-09
Position 648: 6.406289861780892e-09
Position 353: 4.4622625546681605e-10
Position 542: 4.023532177067628e-10
Position 568: 4.795450099850768e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5206: 0.9766828607891768
Position 2010: 0.921580305486713
Position 10743: 0.9115294857639091
Position 1109: 0.5280969162351548
Position 11426: 0.5157315153935773
Position 15015: 0.4109028475570608
Position 1127: 0.38324582172842675
Position 10093: 0.3704278551356337
Position 10421: 0.20965561618547152
Position 2640: 0.20327440566825375
Position 7760: 0.19318767561829223
Position 11188: 0.19282823410074315
Position 12907: 0.16564693896763624
Position 2572: 0.13020603405347642
Position 2297: 0.07682874234971585
Position 2206: 0.06872581301022743
Position 15332: 0.056265392716732275
Position 13471: 0.05106783631532778
Position 2581: 0.049181034084563126
Position 15027: 0.04633473272640372
Position 14021: 0.04579617620358353
Position 13324: 0.039686496852408604
Position 13394: 0.03597518617752225
Position 4777: 0.034216290162609776
Position 15153: 0.03300587432556512
Position 15660: 0.02887003260218986
Position 2162: 0.0277314029049678
Position 12134: 0.024450574952854128
Position 15559: 0.01718976357859256
Position 12384: 0.016012138898245744
Position 10792: 0.014067575361179393
Position 10248: 0.013231021707647672
Position 10765: 0.013201603794022288
Position 5256: 0.011113964161153529
Position 6844: 0.010044520671639488
Position 11480: 0.009797033803333178
Position 2535: 0.009333254981145416
Position 7665: 0.00917294866538416
Position 6701: 0.008986039135827222
Position 15491: 0.008579365059735352
Position 1020: 0.007895916295844116
Position 12186: 0.007576046517480879
Position 13972: 0.006395760182364543
Position 1903: 0.006227632146747013
Position 1862: 0.00591930604208391
Position 2646: 0.005781998205256192
Position 11459: 0.005441174311854384
Position 4628: 0.005361142980686769
Position 12069: 0.005345840570077405
Position 2249: 0.004975867677065719
Position 12561: 0.004855689951032448
Position 14627: 0.004407798575501696
Position 7535: 0.004177033804130791
Position 6604: 0.003970772836204427
Position 10535: 0.0039111777988101665
Position 10366: 0.003735502631769261
Position 11101: 0.0032479142725817963
Position 2594: 0.0031403297384572544
Position 806: 0.003138449431585811
Position 1539: 0.0030396794919482534
Position 2221: 0.002976492244244723
Position 12577: 0.002916572412330548
Position 9009: 0.0027747565370211747
Position 7057: 0.0025277119218957015
Position 11725: 0.002372979831128611
Position 4837: 0.0023289835148913346
Position 873: 0.001981873234763943
Position 4783: 0.0018788038637125785
Position 7304: 0.0018460634717654563
