Gene = Spc24
index = 1010
Annotated 5SS: [ 185 2619 3014 3187]
Annotated 3SS: [2473 2908 3109 4007]
SMsplice 5SS: [185]
SMsplice 3SS: [2473]
top_k =  500
Partition function (log Z): -7.440711425171093

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9659777338836711
Position 1036: 0.17537159080749795
Position 684: 0.10773709207618476
Position 2692: 0.09942971816733003
Position 2566: 0.03293394341745413
Position 52: 0.026342082117571927
Position 3014: 0.023200655560997475
Position 1856: 0.013601609812241322
Position 3110: 0.011130182483985764
Position 2032: 0.010534820223484516
Position 1658: 0.009980485087210639
Position 2528: 0.008576068503979128
Position 643: 0.007673314543839317
Position 2138: 0.006049081700777265
Position 2367: 0.005572728744295924
Position 1260: 0.005453206326738558
Position 195: 0.004352783997175254
Position 458: 0.0041787473677986605
Position 3357: 0.003480788205838053
Position 905: 0.003382439221737863
Position 921: 0.0024092642313363367
Position 3187: 0.0019255023069760712
Position 2018: 0.0014516343119479642
Position 3073: 0.0013747067854970553
Position 2600: 0.0013291331381742894
Position 238: 0.0011834497159371642
Position 2861: 0.0011491943394881948
Position 986: 0.0010057913473535505
Position 3018: 0.0008915574641354108
Position 1669: 0.0005871720891968098
Position 1673: 0.0005622248551755237
Position 1203: 0.0004971180697430326
Position 2638: 0.00042401365317036013
Position 1634: 0.00039773604346340983
Position 645: 0.00038832515962771986
Position 2711: 0.00036301589761168036
Position 481: 0.0003185731916628433
Position 2161: 0.00027930845175761274
Position 994: 0.0002711650751165457
Position 503: 0.00019365098154968093
Position 1384: 8.851588104772843e-05
Position 466: 8.041528784023835e-05
Position 1289: 6.987822268653798e-05
Position 1438: 6.416074723962225e-05
Position 1349: 5.8812127561997334e-05
Position 865: 5.13975430293618e-05
Position 946: 2.8610808158690026e-05
Position 665: 2.546623851239923e-05
Position 839: 2.4933975867111206e-05
Position 2028: 2.444791587095437e-05
Position 341: 1.8538117413618783e-05
Position 254: 1.736850005447968e-05
Position 411: 1.2012360082497898e-05
Position 810: 1.143839846608863e-05
Position 518: 6.4684001843303585e-06
Position 334: 4.675939810516536e-06
Position 362: 2.6270451839025163e-06
Position 46: 7.780832831264638e-07
Position 401: 6.978343090746976e-07
Position 1061: 6.008322817035297e-07
Position 289: 3.5222508937683453e-07
Position 299: 3.05980442390375e-07
Position 22: 3.003859331624237e-07
Position 484: 2.775391670685938e-07
Position 469: 2.089270722457986e-07
Position 429: 1.6443773842215215e-07
Position 301: 7.76876373761991e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2473: 0.5516883450549733
Position 884: 0.19032113107711632
Position 3109: 0.13210275763898952
Position 4007: 0.13028771839568254
Position 551: 0.12168067626380658
Position 1786: 0.10689836871572295
Position 1152: 0.030346561559117434
Position 4025: 0.020569888320793435
Position 2912: 0.019374349950614603
Position 3012: 0.017867744493425188
Position 1962: 0.01577547798188476
Position 3669: 0.013810075162664925
Position 2903: 0.013808009911816953
Position 2922: 0.013590370338392147
Position 1538: 0.011432185975527335
Position 4050: 0.008250670908243574
Position 4756: 0.0075779971900334815
Position 4237: 0.007411521396638682
Position 4337: 0.0072281009065286025
Position 2078: 0.0068571683800802054
Position 764: 0.006730950078462736
Position 2812: 0.005904755924951853
Position 2338: 0.005542111930742586
Position 720: 0.005174488650531586
Position 1903: 0.005162065318918633
Position 1437: 0.0047783794933101515
Position 344: 0.00476266975856407
Position 3472: 0.004689809168126566
Position 810: 0.0046098303435813896
