Gene = Htatip2
index = 549
Annotated 5SS: [  183   665  3039 11819 13509]
Annotated 3SS: [  412  2930 11680 13446 14171]
SMsplice 5SS: [  183   665  3039  7501 11819 13509 14311]
SMsplice 3SS: [  468  2930  7394 11680 13446 14171 14505]
top_k =  500
Partition function (log Z): 3.5966914973501627

Sorted 5' Splice Sites (High to Low Probability):
Position 3039: 0.9916395275297323
Position 11819: 0.8405366533982792
Position 183: 0.7806976394577827
Position 13509: 0.7657287598776952
Position 14311: 0.7337605925130729
Position 7501: 0.7294843728988901
Position 665: 0.5266063236569553
Position 5715: 0.3770901968771862
Position 14058: 0.32549502351639303
Position 1633: 0.2997359730606386
Position 9296: 0.29968050919711114
Position 9918: 0.23910854635928971
Position 6941: 0.17968502282454946
Position 5092: 0.1618805038854816
Position 9893: 0.15902581512433747
Position 11968: 0.15053881474526343
Position 566: 0.14011005545468788
Position 13584: 0.13854205772805417
Position 7229: 0.13559145918400203
Position 2575: 0.1334949743436444
Position 2787: 0.12151792052765249
Position 8942: 0.11726125720642633
Position 3360: 0.09526533924818467
Position 11823: 0.09460870065192704
Position 5349: 0.09338806998066802
Position 193: 0.09027742772137852
Position 370: 0.07964725027079558
Position 608: 0.07821469859608958
Position 669: 0.06011649898150089
Position 2580: 0.05879300680643191
Position 6202: 0.050520911345814046
Position 13530: 0.048803589379491974
Position 11813: 0.040078671224073756
Position 1393: 0.03823791872762925
Position 17: 0.0337387137130383
Position 1106: 0.030939816052050196
Position 1592: 0.02462242927384243
Position 5111: 0.022588968296955465
Position 2698: 0.02230738955299352
Position 1964: 0.022119921289358385
Position 4135: 0.019935549055786494
Position 8937: 0.016354703559837022
Position 14262: 0.016149488219541028
Position 9958: 0.014752162724250437
Position 306: 0.01287271562312124
Position 7484: 0.010972856121897346
Position 8659: 0.01095786047697941
Position 6934: 0.009985603875809441
Position 12840: 0.009978251550211838
Position 2716: 0.009608559310863277
Position 2460: 0.009467248829209395
Position 11207: 0.008805160493492073
Position 6670: 0.008143540226932328
Position 7522: 0.008132844197941538
Position 6152: 0.007337307738791882
Position 8665: 0.0056255432113590026
Position 7802: 0.005490698433692556
Position 13863: 0.004824357540750852
Position 301: 0.004791535629381238
Position 5808: 0.004472463365809691
Position 7530: 0.0043113135331688665
Position 621: 0.003997722029752409
Position 12646: 0.0037578689543508012
Position 662: 0.0036887972431773686
Position 1551: 0.003566598170764136
Position 7464: 0.0034613468534996773
Position 165: 0.0032699708212741104
Position 9027: 0.003024750311536416
Position 4612: 0.0029180662457809208
Position 4825: 0.0029171541911140915
Position 1938: 0.0026784600806234573
Position 1866: 0.002635485565896584
Position 6917: 0.00257868456257169
Position 2106: 0.0022236647279906237
Position 100: 0.002128770981155009
Position 747: 0.0020330941686772944
Position 7737: 0.001935952949553543
Position 5662: 0.00163639071713502
Position 14541: 0.0015684542405166985
Position 12496: 0.0012932570213980712
Position 2555: 0.0012882923986556924
Position 12115: 0.0012720189688774056
Position 12167: 0.0012325910314652483
Position 354: 0.0011239296882313112
Position 1297: 0.0010485847887849147
Position 5255: 0.0009274737644828334
Position 13595: 0.0008834075407213001
Position 14258: 0.0008441639344468577
