Gene = Cd2bp2
index = 236
Annotated 5SS: [  72  640  978 1257 1798 1986]
Annotated 3SS: [ 538  841 1098 1358 1878 2069]
SMsplice 5SS: [  86  640  978 1257 1798 1986 2177]
SMsplice 3SS: [ 532  841 1160 1358 1878 2069 2917]
top_k =  500
Partition function (log Z): 4.263683216735464

Sorted 5' Splice Sites (High to Low Probability):
Position 978: 0.9736750612315426
Position 1986: 0.9402143083072859
Position 2177: 0.8677809626384628
Position 1798: 0.8343620318919268
Position 1257: 0.6608650192880815
Position 640: 0.633994891398169
Position 86: 0.5340506747636794
Position 1299: 0.2653546461168401
Position 214: 0.12128747041818112
Position 72: 0.09654432107031014
Position 2464: 0.0624104072736153
Position 226: 0.045253419194341546
Position 2366: 0.03709652079116698
Position 262: 0.03508476201353291
Position 1426: 0.03422113222809424
Position 1601: 0.027453733762792396
Position 4122: 0.022487164935955133
Position 155: 0.020455939144930796
Position 1636: 0.014798064142450251
Position 235: 0.011863778083431524
Position 732: 0.011045731820871036
Position 1259: 0.009808596347676175
Position 3316: 0.009209776465366835
Position 3888: 0.008659763118377078
Position 248: 0.006486895134125856
Position 199: 0.006451929073560807
Position 1359: 0.006410113678801786
Position 4096: 0.0051416786568375325
Position 166: 0.00446148558009329
Position 1661: 0.004437590412764262
Position 2076: 0.003667557928352481
Position 1478: 0.0036647212768970974
Position 2259: 0.0036316585926545538
Position 3279: 0.0033735963452518492
Position 608: 0.003140818234315895
Position 1328: 0.0025127343814035715
Position 1040: 0.002493496731853022
Position 1033: 0.002309751541594259
Position 3945: 0.001977203791040327
Position 2749: 0.00150011242247867
Position 3160: 0.0014033433955930982
Position 395: 0.00110989252739724
Position 2928: 0.0010518201293856116
Position 461: 0.001021918797278055
Position 2987: 0.0009557513346962761
Position 1395: 0.0008695953383451782
Position 1494: 0.000775051682746307
Position 1099: 0.0006793926682121896
Position 278: 0.0006577678603108854
Position 1293: 0.0005720101331862639
Position 1472: 0.0005016949952299276
Position 2842: 0.0004999032782969015
Position 1475: 0.0004748672823388309
Position 16: 0.00046066300046871067
Position 238: 0.0004387337057051562
Position 577: 0.00040682709147681024
Position 755: 0.0004005616144833664
Position 306: 0.00039664152479707086
