Gene = Ackr1
index = 95
Annotated 5SS: [113]
Annotated 3SS: [572]
SMsplice 5SS: [113]
SMsplice 3SS: [305]
top_k =  500
Partition function (log Z): -5.418364757782905

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.9965583145236324
Position 948: 0.0528493057611826
Position 531: 0.022025240438329683
Position 953: 0.012732836394904001
Position 722: 0.009468531079838005
Position 1272: 0.007233981594449829
Position 706: 0.006272074167348
Position 315: 0.005160939136052705
Position 106: 0.0033250773329762395
Position 380: 0.0020345221680532774
Position 319: 0.0015372810420036663
Position 667: 0.0011695258579735627
Position 569: 0.0006405645352187019
Position 1341: 0.00021997548384139313
Position 848: 0.0001676883654059651
Position 425: 0.00010196399243589925
Position 573: 4.008585736013288e-05
Position 855: 3.594716413106281e-05
Position 233: 2.055534261136017e-05
Position 396: 8.12157140794861e-06
Position 751: 5.343174956109663e-06
Position 608: 2.9014291318037184e-06
Position 119: 2.850341913971452e-06
Position 562: 2.531803776415622e-06
Position 388: 2.1336703066143645e-06
Position 753: 2.1281723816300615e-06
Position 102: 2.1240273925387178e-06
Position 560: 2.1174698502845033e-06
Position 549: 1.8602848166884152e-06
Position 772: 1.7994542412065871e-06
Position 63: 1.4963675523208345e-06
Position 150: 1.3453665017558702e-06
Position 869: 1.14481457083604e-06
Position 1024: 9.903317428493566e-07
Position 117: 6.618902225259996e-07
Position 52: 3.1941615567700947e-07
Position 323: 2.228967743144819e-07
Position 130: 1.5267911349478495e-07
Position 635: 1.392076986620446e-07
Position 6: 1.3291996367622616e-07
Position 87: 1.1004638339041186e-07
Position 309: 8.022785811947685e-08
Position 226: 3.4867610542406805e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 305: 0.30788097548003845
Position 721: 0.11335747392069996
Position 1147: 0.10963105324643674
Position 357: 0.10212180164208419
Position 572: 0.07593348885344783
Position 818: 0.07335194107451484
Position 179: 0.07094352654433074
Position 622: 0.06963131898540831
Position 233: 0.03824713098934865
Position 405: 0.029747944356359197
Position 799: 0.022850831501633664
Position 751: 0.013581060957249784
Position 379: 0.010500807268259223
Position 1074: 0.00959093357275637
Position 1227: 0.007877147883385947
Position 1086: 0.0069000053480016525
Position 1012: 0.005825958881015276
Position 1385: 0.00559136745641568
Position 987: 0.00508623656777899
Position 1475: 0.004940063227320193
Position 1382: 0.0042777032507980905
Position 591: 0.004151859331707117
Position 642: 0.0037726980837712496
Position 1149: 0.0030850424791185097
Position 900: 0.0027990258066439644
Position 975: 0.002767089838969311
Position 1413: 0.002270920726774602
Position 1054: 0.0022212731437819557
Position 882: 0.002205780562349533
Position 846: 0.0017969715701411971
Position 417: 0.0010582286711632528
Position 1345: 0.0010040808348647447
Position 1516: 0.0007464835560444392
Position 309: 0.000690138492087749
Position 1545: 0.0006192990724031317
Position 500: 0.0006022342499918464
Position 874: 0.00041312010436798203
Position 1095: 0.0003885323216091249
Position 829: 0.0003785013280546596
Position 1232: 0.0003205192555811846
Position 1108: 0.00028767643119371897
Position 1597: 0.00027588013725042077
Position 530: 0.000243034154808258
Position 1486: 0.00024105291320245022
Position 676: 0.00023146214562120378
Position 1416: 0.00022353145988583423
Position 1520: 0.0002147391349472047
Position 919: 0.00016169782856057516
Position 596: 0.00010498935978641735
Position 608: 9.819674628977044e-05
Position 537: 8.155393977337264e-05
Position 910: 7.480636673294065e-05
Position 772: 5.257112773108952e-05
Position 667: 3.684256129758726e-05
Position 517: 3.4790415462523275e-05
Position 687: 3.2203415499637764e-05
Position 924: 3.0081840343860177e-05
Position 318: 2.9904917245235132e-05
Position 852: 9.370443231255646e-06
Position 848: 5.051962464682034e-06
Position 855: 4.876814717939006e-06
Position 461: 1.893015086891664e-07
Position 315: 6.453106347156855e-08
Position 87: 1.2830807088198871e-08
Position 80: 1.453089104277178e-09
Position 117: 8.472370142008393e-13
