Gene = Pou2af1
index = 840
Annotated 5SS: [   94 18655 19183 19536]
Annotated 3SS: [18523 19139 19269 24357]
SMsplice 5SS: [   94 18655 19183 19445 24633]
SMsplice 3SS: [18523 19139 19269 24541 24879]
top_k =  500
Partition function (log Z): -8.792252965745206

Sorted 5' Splice Sites (High to Low Probability):
Position 19445: 0.9267558617135329
Position 24633: 0.9008556562936104
Position 94: 0.6646574622708797
Position 5979: 0.512906729977426
Position 9577: 0.5096403245331691
Position 25006: 0.41432555010855426
Position 7192: 0.35189759545922994
Position 20260: 0.31453429088387547
Position 4371: 0.2733658076246435
Position 126: 0.22990750767439325
Position 10550: 0.20523746275095198
Position 16063: 0.11744762198628689
Position 13542: 0.11412255427703083
Position 25179: 0.05874512478340335
Position 25472: 0.05853203988721632
Position 19536: 0.05815857403568172
Position 217: 0.05372983566688123
Position 12760: 0.0521806087433515
Position 1808: 0.05162250800562029
Position 287: 0.031911959201253344
Position 4845: 0.029019197589506864
Position 2823: 0.02314790882831276
Position 8007: 0.018733285523077115
Position 221: 0.017875835198428888
Position 19400: 0.014143102470940756
Position 2345: 0.010021740903780737
Position 5623: 0.00725104751908155
Position 5251: 0.006445677342059658
Position 25617: 0.005696661338449189
Position 25166: 0.0040273189584677845
Position 25183: 0.0038672866333742733
Position 25170: 0.0036627475714798106
Position 25023: 0.002004938744247369
Position 334: 0.001157452443085297
Position 405: 0.0003400208217551695
Position 442: 0.0002962545542429407
Position 1561: 6.797834244383175e-05
Position 166: 2.2018674687206116e-05
Position 5983: 2.0689557143369564e-05
Position 386: 1.655572858718387e-05
Position 618: 1.2434811452133346e-05
Position 4896: 1.2107692451728101e-05
Position 98: 1.0865265902622353e-05
Position 7101: 1.496777335546869e-09
Position 2592: 1.1326549770396465e-10
Position 2484: 4.948619044995914e-11
Position 2013: 1.9389216601819284e-11
Position 2393: 1.1052406066768317e-11
Position 2602: 1.0581355538313511e-11
Position 2130: 9.537606216199314e-12
Position 187: 1.5621783833454264e-14
Position 162: 1.1391783517790161e-14
Position 141: 2.2670668196778672e-15
Position 182: 1.3293946222919256e-15
Position 115: 1.0259133893177406e-15
Position 109: 3.5122365431433083e-16
Position 235: 1.7375415217233208e-16
Position 277: 1.3298358390985378e-16
Position 38: 8.078715318694577e-17
Position 317: 3.214351044345753e-17
Position 279: 2.481203628126298e-17
Position 68: 1.4135651802518798e-17
Position 16: 3.923567764891007e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 19269: 0.9997936875080218
Position 24879: 0.8886411904861615
Position 24541: 0.8637939651613753
Position 5865: 0.45124190152765853
Position 25399: 0.3488633237262334
Position 20050: 0.3175095108135065
Position 7080: 0.30604037971617865
Position 9504: 0.24895202301707572
Position 9301: 0.22649350143015537
Position 4251: 0.2209352465119027
Position 10442: 0.20524410792756673
Position 15908: 0.11744762198628689
Position 13308: 0.11415021682343476
Position 25142: 0.08216414921599897
Position 25718: 0.0639317845640282
Position 12675: 0.05218060874335145
Position 24357: 0.04726238069477673
Position 25546: 0.044625884921585646
Position 1634: 0.04360060268808923
Position 25316: 0.03582403776194704
Position 9402: 0.03421715982159082
Position 25094: 0.029033283892773622
Position 26031: 0.02800243502507616
Position 5779: 0.024998964861890276
Position 6839: 0.020659821854854803
Position 5753: 0.019246800846608222
Position 2697: 0.017939427067066756
Position 7742: 0.01645025403157324
Position 4771: 0.01621675878967925
Position 4085: 0.014874856471382291
Position 5919: 0.014452991000352203
Position 6968: 0.013638699537987076
Position 4345: 0.011954011049943886
Position 6948: 0.011564154717330613
Position 4012: 0.010415656585433156
Position 26307: 0.010082020922626327
Position 4165: 0.008823448525029193
Position 4786: 0.007661121425996774
Position 1732: 0.006708627709707071
Position 5441: 0.006082436823030565
Position 2744: 0.004952763597286275
Position 4718: 0.004947728568602626
Position 5104: 0.004708637757965086
Position 2244: 0.004341337853160181
Position 4298: 0.0036622943877800645
Position 2187: 0.0031061869400501444
Position 5680: 0.0029894994741206256
Position 7481: 0.0023311079220718887
Position 24786: 0.0023212010869489005
Position 4103: 0.0022946778677878413
Position 21913: 0.0020087106109198043
Position 5172: 0.0017371743417763643
Position 5533: 0.0011707154848948275
Position 2248: 0.0010681653735078985
Position 21001: 0.0009118771299618362
Position 2202: 0.0009052614483946595
Position 1645: 0.0005854916793105373
Position 4029: 0.0004076878802540606
Position 21391: 0.00033339740891402334
Position 1760: 0.00033121593193735806
Position 1553: 0.00024476621379724607
Position 2272: 0.00021515140907560197
Position 2275: 0.00021458998617340813
Position 4515: 0.0002069073910894374
Position 2532: 0.00013822961182068322
Position 2483: 0.00010744859412461267
Position 2146: 9.26082370695322e-05
Position 1655: 7.518048098448703e-05
Position 2174: 7.388756992321072e-05
Position 1588: 6.905189561943762e-05
Position 14775: 6.36548670419367e-05
Position 11577: 8.45172226151105e-06
Position 1901: 7.520658544965724e-06
Position 2717: 5.810691531957729e-06
Position 10771: 5.2510325748648105e-06
Position 1678: 3.380079681891904e-06
Position 2628: 3.362663667277208e-06
Position 2805: 3.2809727810906125e-06
Position 1671: 2.8656168709171886e-06
Position 1506: 2.7412887006507424e-06
Position 1445: 1.7560015478425164e-06
Position 3710: 1.7322427604410547e-06
Position 1232: 1.1549937780294884e-06
Position 1460: 8.609853537447571e-07
Position 937: 7.583307575612637e-07
Position 1395: 6.989700117914676e-07
Position 1300: 5.114775085144484e-07
Position 5293: 3.5764474318910796e-07
Position 1370: 3.50656503173758e-07
Position 1239: 2.744650195863949e-07
Position 1430: 2.339228609303537e-07
Position 3383: 2.0824155154978347e-07
Position 1343: 1.635826708746453e-07
Position 1268: 1.4436177823083998e-07
Position 4895: 1.196167568466185e-07
Position 473: 1.1770052931605693e-07
Position 3896: 6.932322909385481e-08
Position 433: 5.505564803297751e-08
Position 286: 5.3852565627054914e-08
Position 2017: 5.254967288677795e-08
Position 2905: 4.4202232812906396e-08
Position 1117: 4.3809834772565774e-08
Position 506: 3.296944313273253e-08
Position 975: 3.2655561959165876e-08
Position 795: 2.2012385207576246e-08
Position 901: 2.1450707959558423e-08
Position 1669: 6.942372252143109e-10
Position 1597: 6.801805095324346e-10
Position 2093: 4.6274054993477295e-10
Position 1522: 4.0727011146437775e-10
Position 1305: 1.7463087029886622e-10
Position 1218: 1.5340008526002195e-10
Position 1253: 1.5109540868299563e-10
Position 1447: 9.001702894047486e-11
Position 1141: 6.546082015357106e-11
Position 1467: 5.276777737265941e-11
Position 1311: 4.551499798200001e-11
Position 1336: 4.3879535750723395e-11
Position 1276: 2.784895518759961e-11
Position 1248: 2.748596566710185e-11
Position 2494: 9.202907580818631e-12
Position 2451: 4.157819404653619e-12
Position 296: 3.835453033831296e-12
Position 216: 3.2640119226719242e-12
Position 191: 3.0915109961997366e-12
Position 277: 1.5443388203348954e-12
Position 2336: 1.4566493643509387e-12
Position 333: 1.4022775469453003e-12
Position 182: 1.3339532333240811e-12
Position 231: 1.1864852767450456e-12
Position 340: 1.0929303468939494e-12
Position 2038: 7.173718133182326e-13
Position 1915: 4.5026094367528276e-13
Position 390: 4.246854866851028e-13
Position 175: 3.9495466381026365e-13
Position 209: 3.3346635977739824e-13
