Gene = 2900092C05Rik
index = 42
Annotated 5SS: [  183   392  2981 38067 42259]
Annotated 3SS: [  298  2938 37966 42100 43495]
SMsplice 5SS: [ 183  392 2981]
SMsplice 3SS: [  298  2873 42100]
top_k =  500
Partition function (log Z): -23.251162515154874

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9737855476492371
Position 183: 0.8092940530895786
Position 2981: 0.7850835042238543
Position 7077: 0.1614532312817436
Position 4645: 0.12306170716588481
Position 4954: 0.08468443379734174
Position 4848: 0.07923424846894661
Position 2541: 0.05031216325478093
Position 48: 0.04256002269537459
Position 5440: 0.027516270144565855
Position 3051: 0.025202085792078572
Position 71: 0.023850864500402857
Position 819: 0.01006394159131246
Position 3396: 0.009280118437646184
Position 1100: 0.007752967693768982
Position 1664: 0.007507848081568499
Position 1220: 0.0070153077812039645
Position 217: 0.0063507151367940785
Position 1529: 0.005919139643243149
Position 4234: 0.005150158463672424
Position 7185: 0.004990703032922543
Position 417: 0.003829553840675682
Position 5404: 0.003675801153033872
Position 4170: 0.0027047329875261035
Position 453: 0.002081090770400561
Position 1466: 0.0018615067375316362
Position 17: 0.0016112902128638494
Position 158: 0.0012061943002060751
Position 1068: 0.0010055975916245013
Position 1505: 0.000871015471248637
Position 2168: 0.0007846629906441149
Position 1660: 0.000677672394254887
Position 53: 0.00040632848072254653
Position 32: 0.00016150217088329097
Position 59: 0.00010984897099978251
Position 8: 9.917404707278694e-05
Position 202: 7.916075207008016e-05
Position 232: 2.6846192220315264e-05
Position 3030: 2.6794752709389763e-05
Position 125: 2.198010815466545e-05
Position 100: 1.850939986269878e-05
Position 2998: 1.2207998079291828e-05
Position 4965: 1.0709318339837779e-05
Position 376: 1.0520030819999589e-05
Position 615: 6.945074401483684e-06
Position 78: 5.254475745701264e-06
Position 569: 3.0733876868205506e-06
Position 88: 1.7911912522170708e-06
Position 584: 1.1983829951091098e-06
Position 498: 9.261152045718704e-07
Position 261: 9.024135556491121e-07
Position 30: 8.512679149840641e-07
Position 436: 7.913497940017653e-07
Position 579: 6.692056131308903e-07
Position 655: 6.091665210006432e-07
Position 441: 5.347114628112319e-07
Position 444: 3.5546016112154386e-07
Position 309: 2.9193892258289743e-07
Position 285: 3.800873100443857e-08
Position 302: 1.947604649281512e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 298: 0.7831730565130709
Position 2873: 0.6469888468349563
Position 13536: 0.36139783359351546
Position 2938: 0.1584180583166996
Position 10951: 0.15280208592360955
Position 4540: 0.11815471769272026
Position 6966: 0.1119957471751202
Position 4705: 0.08504241313647583
Position 7854: 0.07934962903273322
Position 6980: 0.07722103684254215
Position 4835: 0.06164328964693284
Position 246: 0.06008156725183103
Position 9630: 0.047502623523054
Position 2371: 0.040295048578747925
Position 5520: 0.03950763054618195
Position 5193: 0.0383230682605995
Position 3859: 0.024129563637316373
Position 4750: 0.01936189452195337
Position 5059: 0.019338517444433385
Position 3297: 0.019299310473790583
Position 8973: 0.019248651641576898
Position 12862: 0.01695608277544995
Position 6234: 0.01541930936380556
Position 5324: 0.013007405752919376
Position 1502: 0.011961700030904812
Position 4847: 0.009844355090137438
Position 285: 0.009758808825832976
Position 4414: 0.008598571018422211
Position 5163: 0.00811520035812819
Position 4581: 0.008051567209421212
Position 9602: 0.0077392642804598
Position 4871: 0.007669589233539951
Position 706: 0.007540263690395915
Position 2835: 0.00701260636673058
Position 4886: 0.006894593998292076
Position 5439: 0.006776436674651468
Position 1137: 0.006622422807706966
Position 4815: 0.0064918654320549945
Position 6929: 0.006361460685019105
Position 4054: 0.006116972337409998
Position 5118: 0.006032112336052237
Position 4459: 0.005958138089645846
Position 5223: 0.005809161501082121
Position 2731: 0.005488447810306251
Position 143: 0.005101855090979876
Position 4785: 0.004907070912027096
Position 6200: 0.004773350536232855
Position 6713: 0.004579942999566301
Position 4547: 0.00438764603727601
Position 4092: 0.004222807254949698
Position 7384: 0.004143223331800832
Position 5094: 0.003954271881454494
Position 339: 0.0038145980202856236
Position 2627: 0.003688376512303641
Position 2455: 0.003651368519435754
Position 960: 0.003259114936683635
Position 7833: 0.002897284187535311
Position 3224: 0.0027498361027052257
Position 8719: 0.002513926422555408
Position 305: 0.0023903265939990417
Position 1025: 0.002321994406702736
Position 2343: 0.0022452363258465887
Position 2400: 0.002168552041725801
Position 753: 0.0019023604887145544
Position 1926: 0.0018527081174760686
Position 6439: 0.0018101727190383964
Position 1389: 0.001606211332479099
Position 1528: 0.001591877777797989
Position 5345: 0.0014725278878688231
Position 6180: 0.0014108964124333891
Position 5075: 0.0014090197174223946
Position 2414: 0.0013607956933991412
Position 2942: 0.001355450806207418
Position 4110: 0.0013509496084792788
Position 5782: 0.0012905913009936963
Position 3902: 0.0012425225942718542
Position 373: 0.0011645720045439587
Position 302: 0.001101355856950113
Position 1614: 0.0010967178379398018
Position 1359: 0.0010906378194983002
Position 922: 0.0010823769607703388
Position 6052: 0.0010784345832733234
Position 903: 0.0010333108477207308
Position 967: 0.000969181644174721
Position 2390: 0.0009383110039707008
Position 2198: 0.0009022393595117095
Position 1436: 0.0008820271813784659
Position 3952: 0.0007719533355235906
Position 3798: 0.0007447234642156508
Position 2375: 0.0007122703276606872
Position 1929: 0.0006195715107764713
Position 3376: 0.0006080141406842463
Position 3452: 0.0005995132380544869
Position 2799: 0.0005865293363062364
Position 1092: 0.0005216315572585444
Position 4233: 0.0005060231388546242
Position 3299: 0.000491126778503666
Position 4295: 0.0004802133714085172
Position 3346: 0.00045026003807673275
Position 2432: 0.00042563383350450193
Position 1327: 0.0004254195710288507
Position 1581: 0.0004189143613670336
Position 3875: 0.0004181185952222749
Position 582: 0.0004143628475504558
Position 3481: 0.00041098345598082213
Position 1396: 0.000387904658943184
Position 1058: 0.0003791166584718241
Position 818: 0.0003556674592974299
Position 1303: 0.00033052009696594775
Position 309: 0.0003277284581108652
Position 3117: 0.0003083069646502656
Position 1028: 0.00026836154563437904
Position 344: 0.0002611634595253846
Position 3724: 0.00025647127674981244
Position 1750: 0.00022251616229755503
Position 2020: 0.0001877218340509112
Position 1816: 0.0001808436072982206
Position 1735: 0.00015728540430367082
Position 2674: 0.0001527467849228002
Position 2345: 0.00014991831176516286
Position 908: 0.00014067118719395915
Position 890: 0.00013463368705690746
Position 3323: 0.00012744655580903494
Position 4483: 0.00011502105178816819
Position 346: 0.00011273598425444472
Position 4758: 9.635904825943401e-05
Position 1450: 9.324294089621192e-05
Position 1596: 8.88163234729088e-05
Position 258: 8.224666408618091e-05
Position 2472: 7.041996008532976e-05
Position 682: 6.0149107890672216e-05
Position 1308: 5.685559250377807e-05
Position 4664: 5.5778527344084924e-05
Position 2487: 5.117418437757254e-05
Position 4153: 4.2973148631702754e-05
Position 261: 4.008815202180974e-05
Position 1254: 3.523374014515133e-05
Position 658: 2.722571010016491e-05
Position 4123: 2.6988251289972886e-05
Position 1462: 2.6390085909240797e-05
Position 1341: 2.4457123491972653e-05
Position 3246: 2.017178619755834e-05
Position 1097: 1.694564108961661e-05
Position 4592: 1.621370679514592e-05
Position 3152: 1.2202575355241297e-05
Position 148: 6.38086489024789e-06
Position 3237: 2.247168276823082e-06
Position 2686: 1.4084530262235278e-06
Position 182: 6.70934315114626e-07
Position 376: 4.489439032429984e-07
Position 173: 4.2140629523251766e-07
Position 550: 4.009892667677969e-07
Position 313: 2.455372146875643e-07
Position 388: 1.6777253238359907e-07
Position 676: 1.5363828361349824e-07
Position 163: 1.4817384785939353e-07
Position 467: 1.2637072710163797e-07
Position 622: 9.279211817416852e-08
Position 619: 3.430183513210798e-08
Position 186: 3.0105580114266634e-08
Position 417: 2.9947576650520895e-08
Position 609: 1.4898917191651375e-08
Position 643: 1.2231844265863939e-08
Position 1063: 5.036219989462598e-09
Position 192: 4.606115136923728e-09
Position 70: 3.2730932700058107e-09
Position 232: 2.1937360402519543e-09
Position 78: 3.2215098752572803e-10
Position 198: 1.4477681907681442e-11
