Gene = Etfa
index = 388
Annotated 5SS: [  213 12226 16502 16682 23414 24844 25542 26974 29971 47450 50624]
Annotated 3SS: [12078 16419 16598 23313 24732 25439 26904 29887 47383 50542 57480]
SMsplice 5SS: [  213 12226 16502 16682 23414 24844 25542 29971 47450 50624]
SMsplice 3SS: [12078 16419 16598 23313 24732 25439 29887 47383 50542 57480]
top_k =  500
Partition function (log Z): -10.654390288257881

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9716999474452781
Position 16502: 0.9598408848877955
Position 29971: 0.9506829921507736
Position 25542: 0.9101142223814636
Position 24844: 0.891746203566706
Position 23414: 0.8650587361756762
Position 12226: 0.7357626113554517
Position 26974: 0.6539218175868439
Position 16682: 0.643128373523903
Position 14137: 0.412190577114973
Position 16689: 0.34895769435607277
Position 7432: 0.276150870681698
Position 21538: 0.2720651717291007
Position 12242: 0.2592823917780242
Position 11252: 0.1561174109945052
Position 10045: 0.14258611674769672
Position 26518: 0.11331674230559538
Position 27257: 0.10604653415214683
Position 4934: 0.09542615158678214
Position 24823: 0.08705633275608178
Position 8873: 0.08492060932752367
Position 597: 0.0826583821870864
Position 11907: 0.06894839240278774
Position 12462: 0.05762291287275802
Position 8568: 0.056441904770409515
Position 23115: 0.051325842533001355
Position 12646: 0.041972014707167236
Position 7501: 0.025409005569466302
Position 13901: 0.025230036226392888
Position 4144: 0.022026205266830183
Position 241: 0.020604903016932425
Position 4939: 0.017970492249837725
Position 9347: 0.01566154547448913
Position 25333: 0.015333520594595085
Position 26815: 0.013067402100204063
Position 27042: 0.011661435860723518
Position 35260: 0.009948871771482059
Position 20378: 0.009740779331495048
Position 12986: 0.008229838929208325
Position 24042: 0.007862741151039994
Position 13706: 0.006721935742365988
Position 19086: 0.006567156168450376
Position 26979: 0.006347623335694899
Position 24915: 0.006195304988466207
Position 32286: 0.004497520859587711
Position 16507: 0.00435079732946256
Position 28253: 0.004000963077086206
Position 30022: 0.003927645056908226
Position 25753: 0.003877150623982305
Position 18109: 0.003435997138776629
Position 18176: 0.0028757350008567373
Position 17945: 0.002282371244303222
Position 21260: 0.0022510410091920894
Position 31481: 0.002154927838423822
Position 1298: 0.0020852966095870357
Position 32311: 0.0015246275543923105
Position 24239: 0.0014789473141228356
Position 17449: 0.0014303117384210644
Position 2931: 0.0013451536106982623
Position 1981: 0.0012696090138272715
Position 20526: 0.0011664118010475824
Position 33479: 0.001073924396046118
Position 30291: 0.000801889070577046
Position 79: 0.0007154928245262239
Position 8285: 0.0005685587547242276
Position 282: 0.0005187257249311386
Position 25662: 0.00044067852694143353
Position 324: 0.00042167537305897314
Position 145: 0.0004180040993051101
Position 5579: 0.00041332886455476515
Position 5651: 0.0003859613604408403
Position 2271: 0.0003642923668142579
Position 24875: 0.0003401390066521877
Position 25532: 0.00031829001072504676
Position 2964: 0.00022042446631254372
Position 12185: 0.00019746915011038444
Position 320: 0.00019483584627697138
Position 1593: 0.00017009111134987743
Position 3914: 0.00016524981168766878
Position 382: 0.00015408445807938752
Position 2231: 0.0001523514339802075
Position 3523: 0.0001276981993196948
Position 1170: 0.00011127499158031347
Position 802: 8.939289230799267e-05
Position 698: 8.900722778543396e-05
Position 3731: 5.9089544271542376e-05
Position 402: 4.7967269831318385e-05
Position 3280: 3.2897863955993274e-05
Position 631: 3.1474069560883336e-05
Position 246: 3.1159409918635403e-05
Position 3592: 2.8534384876577313e-05
Position 3493: 2.4248476181899435e-05
Position 446: 2.414938324821655e-05
Position 313: 2.376372480036326e-05
